,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600886.SH,X600660.SH,X600352.SH,X600188.SH,X600362.SH,X600795.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X000898.SZ,X600801.SH,X000709.SZ,X600176.SH,X002460.SZ,X000786.SZ,X002466.SZ,X600516.SH,X600489.SH,X002271.SZ,X600299.SH,X601158.SH,X000629.SZ,X000553.SZ,X000883.SZ,X600219.SH,X600808.SH,X000630.SZ,X600583.SH,X600985.SH,X000027.SZ,X601699.SH,X000301.SZ,X600339.SH,X000825.SZ,X002203.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.033523994760739,0,0,0,0,0,0,0.0442400421278931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601059558080755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843763190564298,0.05701969609271,0.0195061979483018,0,0.0432522898762184,0,0,0,0,0,-0.0201817466132664,0,0,0,0.00337222420228998,0,0
X600028.SH,0,0,0.118755435499319,0,0,0,0,0.0689957371937591,0,0,0,0,0.0860339623040947,0,0,0,0,0,0,0.0238554225266269,-0.00756987862582074,0,0,0,0.017628812309972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248900031496818,0.0470850091355171,0,0,0.0251556130039884,0,0.0392306121460479,0,0,0.0551521417416526,0,0,-0.030109656431992,0,0,0,-0.0116745935092019,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0714324698049632,0,0,0,0,0,-0.069409985418334,0.21008640961422,0,0,0,0,0,0,0,0.135422652948706,0,0,-1.0842021724855e-19,0.0410726422756569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666332958551172,0,0,0,0,0.0305589790363526,-0.0519029621263344,0,0,0,0.000489390513926176,0,0
X600585.SH,0,0,0,0,0,0.13719752523209,0,0,0,0,0,0,0,0.0662513113412926,0,-0.0282552246035979,0,0,0,0,0.0169734879169563,0,0,0,0.456448205211357,0,0,0,0,0,0,0,0,-0.0555034787356328,0,0,0,0,0,0,0,-0.00797232193920551,0,0,0,0,0,0,0,0,0,-0.0103809259026902,0.0217380157801344,0,0,0,0,0,0
X600019.SH,0,0,0.0196293348878424,0,0,0,0,0,0,0.0624702528126181,0,0,0,0,0,0,0.0402717154529752,0.130099004045046,0,0,0.0187814371162188,0,0,0,0.175334223640932,0,0,0,0,0,0,0,0,0.102388906698422,0,0,0,0.0332021370542732,0,0,0.0146842990653096,0,0,0,0,0,0,0,0,0,0,0,-0.0135710565711135,0,0,0,0,0,0
X600309.SH,0,0,0,0.296303116271026,0,0,0,0,0,0,0,0,0,0,0,0.234788414571357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925461422932521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187505375937898,0.182940649970765,0,0.0179745378730764,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0210338728919442,0,0.0971512637759688,0,0,0,0,0,0,0,0.209355957302104,0,0,0,0,0,0.345666676656363,0,0,0,0,0,-0.0349988881023939,0.0720162549512412,0,-0.0211818292681964,0,0,0,0,0,-0.0964973360539689,0,0,0,0.131925189882295,0,0,0,0,0,0,0,0,0,0,0.0328030409798433,-0.0111461110487457,0,-0.0798301920824315,0,0.027751353354092,0,0
X600010.SH,0,0,0,0,0,0,0.285784621806465,0,0,0,0,0,0,0,0,0,0,0.198363605353903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354764838077109,0,0.290263214472081,0,0,0.27336468179428,0,0.0394647858091676,0,0,0,0,0,0,0,0,0,0,0,-0.0277839268977371,0,0,0,-0.0401138602486667,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769011530045049,0,0,0,0,0.100832275509538,0,0,0,0,0,0,0,0,0,-0.0369963177614261,0,0,-0.029435392312502,-0.0179312497447044,0.0127428694149846,0,0,0,0,0.0108435294387115,0,0
X601600.SH,0,0,0,0,0,0,0,0.327333919623464,0,0,0,0,0,0,0,0.0184160635478774,0,0.168587074256062,0,0,0.029243309439632,0,0,0,0,0,0,0.0420934728271212,0,0,0,0,0,0,0,0,0,0,0.128950930025064,0,0,0,0.0357473854891207,0,0.0852533877384351,0,0,0,0,0.0934523570209208,0,0,0,0,0,0,-0.012304408149076,0,0
X601898.SH,0,0,0.0965219121101575,0,0,0,0,0,0,0.0402915434477726,0,0,0,0,0,0,0.153529939830027,0.118279330571444,0,0,0.020403269277953,0,0.00225683243640798,0,0.0770180119013982,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560404956572355,0,0,0,0,0,-0.0252227359084863,-0.0144729564869697,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0506245957171957,0,0.0162177652396294,0.0739935974440171,0.178450965998183,0,0,0,0,0,0.0103428386482836,0,0,0,0,0,0,0.197198271940161,0,0,0,0,0,0,0.00997178860910082,0,0,0,0,0,0,0.0597666844160992,0,0,-0.0494871713647589,0,0,0,0,0,0
X600688.SH,0,0,0.0139705631460189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810864294191176,0,0,0,0,0,0,0,0.00472498854674179,0,0,0,0,0,0.0202141007962948,0,0,0,0,0,0.0670490646849775,0.0217176043213474,0,0,0,0.101931274934165,0,0,0.150722991594653,0,0.00480234502486557,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0861966851610276,0,0,0,0,0,0.0599968298760859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102098179520058,0.22405967003578,0,0,0,0,0,0.046029662438325,0,0,0,0,0,0,0,0,0,0.0530673920612885,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265860036413818,0,0,0,0,0.0217030038692488,0.204403709530657,0.00485145694849377,0,0.0367712128329655,0,0,0,0.0182591084202555,0,0.0151106804116129,0,0,0,0,0,0.0293678410370151,0,0,0,0,0.00516882832471748,0,0,0,0.0171363471544695,0.0674834358177708,0,0,0,0,-0.0460783412483034,0,0,0,0,-0.0228812572751547,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,-0.234592464132788,0,0,0,0,0,0,0,0,0,0.3598526199717,-0.0370504544544579,0,0,0.15778771537451,0,0,0,0.187942874555278,0,-0.259468335470599,0,0,0,0,0,0.250044818435454,0,0,0,0.353173209136377,0,0,0,0,0,0,0,0,0,0,-0.157690616457922,0.355408456844216,0,0,0,0.0605425781713215,0,0
X600188.SH,0,0,0,0,0,0.00563616195719431,0,0,0,0.00592051840344985,0,0,0,0,0,0,0,0,0,0,0.0674195649236244,0,0,0,0,0,0,0.0745225249000232,0,0,0,0,0.0725834560525114,0,0,0.0955805877897158,0,0,0,0,0,0,0,0.132921106877608,0.0380862642948853,0,0,0,0,0.271498682162923,0,-0.00423401555012146,0,0,0,0,0.0106616318824034,0,0
