,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X002075.SZ,X000898.SZ,X601158.SH,X000027.SZ,X600021.SH,X000539.SZ,X601992.SH,X600309.SH,X000629.SZ,X000883.SZ,X600352.SH,X002353.SZ,X600022.SH,X601918.SH,X600098.SH,X600307.SH,X000060.SZ,X000792.SZ,X600808.SH,X002470.SZ,X600863.SH,X000878.SZ,X600660.SH,X600578.SH,X000825.SZ,X600489.SH,X600160.SH,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.99357726179587,0,0,0,0,0,0,-0.020243830032001,0,0,0,-0.0354812770331292,0,0.0343137037882397,0,0,0,0,0,0,0,0,0,0,0,-0.0889388108696756,0,-0.0528177777823412,0,-0.0339166376307511,0,0,0.052865150841794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163483661599993,-0.0455983705322635,0,0.088746616308106,0,0,0,0
X600028.SH,0.437400215776413,0,0.0280367560313269,0.00735523434905979,0,0.194832477298245,0,0,0,0,0,0,0,0,0,0,0,0,0.0596135042043838,0.0281770060614546,0,0,8.67361737988404e-19,0.0728916614354987,0,0,0,0,0,0,0,0,0,0.037212182314442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218451419590155,0,0.0496043304159191,0,0,0,0,0
X601088.SH,0,0.143646550144591,0,0,0,0.222892400526124,0.0821653089800981,0,0,0,0,0.00892662710851692,0,0,0,0,0,0,0,0.0243993558529995,0,0,0,0,0,0,0,0.289601456703537,0,0,0,0,0,0,0,0,0,0.0359836097883729,0,0.0288642117957562,0,0,0,0,0,0,0,0,0,-0.010672352525335,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,1.73472347597681e-18,0,0.235777992717433,0,0,0,0,0,0,0,0,0.0390980535540057,0.0938849552823765,0.128218299579229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184383448365284,0,0.0111955165036015,0,0,0,0,0,0,0.204967024478493,0,0,0,0.0160678431754532,-0.0225027437048459,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.203058175669541,0,0,0,0,0,0,0.128789758816511,0,0,0,0,0,0,0,0.0468738388265796,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162027123344467,0,0,0,0,0.368953842011934,0,0,0,0,0,0,-0.00526384771169098,0,0,0,0,0,0
X600019.SH,0,0.0115214737952037,0.25049949419135,0,0.0789626190964466,0,0,0,0,0,0,0,0.0753402582677662,0,0,0,0,0,0,0,0,0.0468297060619379,-3.46944695195361e-18,0,0,0,0.205499931681891,0.0386485792137745,0,0,0,0,0,0.0312199993031676,0.0340382654479434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149836362265138,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.174524263749705,0,0,0,0,0,0,0,0,0,0.320880314814712,0.247092127973315,0,0,0,0,0,-0.01443490080739,0,0,0,-0.134953167045094,0,0,0,0.0850434840968303,0,0,0,0,0,0,0.185843135492952,0,0,0,0,0,0,0,0,-0.00150420803325041,-0.0336002869957006,0,0,0,0,0,0
X600585.SH,0.00653318125120549,0,0.00922537887316082,0.0129224315734788,0.139175172957739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151381786711638,0,0.153547702279306,0,0,0,0,0.0223801072925217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245204840223595,0,0,0,0,0,0,-5.42101086242752e-20,-0.0360650948397248,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0785709366473797,0,0,0,0,0,0.0524720871642065,0.203900581453948,0,0,0,0,0,0,0,0.053913124220837,0,0.0850347674157428,0,0,0.0114851958196324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0923780633811894,0,0.190225786254737,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0719609455640946,0,0.0721582634263657,0,0,0,0,0,0.0587507337572964,0.0107170522451478,0,0,0,0,0,0,0.122454810712585,0,0,0.112771247108105,0.0449333666097419,0,0,0.0117673122217534,0,-0.0021681073046473,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0256514976490495,0,0,0,0,0,-0.0162639994369872,0,0,0,0,0.356925159850668,0.0105354235465184,0,0,0,0,0,0,0,0.0357374634677954,0,0.0660130459529338,0,0,0,0,0,0,0,0,0,-0.0383583251790616,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712921669369798,0.030250351832728,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0634897557781575,0,0.3381592923752,0,0,0,0,0,0,0.0447288802738194,0,0,0.0386806339168443,0,0.0348231796049973,0,0,0,0,0,0.0017685358355477,0,0,0,0,0,0,0,0,0.051149792926663,0.0317820578534226,0,0,0,0,0,0.101397100833712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.142710950172466,0,0,0,0,0,0,0,0,0,0,0,0.421682851137962,0,0,0,0.117145139482433,0,0,0,0,-0.0556819374784179,0,0,0,0,0.333634249298862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744853873024771,-0.0197252075582045,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.122287687502442,0,0.187476441791046,0,0,0.212059104532811,0,0,0,0,0,0,0,0,0,0,0,0.0219970445050601,0,0.0296691071743655,0,0,0,0,0,0,0,0.0617205635037353,0.00449387282948735,0,0,0,0,0,0.0839751366341539,0,0,0.0501304066048964,0,0,0,0,0,0,-0.0218532224853547,0,0,0,0,0,0
