,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600157.SH,X600111.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X002466.SZ,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X600309.SH,X000792.SZ,X600489.SH,X601158.SH,X300072.SZ,X600583.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600352.SH,X000539.SZ,X000723.SZ,X002075.SZ,X600549.SH,X000027.SZ,X000630.SZ,X002470.SZ,X002460.SZ,X002407.SZ,X000983.SZ,X000012.SZ,X600021.SH,X600176.SH,X600098.SH,X000060.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.00659620695291508,0.0868727138011595,0,0,0,0,0,0,0,0,0.0509260709600235,0,-0.00715666733852647,0,0,0,0,0,0.215846832392994,0,0,0,0,0,0,0,0,0,0,-0.0457030691096211,-0.00582448333912197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155008544440244,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.118116877062593,0,0,0,0,0,-0.0223994188692575,0,0,0.153436886244067,0,-4.33680868994202e-19,0,0,0,0,0.00940944544636949,0.0720074092812713,0,0,0,0,0.0938721415143625,0,0,0,0,0,-0.0622667438625586,0,-0.00506424551109457,0,0,0,0,-0.0262731488518219,0,0,0,0,0,0,0,0,0.00899753327945161,-8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.25668835214409,0,0,0,0,0.149100574871167,0,0,0,0,0.0815496640091755,0.0403565594732139,0.0861883963978708,0,0,-0.038565485488012,0,0,0.0221805855382689,0,0,0,0,0,0,0,0,0,0,0.0654628203487311,0,0,0,0,0,-0.0833942940782909,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.013263766445494,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0554895818488615,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.13114922849115,0,4.33680868994202e-19,0,0,0,0,0.0627869730036486,0.0402445150362723,0,0.0680253761695922,0,0,0,0,0,0,0,0,0,0.0135630075184728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534052565483465,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.15736718715802,0,0,0,0,0.2656703506232,0,0,0,0,0,0,0.0241995848352223,0,0,0,0,0.0444593941574683,0,0,0,0,0,0,0,0,0,0,0.130617354165708,0,0,0,0,0,0.0703936068124361,0,0,0,0,0,0,0,0,0.0236748709351929,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0130856576554321,0.112925498262988,0.0823444293344736,0,0,0,0,0,0,0,0,0.0444667185776989,0,0,0,0,0,0,0,0,0,0,0,0,0.0366700712507017,0.200243493046799,0,0,0,0.102257292426944,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177172138962572,0.0124203883670125,0,0,0,0,0,0
X600585.SH,0,0,0.195705624312947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126518585188827,0,0.0437673153686437,0,0.324183990245179,0,0,-0.0472053294964423,0,0,0,0,0,0,0,0.0385029685362829,0,0,0,0.264583057481349,0,0,0,0.0330113297435305,0,0,0,0,0,0,0,0,0,-0.0207538776198604,0,0.0821118462105691,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.109495639048286,0,0,0,0.0167096260342306,0,0.0848634025409112,0,0,0,0,0,0,0,0,0,0,0.0621597035783459,0.333426107795818,0.281747288445228,0,0,0,0,0,0,0,0.0309743558918611,0,0,0,0,0,0,0,0,0,0.00908252949681811,0,0.0931396130980329,0,0,-0.0662214564008116,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.025895339375484,0,0.0663402503931178,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0493441039460727,0,0,0.0316349544025633,0,0,0,0,0,0,0.082865270101878,0,0.0250835233348131,0,0,0,0.0220117023899874,0,0.219127558141638,0,0,0.124026403071096,0.0587815230913322,0.00278967157787365,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.255140604675237,0,0.0950449783259367,0,0,0,0,0,0,0,0.0655242153415497,0,0,0,0,0,0,0,0,0,0.148274767610118,0,0,0,0,0,0,0,0.0104862345623703,0,0.131873735261538,0,0.0951658085344955,0,0,0,0,0,0,0,0,0,0,0.142746146411415,-0.276021056042873,0,-0.0183007430647014,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.108459711028457,0.0129284609429932,0,0,0,0,0,0,0,0,0.139308391353997,0.0083284257143059,0,0,0.10791899937039,0,0,0,0,0,0,0,0,0.0610430128958297,0,0,0,0,0,0,-0.0036616528209333,0,0,0,0,0,0.00159865108130271,0.0155249397344831,0,0,0,0,0,0,0,0.00815591660827627,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0933561276801596,0,0,0,0,0,0.0361195875832908,0,0,0,0,-0.00528585079859619,0,0,-0.0219307872327344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131416018045785,0,0.0912749266024744,0,0,0,0.0261432005902819,0.13792287876194,0,0.0554303196602863,0.0899775451262905,0,0,0,0,-0.0446091234737655,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.108349521202742,0.0861059415206875,0,0,0,0,0,0.0316719566545105,0,0,0.0106769488489291,0,0.0102813020877072,0.00407116169161146,0.0145946352385206,0,0,0,0,0.0308115195019183,0,0,0,0.044448372765353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115073123704953,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0378754877656744,0.202616253122503,0,0,0,0,0,0,0,0,0,0.0314213367424465,0,0.0394123768403433,0,0,0,0.00239960484892938,0,0,0,0,0,0,0,0,0.00251657001571631,0,0.050124612658471,0.120036910529566,0,0,0,0,0,0,0.020347716916959,0,0,0,0,0.0820800868799853,0,0,0.0370858900711788,0.128004915205622,0,0,0,0,0,0
