,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X002075.SZ,X601158.SH,X600157.SH,X600309.SH,X000898.SZ,X600352.SH,X601992.SH,X002353.SZ,X600021.SH,X600660.SH,X600808.SH,X000878.SZ,X000629.SZ,X000027.SZ,X000959.SZ,X000883.SZ,X002470.SZ,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X000012.SZ,X000792.SZ,X600547.SH,X600315.SH,X600395.SH,X600022.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.585285947318022,0,0,0.103085646967731,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861310218625884,0.021157436764698,0,0.0534102679793984,0,0,0,0,0,0,0,0,0,0,0.0296011436221628,0,0,0,0,0,0,0,0,0,0,0,0,0.000997175402674179,-0.0142885948225907,0,0,0,0,0,0
X600028.SH,0.461907330043377,0,0.0561970519165011,0,0,0.149792897825352,0,0,0,0,0.053772879591057,0,0.0381748524409626,0,0,0,0,0,0,0,0,0.0566557403430406,0.0996955286370275,0,0.0107860272161488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892864373743516,0,0.00525779315723819,0.0113453224203409,0.036200153172534,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.024995641604589,0.0300254622370552,0.138676751045031,0,0.0138891220095572,0.136311007808383,0.0725605062738623,0,0,0,0,0,0,0,0,0,0,0.127180142457353,0,0,0.118061606918167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108310901044088,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227315072512165,0,0,0,0.00358537553580096,0,0,0,0,0,0.102880099557084,0,0.257218610826941,0,0.0640718480298934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180096630653994,0,0,-0.00024603363121733,-0.00837929217155719,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0742821665401538,0.017430280614313,0,0,0.0906290316202393,0,0,0.170828039408416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032349774827852,0,0,0,0,0,0,0,0,0,0,0.397140014505953,0,0,0,0,0,0,0,0.0616381552831006,0,-0.00580447465247444,-0.006868446778528,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0425356062144669,0,0,0.0649953827587565,0.0200324355519409,0,0,0.0716715540358091,0,0,0,0,0.02868397887793,0,0,0,0,0.265139654383207,0,0,0,0.0238973608996543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103674057704792,0.11635773682428,0,-0.00524839798873445,0,0,0,0,0,0,0
X600585.SH,0,0,0.131475373645702,0,0,0.115748684007326,0,0,0.0851715130812261,0.012162361316949,0.0705947606828281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592015902211269,0,0,0,0.0177281378032829,0.174842742425971,0,0,0,0,0,0,0,0.0552381120393775,0,0.0438680672168028,0,0,0,0,0,0,0,0,0,-0.0133391832953918,-0.0147493363782712,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.166336619725165,0,0.0411194216339311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107419872619584,0,0,0,0,0,0,0,0,0,0,0.0638750459415566,0,0.167868440997177,0,0,0.21542647801628,0,0,0,0,0.133133632427014,0,0.00360574756605337,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0856032480973388,0.0582116841544019,0,0.00182804845286955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132697373891977,0,0,0,0,0,0,0,0,0.364388254748585,0,0.14109779850678,0,0.0363219634748468,0,0,0,0,0.00866427564098917,0,0,0.00517300484056349,0.0205893736676853,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0383635528087436,0.0798097696298203,0,0,0,0,0,0,0,0.160564384845346,0,0.294716049726526,0,0,0,0,0,0.106506356591562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131940221920708,0,-0.0621164841035544,0,-0.0100180289610802,0,0,0,0,0,-0.0029923714841147,0.00133511439404788,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0651400256246793,0,0,0.159948184060954,0,0,0,0,0.0857674073494403,0,0,0,0,0.0253989828173504,0,0,0,0,0,0,0,0,0.1204226144489,0,0,0,0.0480562728194602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297251184543375,0,0,-0.0201995121341977,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.230976160240573,0.0212006855787185,0,0.257113406574314,0,0,0,0,0,0,0.0783745234536005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101996008335356,0,0,0,0.0942508977556975,0,0,0,0,0,0,0.0651613442817041,0,0,0,0,0,0,0,0.0838618897590679,0,-0.00424824658776286,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0163520390082222,0,0,0.023398294875201,0,0,0,0,0,0.287221652249394,-0.0602050854103484,0,0,0,0,-0.0341111360448499,0,0,-0.0853150165509336,0,0,0,0,0,0,-0.0521412422855585,0,0,0,0,0,0,0,0,0,0,0,0.436417398388723,0,-0.0171402330948991,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265363830928274,0,0,0,0,0,0,0,0.312530149926628,0,0,0,0,0,0,0,0.0395289018795003,0,0.0617854483758618,0,0,0,0,0,0,0,0,0,0,0,0.0775544679259818,0,0,0,0,0.0108261081679286,-0.0103339254032821,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0262931279201909,0,0,0,0,0,0,0.0175592342660428,0,0.050509395064671,0,0,0,0,0,0.0245721047073589,0,0,0,0,0,0,0,0,0.0488460824958844,0,0,0,0,0.192224776288524,0,0,0,0.24965528940552,0,0.0916006231461804,0,0,0,0,0,0,0,0.0850517877323181,0,-0.00516747070116001,-0.00891331932178352,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.0488972593795688,0,0,0,0,0.0853110505472614,0,0,0.0745481941462812,0,0,0,0,0,0,0,0.0606322735745502,0,0,0,0,0.0462375968515823,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0594545040004658,0,0,0,0,0.222855957617332,0,0,0,0.022391865893438,0.0287247301434313,0,0,0,0,0,0
X600188.SH,0,0,0,0.0238734795157352,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.063322041123919,0,0,0,0.168585482702057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209160749917193,0.0701591329479445,0,0,0,0.0211678896691382,0,0.0783240938613322,0,0,0,0,0,0,0,0,0,-0.0297024350717337,-0.00335737925092354,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.00903743882320979,0,0,0.0456745997277673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367201547647837,0.0354044371324595,0,0.0452554047464248,0,0.0950439408404596,0,0.253368464833292,0,0,0.117919763583463,0,0,0,0,0,0,0,0.0961367412068386,0,0,0.0560802647714539,0,0,-0.0236431604414865,-0.0319872705223927,0,0,0,0,0,0
X600111.SH,0,0,0,0.0840381695022383,0,0,0,0.0484042756825526,0,0,0.0759704859515767,0,0,0,0,0,0.0523986005090458,0,0,0,0,0,0.0898049621464796,0,0,0,0.0296959194911171,0,0,0.16671052968442,0,0,0,0.05410641932995,0,0,0,0,0,0,0.152957187878814,0,0,0,0,0,0,0,0,-0.00999710436564892,-0.00641475085610099,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201521514576993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182553202267989,0,0,0,0,0.221542562577146,0,0,0,0.226265560134112,0,0,0,0,0.144030659647378,0,0,0,0,0,0,-0.00500330720972564,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438934827541728,-0.00291407831854212,0,0,0,0,0,-0.027973648580032,0,-0.287400458109834,-1.73472347597681e-18,0,0,0.120061798118182,0,0,0.161248676814057,0,0,0,0,0,0,0,0,0,0,0,0,0.0887504073635991,0,0,0,0.33522649572599,-0.161147758986013,0,0,0.0327122779557487,0.0723740774576262,0,-0.021914478622666,0,0,0,0
