,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X600660.SH,X600362.SH,X601992.SH,X300072.SZ,X002466.SZ,X600547.SH,X601991.SH,X002460.SZ,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X000786.SZ,X600176.SH,X600027.SH,X000553.SZ,X000792.SZ,X600808.SH,X000408.SZ,X600352.SH,X600219.SH,X600489.SH,X000959.SZ,X600339.SH,X002271.SZ,X601699.SH,X000983.SZ,X601158.SH,X002092.SZ,X000723.SZ,X000883.SZ,X600299.SH,X000825.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.577316164185633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00527873927343336,0,0.0123211253127703,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0380870543767526,-0.00286747480131623,0,0.0616228417564453,0,0,0,0,0.066712619662548,0,0,0,0,0.0462684757029137,0,0,0,0,0,-0.00500994148177378,-0.000489746100051089,0,0,0,0,0,0
X600028.SH,0.512035322126728,0,0,0,0.017840733919844,0,0,0,0,0,0.0511345154551489,0,0.0192567705703054,0,0,0,0,0,0,0,0,0,0,0.043657353781847,0,0,0,-0.0056122626627238,-0.0937474153138403,0,0,0,0,-0.0231004720060671,0,0,-0.124147015909095,0,0,0,0,0,0,0,0,0,0,-0.0203724874744395,0,-0.071457878316271,0.034379161770554,-0.0146151838734384,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.119087938745256,0.301583260367755,0,-0.0314273401725026,0,0,0,0,0,-0.0506548089739212,0,0,0,1.73472347597681e-18,0,0,0.117339935353617,0,0,0,0,0,0.0194206867124234,0,0,0,0,0,0.0170682414259849,0.0589975286789613,0,0,0,0,0,0,0.185126562168277,0,0,0,-0.00415813881536474,0,0,0,0,0,0
X600019.SH,0,0,0.1843897872704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418225067664147,0,0.151472840232233,0.0200916297217449,0,0,0,0,0,0,-0.0403124001547896,0.21543097549186,0,0,0,0,0.136216621282609,0,0,0,0,0,0,0,0,0,0,0,-0.0551123155287785,0.023420846205933,-0.0150584160436705,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.122164891450011,0,0,0,0,0,0,0,0.152307977177364,0,0,0,0.0474928782295842,0,0,0,0,0,0,-0.111060166306622,0.158329469115295,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.207698907705971,0,0,-0.123387486633514,0,0,-0.0172958801469461,0.0391485325573042,-0.156555487034798,0,0,0,0,0
X601600.SH,0,0,0.0370661907879764,0,-0.0235691034767741,0,0,0,0,0,0,0,0,0,0,0,-0.0287983135667938,0,0,0,-0.00996671005050084,0,0,0,-0.0325674090281946,0,0,0.00520250660626208,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0103926986883855,0,0,0.0138697190492943,0.0823812536061759,0,0,0,-0.0339153538013631,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0711984665827364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310771329327397,0,0.0369287385754781,0,0.255909876730845,0,0,0,0,0,0,0,0,0.0926402702187707,0,0.036306039647757,0,0,0,0,0,0,0,0.00365335705640564,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33756748085963,0,-0.169298227969788,0,0,0.0724987726986115,-0.0887065458603108,0,0,0,-0.00996691652065524,0,0,-0.0483222466790558,0.0475792656340601,0,-0.0682823667255572,-0.0164775504825403,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0482074741024524,0,0,0.692719438447921,0,0,0,0,0,0,0,0.0108851934927205,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.00357823388049965,0,0,0,0.07807790868802,0,0,0,0,0,0,0,0,-0.0126712280177736,-0.0672703645479142,0,0,0,0,0,0.0242679123388864,-0.0374393346759741,0,0,0,0,0,0,0,0,0,0,0,0,0.120345894229987,0,0,0,0,0.0608408233797412,0.0093061315970691,0,0,0.00745161357154988,0.00488954174476508,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0526720335773448,0,0,0,0,0.246543317672883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379051165191097,0.0218090190908959,0.0574078018123125,0,0,0,0,0,0,0,0.0646812157989978,0.140097641059527,0,0.000737422664295249,0,0,0,0,0,0,-0.000838624088182122,-0.00295585082404274,0,0,0,0,0,0
X600688.SH,0,0.0872386252547399,0.0416207986522861,0.0362799017189882,0,0,0,0,0,0,0,0,0.00767952847135066,0,0,0,0,0.0611306527786808,0,0,0,0,0,0,0,0,0,0,0.0606754551462183,0,0.049010765327347,0.0428881394410265,0,0,0,0,0,0,0,0,0,0,0,0.0506959937756973,0,0,0,0,0,0,0.0247580613999693,-0.00676987586144041,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150844019953656,0,0,0,0.133024103315841,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0578667447613462,0.0253438079545586,0,0.0340513186103776,0,0,0,0,0,0.159150133010571,0,0.299723538668523,0,-1.38777878078145e-17,0,0,0.0885619957516008,0,0,0,-0.0103203760386937,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0954539241933012,0.0919137149346301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421871880153296,0,0,0,0,0,0,0,0,0,-0.188587977693477,0,0.224148641264453,0,0,-0.0451338237599672,0.135402327474937,0.207077963292777,0,0,0,0,0,0,-0.093626446351879,0,0,0.0185325833891416,-0.0546718002796414,0,0,0,0.246355355240471,0,0
X600660.SH,0,0,0,0,0,0,0,0.100251962710407,-0.0224547343083379,0,0,0,0,0,0,0,0.241666439123416,0,0,0,0,0,0,-0.0757173297239144,0.0523853943674809,0,0,0.0341306688628933,0.082518263293462,0,0,0.0328088740781179,0,0.0172340484514441,0,0,0,0,0,0.109365963650221,0,0,0,-0.0625553270091636,0,0,0,0.0692204225531416,0,0,-0.0196802970586024,0.0246276072891126,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0892994000824532,0,0,0,0,0,0,0,0,0.0313587550819716,0.24880475794754,0,0,-0.0019044030036975,0,0,0,0,0,-0.0716351373747032,0.0296976058514119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158293790322349,0,-0.0648555083656859,0.01852908692872,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.00966756167499875,0,0,0,0,0,0,0,0,0,0.0545306799376787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147530938655152,0,0,0,-0.0056538147746412,0,0,0.0921095468543667,0,0,0,0.0427147949294303,0,0,0,0,0,0,0,-0.171790976371856,0.0136452537637993,-0.0171218048512001,0,0,0,0,0,0
X300072.SZ,0,0,0.00230270530223207,0,0,-0.00231596920357434,0,0,0,0,0,0,0,-0.275231104449038,-0.0873044624645312,0,0,0,0,0,0,0,0,0,0,0,0,0.139325045759571,0.192554873257786,0,0.154963763190065,-0.0529246390371399,0,0,0,0,0,0,0,0.0364441524298997,0,0,0,-0.148996187213292,0,0,0,0,0,0,-0.0981241228011492,0.100301665283683,0,0,0,0,0,0
