,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X600688.SH,X601898.SH,X600795.SH,X601991.SH,X600309.SH,X601600.SH,X300072.SZ,X600660.SH,X600547.SH,X600886.SH,X600362.SH,X600188.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600339.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600489.SH,X600008.SH,X600299.SH,X000883.SZ,X002460.SZ,X600352.SH,X600219.SH,X002271.SZ,X600176.SH,X000723.SZ,X600578.SH,X000408.SZ,X000630.SZ,X600583.SH,X000539.SZ,X600021.SH,X000027.SZ,X000792.SZ,X600808.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.358929764922136,0.0367980613685168,0,0,0,0,0.0674959152874971,0,0,0,0,0.0109936327287839,0.107382875916061,0.00783619267493345,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0165300104153747,0,0,0,0,-0.0288340629712094,0,0,0,0,0,0,0,0,0,0,0.0675030942814236,0,0,0,0,0,-0.00850448722792764,0.00126701013637353,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0557332950911481,0,0.0135328093235023,0,0.00073008160694169,0,0,0,0,0.0531474757807546,0,0,0,0.0641942847016363,0.0277574097695043,0,0,0,0,-0.102892883325905,0,0,0,0,0,0,0,0,-0.0789137914921155,0,0,0.0161988920896959,0,0,0,0,0,0.0760693575082745,0,0,0,0,0,0.0485968894272331,0,0,-0.00724467174063767,0,0,0,0,0,0
X601088.SH,0,0,0,0.0653950124783051,0,0,0,-0.0419737130025566,0,0,0,-0.0321598776991577,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.178698293597114,0,-0.0123634906328074,-0.0317011124132139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156992732124148,0,0,0,0,0,0,-0.00285543320904487,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.00663432725350762,0,0,0,-0.120029831104939,0,0.131499646338649,0.0853179682445248,0,0,0,0,0,0,0,0,0.0925747771328796,0,0.424980521626175,0,-0.0173732188380265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320045258718224,-0.0068335391424043,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0771808161184251,0,0,0,0,1.73472347597681e-18,0,0,0,0.242952310391692,0.0189802042842128,0,0,0,0,0,0,0,0,0.125236402508094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362081854088593,0,0,0,0,0,0.0737833134111457,-0.0439258865117473,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.117670547000572,0,0,0,0,0,0,-0.0239133940071777,-0.0654112213815956,0,0,0,0,0,0,0,0,0,0.132625755143734,0,-0.0898578150629469,0,0.00590478560564059,0,0.0183508735934972,0,-0.0344600377744877,0,0,0,0,0,0.0122997474561779,0,0,0,0.110209732556453,0,0,0,0,0,0,0,0,0,-0.00600706707473573,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.15721533495271,0,0,0,0,0,0,0,-0.0502718596464933,0,0,0.0171482465940993,0,0,0,0,0,0,0.0735951875725311,0,0,0,0.00583409495302414,0.111804280969543,0,0,0,0.0642430086698888,0,0,-0.0221986673671431,0,0,0,0,0,0,0,0,0,0,0,0.142395300916312,0,0,0,0,0,0.0225716080056707,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0659299861243723,-0.277482130344688,0,0,0,0,0,0,0,0,0.146625829459936,-0.145988386198036,0,0,0,0,0,0,0.689655023759554,-0.144266086414032,0,0,0,0,0,0.135691408812843,0.0697308934481831,0.365028900945257,0,0,0,0,0,0,0,0,0,0,0,0.0503708998863874,0,0,0,0,0,0,0,0,0.00969518092316221,0,0,0,0,0,0
X600688.SH,0.265053550043511,0,0.0382764170985591,0.00792247778393318,0,0,0,0,0,0.058407280490699,0,-0.102517402067047,0,0,0,0,0,0.122364596509148,0,0,0,0,0,0,0,0,0,0,0.00792687284928213,0.0753221800443355,0,0,0,-0.061848992403182,0,0,0,0,0,0,0,0,0.0553923125035497,0,0,0,-0.0798503118686066,0,0.100338692488593,0,-0.00519424000550142,-0.00528342652539339,0,0,0,0,0,0
X601898.SH,0,0,0.158231315522557,0,0,0,0,0,0,0,0,0,0.0117775026645652,0,0,0,0,0,0,0.0367598712942593,0,-0.0355598652269965,0.0187327650607323,0,0,0,0,0,0,0,0.048246328834311,0,0,0,0,0,0,0.083185214313828,0,0,0.0128162346688266,0,0.0912430307783181,0,0,0,0,0,0.268636039917464,0,-0.0111139761062247,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0623339983676781,0,0,0,0,0,0,0,0,0,0.0692564128938611,0,0,0.0247401838608385,0,0,0.0484162570608882,0.0577866031651277,0,0,-0.035765710816039,0,0,0,0,0,0,0,0,-0.0104464547523009,0,0,0,0,0,0.0631108610134507,-0.0165371723370477,0,-0.0478017082059895,0.133361749389373,0.0253572476899161,0,0,0,0,0,0,0.00165162478135195,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444564353231757,-0.275387809111077,0,0,0,0,0.171921809344187,0.0400270287477377,0.204588744596571,0,0,0,0,0,0,0.299939992317364,0.0256661216055543,0,0,0,0,0,0.12871043460811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157174439783454,-0.118396742627956,0,0,0,0,0,0
X600309.SH,0,0,0,-0.200523225164388,0,0.0848753973944249,0,0,0,0,0,0,0,0,0.167083860046501,0.112038584693162,0,0.168890301363976,0,0.233521560630745,0,0.107265516909456,0,0,-0.0793247989125539,0,0,0,0,0,0,0,0,-0.0673730843304376,0,0,0.111266104221945,0.133765812890848,0,-1.73472347597681e-18,0,0,0,0,0,-0.0211471756314355,0.193227005684126,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0.0335211024136921,0,0,0.147826921498394,0,0,0,0.0807183719142905,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0531103625682256,0,0.256807192209384,0,0.064115266351177,0,0.152121990366496,0,0,0,0,0,0,0,0,-0.0887174737622814,0,0,-0.00441609693576467,0,0,0,0,0,0,0,0,0,0,0,0.202127482365918,0,1.0842021724855e-19,0.00828928195754794,0,0,0,0,0,0
X300072.SZ,0,0,0.13601546084367,0,-0.828563662540246,0,0,0,0,0,0,0.478998826380799,0.632872785888998,0,0,0.0611474317732892,-0.155959936127691,0,0,0,0,0,0,0,0.0612544508132911,0,0,0,-0.0847671851524828,-0.0825021564417118,0.237240488883765,0,0,-0.258388364154357,0,0,0,0,0,0,-0.2852228719213,0,-0.0893271624491283,0.0511305930738981,0,0,0,0,0,0,0.138824844433237,0.0092805465308054,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.116661333446233,0,0,0,0,0,0,0,0.0141834563040056,0.0492410556580422,0,0,0,0,0,0.00515339276203549,0,0,0,0,0,0,-0.274090595660819,0,0.130870735824403,-0.0230628712275912,0,0,0,0,0,0.143171129065893,0.16558631884021,0,0,-0.183158563024389,0,0,0.0599034342412604,0,0,0,0.175791096708521,0,0,0.0417330374857569,0.0028372945194844,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.173539791945871,0,0,0,0,0,0,0,-0.101084657967264,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262304335030166,0.350113025248274,0,-0.031819677289468,0,0,0.0469555952638453,0,0,0,0.213093603469193,0,-0.718466419741448,0,0,0,0,0,0.0353310092217134,0,-0.0664634046928619,0.102028917448726,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.206585624241559,0,0,-0.0488029300069366,0,0,0,0.00274810613128679,0,0,0,0,-0.109915258906953,0,0,0,0,0.120169890502508,0,0,0,0,0,0,-0.0973499586207861,0,0.033509815727458,0,0,0.0360727601188873,0,0,0,0,0,0.0426508316607001,0.11534411210287,0,0,0,0,0,0,0,0,0,0.0065761035144631,-0.0136957520450531,0,0,0,0,0,0
