,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X601600.SH,X600010.SH,X600362.SH,X600489.SH,X600176.SH,X600352.SH,X601991.SH,X600111.SH,X600426.SH,X600188.SH,X600795.SH,X600027.SH,X600299.SH,X600688.SH,X601992.SH,X002080.SZ,X002466.SZ,X002353.SZ,X600219.SH,X600529.SH,X000932.SZ,X600486.SH,X600315.SH,X000301.SZ,X600612.SH,X000959.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X002409.SZ,X601158.SH,X000883.SZ,X000898.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0526289310236951,0,0,0,0,0.117139640213528,0,0,0,0,0,0,0,0,0.0139690021081894,0,0,0,0,0,0,0,0.136026907231566,0,-0.0200074397560891,0,0,0.00351205886182166,0,0,0,0.0507706215455049,0,0,0,0,0,0,0,0,-0.000444370828982175,-0.0072915918216174,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0598284584480035,0,0,0,0,0,0,0,0,0.0283519962054089,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0020644955454762,0,0.132921561619178,0,-0.00140492793306024,0,0,0,0,0,0.0378002357565006,-3.46944695195361e-18,0,0,0,0,0,0.082403281296561,0,-0.00212076155551789,0.000905419617164029,0.00682889591032835,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159687397177136,0,0,0,0,0.0126959760161085,0,0.0705408322590707,0,0,0.01496546674829,0,0.122066535214922,0,0,0,0,0,0,0.0266533460267006,0,0.149083306714052,0,0,0,0,0,0.0689869336238321,0,0,0.024340177520492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0395754415584844,0,0,0,0,0.142933330555572,0,0,0,0,0,0.0473471843423974,0,0,0,0.036158849938826,0,0,0,0,0.104025955109818,0,0,0,0,0,0,-0.0251766458612042,0,0,-0.0205022998588468,0,0,0,0,0,0,0,0,0,0,0,0,0.0682890894117513,0,0,0,0.0108259546337754,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.14576179415417,0,0.0867612688699604,0.0856902863866454,0,0,0,0,0,0,0,0,0.019981640285447,0,0,0,0,0.120543832464801,0,0,0,0,0,0,0,-0.0166345455525007,0.050781568308562,0.176880210372537,0,0,0,0,0,0,0,0,0,0,0.0279225537033649,0,0,0,0,0,0.0103139477506638,-0.0200522803622315,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657505213054475,0,0.103400940112834,0,0,0,0,0,0,0.0472867438343591,0,0,0,-0.00717531397240805,-0.00820646662836056,0,0.0153739428313126,0,0,0,0,0,0.0515674872903719,0,0,0,0,0,0,0,0,-0.0642539067896591,0.014362753666756,-0.0198033849315586,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0563977705793816,0,0,0,0,0,0,0.0818659384929136,0,0,0,0.0305017888967612,0,0,0,0,-1.38777878078145e-17,0,8.67361737988404e-19,0,0,0,0,-0.0544764321913625,0.0430554673656943,0,0,0.133965595821273,0,0,0.00411257470527808,0,0,0.0815899537393014,0,0,0.0883385083765729,0,0,0.0153325525625447,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0421891557035083,0,0,0,-0.0168915841173255,0,0.0291249411026862,0,0,0.239210857216757,0,0,0,0,0,0,0,0.0431215556884761,0.223798332539529,0,0,0,0,0,0,0,0,0.0166622833555435,0,0,0,0,0.125206506939245,0.103032224577823,0,0,0,0,0,0,0.00938120475481497,0,0,0,0.181089431308772,0,0.00339411950372674,-0.0241142615983575,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.173699654338954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238266282744606,0,0.161237911624999,0,0.0128170672206328,0,0.248392822185323,0,0,0,0,0,0,0,0.0415606577831374,0,0,0,0,0,0,0,0,0.164122405845115,0,0,0,0,0,0,0,0,0.0199428699168813,-0.00799776506649829,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0771301216315719,0,0,0,0,0,0.0084604297846846,0,0,0,0,0,0,0,0,0,0,0,0,0.760315500968117,0,0,0,0,0.0631468560285113,-0.00799717500810764,0,0,0,0,0,-0.212543129357527,0,0,0,0,0,0,0,0,0,0,0,0.061216454299775,0,0,0,0,0.102320610061721,0,0
