,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600299.SH,X600362.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X000792.SZ,X600309.SH,X600623.SH,X000630.SZ,X000709.SZ,X600021.SH,X600352.SH,X600660.SH,X000883.SZ,X002466.SZ,X000898.SZ,X600098.SH,X002470.SZ,X600160.SH,X601918.SH,X600489.SH,X600863.SH,X600547.SH,X600808.SH,X600307.SH,X000060.SZ,X600578.SH,X000629.SZ,X300072.SZ,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.277546756608923,0,0,0,0,0,0.119778701239996,0,0,0.0289223248320701,0,0,0,0,0,0.0471670017435362,0,0,0,0,0,0.0320786969104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414432117208345,0.00887170099635611,0,0,0,0,0,0,0,0,0,0,0,-0.0192262868188289,0,0,0.117190840296579,0,0,0,0
X600028.SH,0,0,0.0942223305031271,0,0,0,0,0,0,0,0,0,0,0,0,0.10175056923034,0,0,0,0,0,0,0.221462059795929,0,0,0,0,0,0,0,0,0,0,0.0364021784592886,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0564947199190748,0,0,0.138783266738663,0,0,0,-0.0310791669975823,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.191690090464115,0,0.00670680457968088,0,0,0,0,0,0.304852109128682,0.0184133087434493,0,0,0,0,0,0,0,0,0,0.195591337412213,0,0,0,0,0,0,0,0,0,0,0.0774747996998589,0,0,0,-0.0341013774119937,0,0,0,0,0,0,0,0,0,0,0,0,-0.017501258009048,0,0,0,0,0,0,0
X600011.SH,0,0,0.058502662155415,0,0.0213920356627632,0,0,0,0,0,0,0.474439514030672,0.12468407308427,0,0,0,-0.0472707483910097,0,0,0,0,0.0523057540088877,0,0,0.0318355122692221,0,0,-0.0113616684902832,0,0,0,0,0.0634669387404304,0,0.106983648602267,0,0.118188818140305,0,-0.0741882611145564,0,0,0,0,0,-0.0279939651891249,0,0,0,0,0,-0.00595121919796396,0.000131782426167621,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0165392428552913,0,0,0,0.194003945914074,0,0,0,0.233390851952956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102533984923511,0.0842426687100315,0.222744106991523,0,0,0,0,0,0,0,0,0.0106810248099766,0,0,0,0,0.123712826244087,0,0,0.0090100734438137,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.155572374626604,0,0.212410355239821,0.00361663470232215,0,0,0,0,0,0.00217825150767021,0,0,0,0.156225883706974,0,0,0,0,0,0,0,0,0,0,0.057102759519098,0,0,0,0,0,0,0.0928710514663003,0,0,0.0778277279764009,0,0,0,0,0.0325492277666289,0,-0.0204534991495477,0,0,0,0,0,0,0
X600585.SH,0,0,0.0058577370191098,0,0,0,0,0,0,0,0,0,0,0,0.0562118395699288,0,0,0.034328887938237,0,0.0364247389699949,0,0,0.17459849323713,0,0,0,0,0,0,0,0,0,0,0.0302179708304418,0,0,0,0,0,0,0,0,0,0,0.0609120112159194,0,0,0,0,0,-0.0482596317648143,0,0,0,0,0,0,0
X601898.SH,0.0628036238638457,0,0,0,0,0,0,0,0,0.0267939470068277,0,0,0,0,0,0.189670981670969,0,0,0,0.0833645629366939,0.101357397383375,0,0,0,0,0,0,0,0,0.150024627844122,0,0,0,0.068972996564685,0,0,0,0.04851312120814,0.236400304737402,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0189334489508523,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0164384741101077,0.358720409790933,0,0.0444108362743727,0,0.0299985627074146,0,0,0,0,0,0,0.178874235695411,0.00452790257225278,0,0,0,0,0,0,0,0,0.0459957852883913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608222866847249,0,-0.0357122260910277,0.00752194378194424,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230272791795384,0.0186794278222631,0,0,0.0931376493673503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826474134633327,0.139641041687269,0,0,0,0.113238086941409,0,0,0.170531501144032,0,0,0,-0.0212473195702355,0.00956350310592266,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378403177569928,0,0.00262750301863939,0.294885277296126,0.0367607580901131,6.93889390390723e-18,0,0,0.255487805672719,0,0,0,0,0.0285671287463059,0,0,0,0,0.145244105187218,0.103768970448891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00183183615373778,0,0,0,0,0,0,0
X601991.SH,0,0,0.151261170936609,0.0117188712611675,0,0,0,0,0,0,0.135027679966821,0,0.0523051256337067,0,0,0,0,0,0,0,0,0,0,0,0.141713005545897,0,0,0,0,0,0,0,0.245924412665111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214720444022258,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.200224370134719,0,0,0,0,0,0,0.22332921654985,0,0,0,0,0,0,0,0,0,0.00836955290877583,0.0946726502484481,0,0,0,0,0,0,0,0,0,0,0,0.0293754665239737,0.00712465099659706,0,0,-0.0484572124775402,0,0,0.256216474951717,0,0,0,0,0,0,0,0,0,-0.021593677185186,0.0145855716599719,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0315560992075854,0,0,0,0,0,0,0,0,0,0,0.0351108062706251,0,0,0,0,0,0,0.116112191757507,0.780789272935524,0,0,-0.0547683144997105,0,0,0,0,0,0,0,0,-0.0815504753986518,0,0,0,0,0,0,0,0,0,-0.706961991793544,0.0759693162235676,0,0,-0.169849599793418,-0.28055611973703,-0.294723656935469,0,0,0,0
X600111.SH,0,0,0,0,0.211326654524891,0,0,0,0,0,0,0,0,0,0,0.100595497148745,0.0530976348716706,0.0157299277593752,0,0.0588097235607896,0,0,0,0,0,0,0,-0.0370463404734341,0,0,0,0,0,0,0,0,0,-0.00290776882679895,0.132729280695793,0,0,0,0,0,0.261896926883557,0,0,0,0,0,0.00125868452422414,0.0136096374076413,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.339269271077117,0,0,0,0,0,0,0.0721923876885918,0,0,0.0157396214021576,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0295104911863546,0,0,0,0.0775641318072259,0,0,0,0.0422786942400108,0.0372240788591599,0,0,0,0,0.236698108487593,0,0.107280918318484,0,0,0,0,-0.00124592709833307,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0700129572163762,0,0,0,0,0,0,0,0,0,0,0.129853685409273,0,0.0203676698216207,0,0,0,0.186996327902013,0,0,0,0,0,0,0,0,0,0,0.145595582606871,0.00839528548438532,0.0448453357302678,0,0,0,0.000481714466172423,0,0,0,0,0.185001050914612,0,-0.0226569066525043,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0841475146324786,0.0176688000842604,0,0,0,0.194702034639157,0,0,0,0.0503036596786116,0.114568251911166,0,0,0,0,0.148066465077581,0,0,0,0,0,0,0,0,0,0,0,0.0112685488991504,0,0,0,0,0.0515492111836997,0,0,0.179911651706394,0,0,0,0,0,0,0.0547838665535302,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.152449404135671,0,0,0,0,0,0.0753014598344282,0,0,0,0,0,0,0,0,0,0.0871462773590059,0.0607252293995598,0,0.123898969123564,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0587600993768609,0,0.122919213043092,0.113578643165531,0,0,0,0,0,0,0,0,0.0148490721373805,0,0,0.0333252240543894,0,0,-0.00962181628805381,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.164058520840544,0,0,0,0,0.0155999132379339,0.114171914752682,0,0,0,0.214963649522023,0,0,0,-0.102849928420634,0,0,0,0,0,0,0,0,0.0118263722221511,0,0,0,0,0.0818331676160717,0,0,0,0,0,0,0.4016870860563,0,0,-0.152570509104617,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.180288143782695,0,0,0,0,0,0,0,0,0,0,0,0.0274684667498733,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.290399592602971,0,0,0.0935099378160205,0,0,0,0,0.127567440607202,0,0,0,0,0,0,0,0.145281000043328,0,0,0,0,0,0.0105749598178349,0.0589198964884568,0,0,0,0,0
X601992.SH,0,0,0,0.154062771315948,0.023145960654576,0,0,0,0,0,0,0.138869004296554,0,0,0,0,0,0,0,0,0.135220165667925,0,0,0,0,0,0,0,0,0,0,0,0,0.0190194653095287,0.00342720044367727,0,0.0903247502194793,0,0,0,0,0,0,0,0.123148839498817,0,0,0.304964813310444,0,0,-0.0399675214977757,0,0,0,0,0,0,0
X600583.SH,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.170014373143732,0,0,0,0,0.00530159005557207,0,0,0,0,0,0.10994166379303,0,0.12184957730005,0,0,0.148507002854271,0,0,0,0,0,0,0.0744993003488112,0,0,0,0.0394950152878987,0,0,0,0,0,0,0.0407296580375402,0,0,0,0.0580436286423082,0,-0.00730895872119038,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.211842300976957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130724726432171,0,0,0,0,0,0,0,0.0587019825721787,0,0,0,0,0,0,0,0,0.0293533044233721,0.132061952324488,0,0.0952161880945592,0,0,0,0.208093957570452,0,0,0,0,0,-0.00653168006889464,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0641896535271222,0,0,0,0,0,0.0796521184684156,0,0,0,0.105094413486058,0,0.0103581028435463,0,0,0.180987797089415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130297290440497,0,0,0.113619694464844,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00313875772571848,0,0,-0.0352607863061934,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0340272640155628,0,0,0.0570093335367877,0,0,0,0,0,0.128061559422905,0.0180985139975715,0,0.0676566120166396,0.142183011024125,0,0,0.0112392540106253,0,0.266008160288412,0,0,0,0,8.53402002751925e-05,0,0,0,0,0.0549390573105374,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0695688786220173,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.00544615552640289,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500291417961406,0,0,0,0,0,0,0,0,0,0,0,0,0.173984477175856,0,0.0276020382989432,0,0.128226530931097,0,0,0,0,0,-1.38777878078145e-17,0.276188870818432,0,0.234690612464295,0.042252441263286,0.167091060388481,0,-0.0176896244642005,0.0517159062837097,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027424818226848,0.0636383831355516,0,0,-0.00123987659307185,0,0.104127382410747,0,-0.0772829206905952,0,0,0,0,-0.15457892249297,0,-0.156016052803118,0,-0.00612798757552897,0,0,0,0,0,0,0,0,0,0,0.212368911551183,0,0.0317341625769771,0.0918737276605426,0,0,0,0,0,0
