,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X002466.SZ,X300072.SZ,X600188.SH,X601992.SH,X601991.SH,X600547.SH,X600362.SH,X600886.SH,X002460.SZ,X600111.SH,X600516.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600027.SH,X600176.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600352.SH,X600339.SH,X600219.SH,X600489.SH,X002271.SZ,X000959.SZ,X000723.SZ,X600808.SH,X601158.SH,X600299.SH,X000883.SZ,X002470.SZ,X000630.SZ,X000983.SZ,X000825.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.19941629020287,0,0,0,0,0,0,0,0,0,0,0,0,0.0545905755396983,0,0,0,-0.0461702934981471,0,0,0.00585236576723613,0,0,0,0,0,0,0,0,0,0.0690600462357849,-0.0308511799883908,0.025841651390958,0,0,0,0,0,0.081668970422167,-0.0486683642884503,0,0,0,0,0,0,0,0,0,0.0169596085100137,8.67361737988404e-19,0,0,0,0,0,0
X600028.SH,0.31035760837504,0,0,0,0.129490818951242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677335412843413,0.0109684960562589,0.0413267444337943,0,0,0,0,-0.0686567047188127,0,0.0252148079364687,-0.00240512221577632,0,0,0,0,0.00458017176304875,0.00540472163861979,0,0,0,0,0,0,0,0,0,0,0,0,0.00634119532287558,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0411481818116039,0,0,0,0,0,0,0.698025974086123,0,0,0,0,0,0,0,0,-0.0150970694397784,0.113008535904464,0,0,0,0,0,0,-0.006133821287574,0,-0.0677366940737533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858739953739017,0.118919106977281,0,0,-0.00108646039799708,0,0,0,0,0,0
X600019.SH,0,0,0.00408460647672847,0,0,0,0,0,0,0,0,0,0,-0.0277259514210989,0,0,0,0,0,0,0,0,0.0451356783122763,0.0111334690862412,0.144058762670393,0,0,0,0,0,0,0,-0.0944322609865275,0,0,0,0,0,0,0,0.0150365673925704,0,-0.0309808714596718,0,0,0,0.269411781922237,0.0373003648622971,0,0,0,-0.0220939128856328,0,0,0,0,0,0
X600585.SH,0,0,0.0915927155180083,0,0,0.111047451102647,0,0,0,0,0,0,0,0,0.0517404288824248,0,0.0210517607676061,0,0,0,0,0.0701996616382726,0,0.10459796629028,0,0.0609629522778523,0,0,0,0,0,-0.0786446604106573,0,-0.140358997638356,0,0,0,0,0,-0.225303184209275,0.231612378695934,0,0,0,0,0,0.100066527700453,-0.307295334168265,0,0,0,0.0208272832397607,3.46944695195361e-18,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126705084777602,0,0,0,0,0,0,0,0.111115091836914,0,0,0,0.00363166475078393,0,0,0,-4.33680868994202e-19,0,0,-0.0127350505218023,0,-0.0312516470633775,0.165690859003274,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0679539153282956,0,0,-0.0840593510869788,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0926843444295069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794791984680547,0,0,0.0141684465771292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26012622791135,0,0,0,0,0,0.0960559117889327,0.00744405059599926,0,0,-0.00381681045909142,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0871709113568066,0.213987022324961,0,0,0,0,0,0,-0.19315681776941,-0.0439517922062033,0,0,0,0,0,0,0,0.0356325275803788,0.146757732720851,0,-0.219071445196038,0,0,0,0.252192722225024,0,0,0.0247613518657738,0.251557500484163,0,0,0,-0.324124075036516,0,0,0,0,0,0,0,0,0,0,0.166879145847854,0,8.67361737988404e-19,0.0238563067852147,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.018898812765701,0,0,0,0,0,0,0,0.0754204508597764,0.0436689047966037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100180243536604,0.0327196791371811,0,0,0.0631203244326785,0,0,0,0.0242686442788797,0,0,0,0,0.00740439156847584,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0301839268688758,0,0,0.308522107421942,0,0,0,0,0,0,0,0,0.021086165673405,0,0,0,0,0,0,0.00380024941955554,0,0,0,0,0,0,0,0,0.0630992704493203,0,0,0,0,0,0.180130084042771,0,0.0259952508344482,0,0,-0.00172930818821748,0,0,0,0,0,0
