,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X002466.SZ,X601992.SH,X600111.SH,X601991.SH,X600660.SH,X600547.SH,X300072.SZ,X600886.SH,X600516.SH,X000709.SZ,X002460.SZ,X600027.SH,X600157.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X600352.SH,X601158.SH,X002092.SZ,X600808.SH,X000630.SZ,X000883.SZ,X002271.SZ,X600219.SH,X000792.SZ,X000983.SZ,X600176.SH,X000723.SZ,X600299.SH,X600549.SH,X600578.SH,X000408.SZ,X000539.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0522514203622563,0,0,0,0,0,0,0,0.0869721300868316,0,0,0,-0.0254617316391302,0,-0.000658218735178729,0,0.0675119130695236,0.0508523860038304,-0.0221784390075755,0.0195685953367333,0,0,0,0,0.0577971953062449,0,0,-0.0208472496070764,0,0,0,0,-0.0584714168679899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104362747609348,-0.0195882873152214,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.273875769866375,0,0,0.024008063100644,0,0,0,0,0,0.0122411958850933,0,-0.109976738807644,0,0,0,-0.0919117415940075,0,0,-0.00169644673432867,0,0,-0.068496596253385,0,0,-0.0189682327667394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870609793691467,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203704445183607,0,0,0.00652075620876424,0,0.0158391178514679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01770103034146,0,0,0,0,0,0,0,0,0,-0.00732512551611224,-0.0170144019053576,0,0,0,0.0352219169736669,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.273565272113902,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156767737237218,0,0,0,0,0,0,0,0,0,0,0,0.329895452076957,0,0,0,0,0,0,0,0,0,0.000414602627782839,0,0,0,0,0,-0.0133085819623298,0.0160740211548248,0,0,0,0,0,0
X600585.SH,0,0,0,0.188595337122494,0,0,0,0.364552839433254,0,0,0,0,0,0,0,0,0,-0.0717530729327781,0.178650219245466,0,0,0.152495169749487,-0.0149500998459099,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.120822817061341,0,0,0,0,0,0.0119220621347656,0,0,0,0,0,0.0902335955281947,-0.155006499329036,0,0,0.0133396702977478,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.140117406507823,0,0,0,0.0349268738098906,0,0.0721244395779337,0.11447143650723,-0.0167228484373172,0,0,0,0,0,0.127348235575648,0,0,0,0,0,0,0,0,0,0.00402545514950746,0.00463765147526115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00293139435103662,0.00212084689968987,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.232498506133037,0,0,0,0,0,0,0,0.0198206047693945,0,0,0,0,0.414349798853184,0,0.0555506917471361,-0.0358634278211578,0,0,0.0456190309742348,0.00663920289541704,0,0,0,0.116431331081029,0,0,0,0,0,-0.0891009211004839,0,0,0,0,0,0,0.104190670634479,0,0,0,0.117487699531896,-0.0983013514023076,0.0959286980140888,0,0,0.02749512056717,-0.0525268156647404,0,0,0,0,0,0
X600309.SH,0,0.337306923587697,0,0,0,0,0,0,0,0,0,0,0,0.207140147138377,0.112635242631411,0,-0.013418078780396,0,0.131023102172121,0,0.13889218178835,0,0.111316625406146,0,0,0,0,0,0.00479799818946074,-0.0787822250898867,-0.0435737883550049,0,0,0.105984174296797,0,0,0,0.0658691814651743,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126938356193234,-0.0208754113816166,0,0,0,0,0,0
X601898.SH,0,0,0,0.0296440978242113,0,0,0,0,0,0,0,0,0,0.0866981427844161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403182623014101,0,0,0,0,0,0,0.08737156546922,0,0,0,0,0,0.0900790035489915,0,0,0,0,0.107656751506286,0,0,0,0,0.00179218968975368,-0.000591789148245807,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.178931741762889,0,0.0359196938507933,0,0,0,0,0,0,0,0,0,0,0.128776129672714,0,-0.0840958472170727,0,0.057835823301186,0.0488581000734345,0,0.296406748086567,0,0,0,0,0,0,0,0.0343416725200766,0.176034215265448,0,0,0,0,0,0.158127199253793,0,0,0,0,0,0,0,0,0,-0.0252387584426594,0.021269067361352,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0681253337220715,0,0,0,0,0,0,0,0,-0.0340801739021933,0,0,0,0,0,-0.0625063843072939,0,0,-0.0424769046231262,0,-0.0395263296240509,0,0,0,0,0,0,0,0,0,0,0,0,0.0771899931392972,0,0,0,0.0321803586273442,0,0,0,0,0,0,0,0,-0.00963093956762149,-0.0376383181125768,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802164505439242,0,0,0.00031002668917962,0.0477051953945662,0,0.0957428421984568,0,0,0,0.0419156036390198,-0.0831604265435222,0,0,0,0,0,0,0,0,0,0.0156745937171787,0,0,0,0,0,0,0.0980341516603673,0,-0.0255322297302111,-0.00621890663078065,-0.00861868583571515,-0.0528170056008175,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.331495368274874,0,0,0,0,0.142890358680895,0,0,0.0466706226862939,0,0.0483262055838052,0,0.00155278949527516,0,0,0,0.0261339874401108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118586497779055,0,0,0,0,0,0,0,0.108934442238037,0,-0.012488915677766,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.101922620745375,0,0.0577779820115038,0,0,0,0,0,0.115553637122489,0,0,0,0,0,0,0,0.258853525148968,0,0,0,0,-0.22724696097271,0,0,0,0,0.0694176513483766,0.0921451373849129,0,0,0,0,0,0.463551902512414,0,0,0,0,0,0,0,0,0,-0.0220459070678504,-6.79066787117391e-05,0,0,0,0.104925552082658,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55648734758752,0,0,0,-0.0607476182851989,0,0.122548471548569,0,0,-0.0307913820751846,0,0,0,0,0,0.119265552806663,0.168576040068498,0,0,0,0,-0.123415842354009,-0.170747400930096,0,0,0.175101481661867,-0.00819690667794381,-0.0184457805081086,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673331999062181,0,0,-0.184631079713338,0,0,0,0,0,-0.0543999761600565,0.524224981819225,-0.0133505378672856,0,0,0,0,0.199248232195039,0.468321833765396,0,0,0,0,0,0,0,0,0,0,0.155808010199827,0,0,-0.0438619391906117,0.141722286619609,0,0,0,0.125960702914067,-0.0281862018451958,-0.0116201888325029,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.425307358534154,0,0,0,0,0,0,0,0,0,0.0443651525737866,0,0,0,0,0.154049084089843,0,0.105425161689427,0,0.0440147480847493,0,0,0.0158339512062619,0,0,0.114417164541738,0,0,-0.0219983820100057,0,0,0,0,0,0,0,0,0,0,0.257978170981366,0,0,0,0,0,-0.0104695014383893,0.0332849739815777,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530059619976862,0.00911981360159683,0,0,0,0.0845677379472074,0,0,0,0,-0.0580251059433516,0.129372563783669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653792024447011,-6.28794914866979e-06,0,0.05660331535015,0.11551783956108,0,0,0.0174908976000396,-2.16840434497101e-19,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0977861489457363,0,0,0,0,0,0,0,0,0,0.00400882104998746,0,-0.100368772080385,0,0,0,0.0263224576117916,0,0.0268083421034227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181680984896345,0,0,0.0364773695287081,0.0299759615086105,0,0,0,0,0.157066797225021,0,0,0,0.0166760679426959,-0.0345777755796429,0,0,0,-0.208352181768757,0,0
X600547.SH,0,0,0,0,0,0,0.349427279782841,0,0,0,0,0.56807492109624,0,0,0.0436475705476526,0,0,0,0,0,0.0955265404212644,0,0,-1.73472347597681e-18,0.0414724353857212,0,0,0,0,0,0,0,0,0,-0.0367024187107404,0,0,0,0,0,0,0,0,0,0,0,-0.155145948834511,0,0,-0.0116203113345465,-0.064548794842103,0.133052089462971,0,0,0,1.4536244335418,0,0
X300072.SZ,0,0,0,0,0,0,0,0.107221400956602,0,0,0,0,0,0,0,0,0.536657566559924,0.41764006933662,0.473704618571016,-0.328465882681977,0,0,0,0,0,0,0,0,0.0646881302666396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0774646794314002,0,0,0,-0.0891600477317836,0.280110701311354,0,0,0,0.0791137987155935,0,0
X600886.SH,0,0,0,0,0.0385276528381149,0,0,0,0,0,0,0,0,0,0,-0.0037180360351682,0,0,0.0937258834206743,0,0.056880468738936,0,-0.0174699167978222,-0.0585203210646861,-0.0262875195113776,0.205951820059318,0,0,0,0,0,0,0,-0.0185410290533358,0,0,0,0.139984524849008,0,0,0,0,0,0,0,0,-0.0671589684798529,0,0.0179937074769742,0,0.00443856192916538,-0.0147367139413049,-0.0586915200417758,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.082028884096312,0,0,0,0,0,0,0,0,-0.0732125967884551,0,0.237253962735007,-0.118501837527983,0,0,0,0,0.118118006907682,0,-0.0732900865876539,0.31388444511575,0,0,0,0,0,-0.0105866987129005,0,0,0,-0.143155669171865,0,0.72119562447245,0,0,-0.111111014915867,0,0,0,0,0,0,0,0.0241658617857743,0.0421925944588505,-0.0553954232178326,0,0,0.167872263441172,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148242690528236,0,0.503093037945383,0,0,0,0,-0.000216486115455022,0,0,0,0,0,0,0,0,0.267018797950474,0,0,0,0,0.0671211372121182,0,0,0,0,0,0.0407687648630108,0,0,0,0,0,-0.0602893145659165,0,0,-0.122321648952876,0.0139723254620798,-0.0382559914804497,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0868355003059499,0,0,0,0,0,0,0.925290192205502,-0.126119688825393,0,0,-0.203581200341371,0.121584606733381,0.0915656627291756,0,0.0832920578221407,0,0,0,0,-0.0714290395861009,0.190382856739819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179043603937084,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.10340210991993,0,0,0.198805811435399,0,0,0,0,0,0,0,0,0,0,-0.0425905252723513,0,-0.0205807402861469,0.100342101661468,-0.180505647482884,0,0,0,0,0.202566389504458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178127974445162,0,0,0,0,0,-0.0210221888769892,-0.0180344930481456,0,0,0,0,0,0
