,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X002271.SZ,X600547.SH,X600886.SH,X601600.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X600995.SH,X000786.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X600378.SH,X000933.SZ,X600348.SH,X600141.SH,X600157.SH,X600688.SH,X000831.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.586290249158714,0,0,0,0,0,0.0139712879006756,0,0.338380390607686,0,0,0,0,0,0,0,0,0,0.0314959783073242,0,0,0,0,0,0,0,0.0155488664828618,0.0092372929705344,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0128360654720053,-0.0263568114976509,-0.00628394311062761,0,0,0,0,0,0
X601088.SH,0.0574710856495297,0,0,0,0.417794990063828,0,0,0,0,0,0,0.00519476629681166,0,0,-0.0559803737430037,0,0,0,0,0,0,0,0,0,0,0.096948818766863,0,0,0.115275174868486,0,0,0,0,0,0,0.049028097793094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276810525446457,0.0101030766351716,0,0,0,0,0,0
X600028.SH,0.569347018833422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273178220839371,0,0,0,0,0,0.0460109943910938,0,0,0,0,0.0543835503590151,0.0316587948724109,0,-0.0877633798376575,0,0,0,0,-0.0107279379655439,0,0.00581821738968066,0,0,0,0,0,0,0,0,0,0.0504229862300223,0,0,-0.00178050506258523,-0.011201862891458,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226509007471373,-0.0152630297564887,0,0,0,0,0,0,0,0.229150013814066,0,0,0,0,0,0,-0.0970270841578432,0,0.257003252104982,-0.216227768104855,-0.0904028749305947,0,0,0,0,0.0485852422370809,0,0,0,0,-0.0283190889800718,0,0,0,0.0472574709908839,0,0,0.010676819223834,-0.0476634611117173,0,0,0,0,0,0
X600188.SH,0,0.671458657264165,0,0,0,0,0,0,0,0,0.0669131453446535,0,0,0,0.108586003288716,0,0,-0.097326427388569,0,0,0,0,0.0316796033495949,0,0,0,0,0,0,0,0.0637099662830267,0,-0.00574726880632949,0,0.0406093054915045,-0.0547592872073591,0,0,0,0,0,0,0,0.261223908398405,0,-0.0326808609213383,0,0,0,0,0,0.00238282240408734,0.0626750549999013,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.00316165818988717,0,0,0,0,0,0,0,0,0.167102646447924,0,0,0,0,0.434555849149501,0,0,0,0,0,0,0,0.121415145893148,0.0319647654290204,0,0.174192662069782,-0.000575127516711187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176671925081961,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.456764411729641,0.126969328202262,0,0,0,0.00247520223494112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00569303424658602,0,0,0,0,0,0.0447185124942129,0,0.074296514434159,0,0,0,0,0.0768548652667616,0,0.0109312286796065,0,0,0,0,0,0,0,0,0.00523211401632401,0.0336887156663522,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.53411351330609,0,0,-0.0645237901262214,0,0,0,0,0,0,0,0.121851394100114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155550517438873,0,0,0,0,0,0,0,0.135149753562019,0,0,-0.0177404758368871,0.0476820100885493,0,-0.109551302890212,-0.0257039368800373,-0.0515739311605548,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.508895022165038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606588907826871,0,0.00909646762007862,0,0,0.0794486973190231,0,0,0,0,0,0,0.0620134842710793,0,0,0,0,0,0.0580063669295455,0,0,0,0,0,-0.027601501548178,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.118183865383828,0,-0.0871694208909937,0,0,0,0.0773255048587375,0,0,0,0,0,0,0,0,0.335483142818504,0,0,0.11139328152069,0,0.0944488658023994,0.0119226869523702,0,0,0,0,-0.103004164874295,0,-0.051289517749506,-0.00756492579018703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969824080080679,0,0,0,0,0,0,0,0,0
