,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X000709.SZ,X600299.SH,X000898.SZ,X000792.SZ,X600660.SH,X601158.SH,X600309.SH,X000539.SZ,X000883.SZ,X002466.SZ,X600583.SH,X600352.SH,X000027.SZ,X600623.SH,X000630.SZ,X600160.SH,X600578.SH,X002470.SZ,X000629.SZ,X600489.SH,X600547.SH,X600022.SH,X600098.SH,X000959.SZ,X600176.SH,X600021.SH,X600808.SH,X000825.SZ,X000060.SZ,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.198114685767095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120831110862573,0.0105349972259901,0,0,0,0.0955792014444196,0,0,0,0,0,0,0,0,0,0,0.0745154676758907,0.0312290946462376,0,0,0,0,0,0,0,0,0,0,0.123230241159759,0.0728949387386816,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.280557602179304,0,0,0,0,0,0.148485211251791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197650523038333,0,0,0,0,0,0,0.158781916847307,0,0,0,0,0,0,0,0.0384259808422998,0,0,0,0,0.0127343987977187,0,0,2.16840434497101e-19,0,0.0223864238454162,0,0,0,0.00392156351333172,0.0200258931271111,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217863317691536,0,0,0,0,0,0,0.0326996465334933,0,0,0,0,0,0,0,0,0,0,0,0.0291480527388079,0,0,0.0924732731304731,0,0,0,0.0502520642030752,0,0,0,0,0.1654416149551,0.101047965532184,0,0,0,-0.0456534012129335,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0963503948348279,0,0.0537381201807357,0,0,0,0,0,0,0,0,0,0,0.0493496702369272,0,0,0,0.00389164689863343,0,0,0,0.0793273096036226,0,0,0,0,0,0,0,0.0427390424550512,0,0,0.00116441240784805,0,0,0,0.0899998075171767,0,0,0,0.0948362415372451,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0912727621553107,0,0,0,0,0,0,0.0228800027557003,0.0973529897503951,0.314471176927697,0,0.0487236542155838,0,0,0,0,0,0,0,0,0,0.000816840482504574,0,0,0,0,0.0422619880875438,0,0,0,0.11787002455497,0,0,0,0,0.0212041662215258,0,0,0,0,0.119396617711127,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109147325815183,0,0,0,0.174664366357858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592354369408185,0,0,0.0631254406605545,0.467694069681574,0.0408578503288817,0,0,0,-0.00684214460276908,0,0,0,0,0,0
X600585.SH,0,0,0.121010259191887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197606875977363,0.0691713941956032,0.0677023034890675,0,0,0,0,0,0,0,0,0.0279725824462087,0,0,0,0,0.0315835210030034,0.0286938533602727,0,0,0.0666187587459577,0,0,0,0,0.0421143015568359,0,0,0.087910711586293,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532033352297978,0.0391562831467789,0,0,0.26327657639621,0,0,0,0.0493171814117382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120791047904701,0,0,0,0.0935448006725152,0,0,0,0,0.166504886589969,0.0610674044709704,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522091119753315,0.0794910726559288,0,0,0.175118460588983,0,0,0,0,0,0,0,0,0,0,0,0,0.00964307360593027,0,0,0.00265645079795612,0,0,0.0958919123432453,0,0,0,0,0,0,0,0,0.0838054933790054,0.161108001796577,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244790522689408,0,0,0,0.00913536682155499,0,0,0,0,0,0,0,0.0404704744273151,0.0159632487663985,0,0,0.0498666998534896,0,0.0386793172855491,0.0679860776428828,0,0,0,0.177600069461087,0.0212386391668408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0804860789500475,0,0.200574758235302,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.139311292371884,0,0,0,0.049938066800776,0,0,0,0.0377007118856542,0,0,0,0,0,0,0.0139925753679357,0.0271526890096616,0,0,0.082916588355556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
