,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X600623.SH,X600111.SH,X600886.SH,X600157.SH,X002466.SZ,X600299.SH,X600660.SH,X600547.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600583.SH,X600309.SH,X600489.SH,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X600021.SH,X002470.SZ,X000060.SZ,X000959.SZ,X000983.SZ,X600176.SH,X600098.SH,X600022.SH,X600578.SH,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.152598938808244,0,0,0,0.123389789095186,0,0,0.0648637148586583,-0.0166403656981981,0,0,0,0,0.054572135196453,0,0,0,0,0,0,0.0471882112554009,0.0794644063316647,0,0,0,0.0371733068186194,0,0,0,0,0.000324652487629607,0,0,0,0,0,0,0,0,0.0259401593182026,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0997285478249217,0.203755828767487,0,0,0,0,0.0298994388484615,0,0,0,0,0,0,0,0.0042804195954132,0,0,0,0.00322602750894617,0,0,0.0590854059848903,0,0,0,0,0,0,0,0,0.0120211626414758,0,0,0,0,0,0,0,0.026825246296126,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0428737086752718,0,0.438830791217731,0,0,0,0,0.046315035572911,0.016443059897927,0.0740563542877178,0.0789449743925176,0,0,0,0,0,0,0,0,0.0368896027111021,0,0,0,0,0,0,0,0,0,0.0522235658005357,0,0,0,0,0,0,0,0,0,0,0.0586988643842812,0,0,0.0109922030194921,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.275374965656849,0,0,0,0.0652792537885616,0.057678353773664,0,0,0,0,0,0,0,0.026078945270278,0,0,0,0,0.0276464140156891,0,0,0,0,0.0190700409753445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137681082887854,0,0,0,0,0,-0.00103619400344782,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344753798024367,0,0.0430217904595498,0,0,0,0,0,0,0,0.242133274264633,0,0,0,0,0,0.0150216533158654,0,0.0814897558660551,0.117768489157782,0,0,0.0763919198272655,0,0.140026491573091,0.0649577406756654,0,0.0537435682524968,0.0601413186903685,0,0,0,0,0,0.000378373306934863,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0674553650949652,0,0.0667811782035545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609677435219517,0,0,0,0,0,0,0,0,0.0383236250126517,0.0822167824458965,0,0,0.0497652130716606,0,0,0,0,0.0507332547834464,0,0,0,0,0,0,0
X600585.SH,0,0,0.0793879119238174,0,0,0.0342289695533478,0,0,0.0889568088428759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149367886313626,0,0,0,0,0,0,0.0612398106081104,0,0.0100570314851972,0,0,0,0,0,0,0.0641634470310515,0,0,0,0.130112968012584,0,0,0,0,-0.0489229273749149,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.105419862710801,0.149626858814401,0,0,0,0,0,0,0,0,0,0,0.133377304651741,0,0,0,0,0,0,0,0,0.0406136954851408,0,0,0,0,0,0,0,0.178706024212673,0,0.0238086814044643,0,0,0,0,0.0872503632590827,0.140564956346345,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0292914254975504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15987780309978,0,0.109702689553142,0,0,0,0.0384322589170601,0,0,0,0,0,0,0,0.204103373255487,0,0.10911600770761,0,0,0,0,0,0,0.0188866688318118,0.00321338586841493,0,0.111239222862199,0,0,0.100293952097316,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150987342159752,0,0,-0.0368510371116006,0,0,-6.93889390390723e-18,0,0,0,-0.0595613248677672,0,0,0,0,0,0,0,0,0,0,0.102109563188644,0,0,0,0,0.137754891948485,0,0.147906537214138,0,0,0.0402427406575057,0,0.295975978862404,0,0,0,0,-0.0362802455118996,0,0,0.0709103741698016,0,0,0,0
