,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X600886.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X000877.SZ,X002271.SZ,X600803.SH,X600362.SH,X600426.SH,X601991.SH,X600027.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X000408.SZ,X600219.SH,X300037.SZ,X000629.SZ,X000539.SZ,X600378.SH,X002080.SZ,X600985.SH,X600688.SH,X600612.SH,X600348.SH,X000932.SZ,X002409.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.55327547398387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104557462147039,0,0,0,0,0,0.0233582901623475,0,0.042844654854492,0,0.0745584906745398,0,0,0.0130449305609964,0,0,0,0,0,0.139400333941228,-0.0635594640201509,0.346857037014562,0,0,0,0,0
X600028.SH,0.682151275836455,0,0,0,-0.113389124004254,0,0,0.0391919630906744,0,-0.0906350186576279,0.0787115420659113,0,0.134381870400105,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.00276459446105019,0.00497563095462553,0,0,0,-0.0346009055312368,0,0,-0.0404806144982087,0,0,0,0,0,0,0,0,0,0,0,-0.0142134302067854,0,0,0,0,0,0.0103295173096692,-0.0180338828059622,0,0,0,0,0,0
X601088.SH,0.0900667671061293,0,0,0,-0.260172656742935,0,0,0,0,0,0.143804217648027,0,0,0,0.267066566927722,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0710262948405857,0,0,0,0,0,0,0,0,0,0.164081594471809,0,0,0,0.0319252912155659,-0.00408694269011875,0,0,0,-0.0526232307226679,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.116234772000732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619115196009802,0,0,0,0.233714272755903,0,0,0,0,0,0,0.150415621544567,0,0,0,-0.00344490766526884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396061745070078,0.0381200461548546,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.28343116118309,0,0,0,0,0,0,0,0,0,0,0,0,0.0457877020248692,0.0659708491433713,0,0,0,0,0.105604495723818,0,0.00318057699887039,0.149054692383942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225351072439423,0,0,0,0,-0.041968628513591,-0.0461389685227865,0,0,0,0,0,0
X600011.SH,0,-0.0563592461443457,0,0,0,0,0,0,-0.275289527522142,0,-0.131323288486473,0,0,0,0.0737926954429291,0,0,0,0,0,0.452309314987616,0,0,-0.0017922757420394,0,-0.0513860871890453,0.127639813189209,0.201755269587351,0,0,0,0,0,0,0,0,-0.048732523978329,0,0,0,-3.46944695195361e-18,0,0.12446529904639,0,0,0,0,0,0,0,0,0,-0.0215330480965485,0,0,0,0,0,0
X600585.SH,0,0,0,0.138279284321452,-0.0123852277840961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350024036820537,0.0472022497488296,0,0,0,0,0,0,0,0,0,0.082435621214025,0,0,-0.0220390861904844,-0.0153321661990079,0,0.0582067851985809,0,0.0167754596128955,0,-0.0167527822056291,0,0,0,0,0,0,0,0,-0.00256940776588697,0.0153353566378737,0,0,0,0,0,0
X600019.SH,0,0.0918344952711364,0,0,0.055104902549318,0,0,0,0,0,0,0,0.114482673924532,0,0.10214410067215,0,0,0,0,0,0,0.0251180419879319,0,0,0.0787324152147074,0,0.0904133607446722,0,0,0,0,0,0.0284161223177873,0,0,0,0,0,-0.0541704635800916,0,0,0,0,0,0,0,0,0,0,0,0,0.0728130782467101,0,0,0,0,0,0,0
X002460.SZ,-0.0415184163022472,0,0,0,0,0,0,0,0,0.546256126977622,0,0.117581728600311,0,0,0,0,0,0,0,0,0,0.191474528434675,-0.0144656284001642,0,0,0,0,0.0154985931490125,0,0,0,-0.0768693654136158,0,0,0,0.0467106897156231,0,0,0,0,0,0,0,0,0,0,0,0,0.0155026716525028,0,0,0,-0.00946031823572715,0,0,0,0,0,0
X002466.SZ,0,-0.0176723086243917,0,-0.00243958149950051,0,0,0,-0.113998574931217,0.345345274236153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116461105672984,0,0,0,0,-0.0809824076056015,0.0790405961510125,0,0,-0.0885026405892436,0.17381867827703,-0.0986014972944602,0,0.0771364451887041,0,0,0,0.105087657275646,0.245318516166418,0,0.11014088725499,0,0,0,0,0,0.0603134687327122,0,-0.0778305810783597,0,0.0233201588791319,0,0.617157223542088,0,0,0,0
