,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X600188.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600010.SH,X002271.SZ,X600011.SH,X600660.SH,X000301.SZ,X000877.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X000786.SZ,X600096.SH,X600803.SH,X000723.SZ,X000408.SZ,X000983.SZ,X300073.SZ,X002080.SZ,X601991.SH,X600141.SH,X600486.SH,X600219.SH,X601699.SH,X002192.SZ,X600027.SH,X002353.SZ,X000959.SZ,X600801.SH,X300037.SZ,X600399.SH,X600157.SH,X002497.SZ,X600295.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0769104843387134,0,0,0,0,0.0598020827775776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300463443914953,0.0990625542752494,0,0,0,0.131698161997296,0,0,0,0,0.0675539443831888,0,0,0,0,0.10723135038495,0,0,0,0,0,0.0654047232503212,0.0591704807046696,0,0,-0.0299149619640215,0,0,0,0,0.0355498024649456,0,0
X601088.SH,0,0,0,0,0,0,0.273228157964066,0,0,0,0,0,0,0,0,-0.0427825159663181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111445322273602,-0.0528254314399521,0,0,0,0,0,0,0,0,0,0,0,-0.00537464193200757,0,0,0,0,0,0,0
X600028.SH,0,0.0626163471525003,0,0,0,0,-4.33680868994202e-19,0,0.0111850051009503,0,0,0,0,0,0,0,0,0,0,0,0.145649021588513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441229123905262,0,0,0,0.0408724149420938,0.0337889489287848,0,0.0143470264990187,0,0,-0.0135734068364541,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.165222799986392,0,0,0,0.0219855366424739,0,-0.049963975037793,0.0224353039564455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.107611001100882,0,0,0.142443675080007,0,0,0.0149411674799278,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.314088798551542,0,0,0,0.145779429507441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547853223264904,0,0,0,0.185212817678188,0,0,0,0,0.126907366132042,0,0,0,0.0195857311397155,-0.0640081972213612,-0.0370689068225405,0,0,-0.0313866585657031,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0132507101385334,-0.071616873621733,0,0,0,0,0.0965458397748245,0,0,0,0,0,0.177963028790163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.00953327664626918,0,0.0214415449355142,0.418543251942685,0,-0.00237054707569917,0,0,0,0,0,-0.00340541421068368,0,0,0,0,1.0842021724855e-19,0,0
X600188.SH,0,0.28736144006236,0,0,0,0,0,0,0.0504024533606187,0,0,0,0,0,-0.233730538729985,0,0,0,0,0,0,0,0,0,0,0,0.00780700788051632,0,0,0,0,0,0,0,0,0,-0.00526158866645434,0,0.428417850932938,-0.052707493385682,0,0,0,0.0775409089680679,0,0,0.0922934855630605,0,0.176153463815598,0,0,0.0482066161434593,-0.0744307674085029,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.616091214273365,0,-0.0850873402754137,0,0,0,0,0,0,0,0,0,0.0206660735492029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861467955771135,0,0,0.0491915922939437,0.0676403142753309,0,0,0,0,0.0271753752406483,0,0,0.174596986231222,0,0,0,0.00827591715311862,0,0,0,0,-0.0212183197008938,0,0
X000792.SZ,0,0,0,0,0,0,0.164362538355301,0.0246328580961093,0,0,0,0,0,0,0,0,0,0,-0.0241715507142136,0,0,0,0,0,0,0,0,0.160572476671884,0,0,0.474623384439891,-0.113856713031605,0,0,0,0,0,0,0,0.0126391835358935,0,0,0,0,0,0,0,0,0,0,0,-0.047061484569359,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134181513726105,0,0,0,0,0,0,0.0321285911530649,0,0,0,0,0,0,0,0.0127349381334855,0.095372784860819,0,0,0,0,0,0,-0.0767521611984348,0,0.0583046482215713,0,0,0.0594262923960192,0.172387118281836,0,0,0,0.0454414747622607,0,0.0423098957403803,0,0,0.0049019882035127,0,0,0,0,0,0,0
