,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X002466.SZ,X000708.SZ,X601898.SH,X601600.SH,X000301.SZ,X600547.SH,X600111.SH,X600362.SH,X600188.SH,X600010.SH,X600426.SH,X600886.SH,X600011.SH,X000786.SZ,X600176.SH,X000408.SZ,X601991.SH,X600795.SH,X600803.SH,X002353.SZ,X600219.SH,X600352.SH,X000932.SZ,X600489.SH,X002080.SZ,X000027.SZ,X600688.SH,X300037.SZ,X000825.SZ,X000898.SZ,X600315.SH,X000807.SZ,X002409.SZ,X601699.SH,X000830.SZ,X600801.SH,X000959.SZ,X600399.SH,X600486.SH,X600027.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16796357633068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05363199816629,0,-0.0214818258933318,0,-0.0233773470421434,0,0,0,0.0602650511421665,0,-0.000322473070435026,0,0,0,0.0129788011203578,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0834095209435846,0,0,0,0.0142288207794986,0,0,0,0,0,0,0.0799923236154837,0.0430202441681533,0,0,0,0,0,-0.0542407433887885,0,0,0,0,0,0,0.0487039441748249,0,-0.00168625226406165,0,0,0,0,0,0,0.0760739819977321,0,0,0.0563212205406663,0,0,0,0,0,0,0,0.0238909348872577,0.0891535227614245,0,0,0,-0.0363796791199877,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241447452886046,0,0.181912174841304,0,0.025846899386455,0,0,0,0,0.00640818378664217,0,0,0,0,0,0,0.0117780272150972,0,0,0,0,0,0,0,-0.029392434534338,0,0,0,0,0,0,0,0,0,0.047848267373059,0,0,0.00931376795507543,0,0,0,-0.00607988932534369,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0368487101035199,4.33680868994202e-19,0,0,0,0,0,0.0976288712582482,0,0,0,0.296500909087191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.044095877810372,0.0150350842480404,0.0314004060835923,0.0402072725370904,0.192871159134573,0,0,0,0.097072349672824,0,0,0,-0.0320229756480463,-0.0235040499962889,0,0,0,-0.0448653438139319,0,0
X600585.SH,0,0,0,0,0,0.00528102951283456,0,0,0,0,0,0,0,0,0,0,0,0.0260967750588278,0,0,0,0,0.0328082663701483,0,0,0,0,0,0,0,0,0,0,0,0.0261571572068378,0,0,0,-0.054119903297515,0,0,0,0.0190381759513331,0,0.598312527756487,0,0,0,0,0,0,-0.00140368028728941,0.0273136597116135,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0713196525032986,0,0.499438443005689,0,0,0,0.00540956490745177,0,0,0,0,0,0,0,0,0,0.045192304801296,0.0138588993084207,0,0,0,0,0,0,0,0,0,0,0,0.24187073779575,-0.042443412964773,0,0,0.229807079784398,0.0400545505706686,0,0.0527510979047302,0,0,0,-0.121926212707536,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00947654523984315,0,0
X600019.SH,0,0,0,0.0214432103500654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105123636016478,0,0,0,0,0,0,0,0.0599176548913852,0,0,0,0,0,0.0974191301853834,0.332066832774154,0,0.102559694731617,-0.205903916349522,0,0,0,0,0.104216206188804,0,0,0,0,0,0.0230295562146219,0,0,0,-0.0542871467759706,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0184649578377788,0,0,0,0,0,0,0,0,-0.000630348500627346,0,0,0,0.2455051241168,0,0.0732358433861915,0,0,0,0,0,0,0,0,0.0546427600494947,0,0,0.298985348463722,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,-0.0690052027733836,0,0,0,0,-0.0231243554605495,0,0
X002271.SZ,0,0,0,0.0745365594795654,0,0,0,0,0,-0.100908999753932,0,0,-0.00442085014147917,0,0,0,0,0,0,0,0,0,0,0,0.105217095334202,0,0,0,0,0,0,0,0.0898618350458412,0,0,0,0,0,0,0,0,-0.0314876036437935,0,0,0,0,0.0139934530047067,0.0935315445150058,0,-0.00194213770626081,0,-0.0133143011727041,-0.0350027574656471,0,0,0,0.101243419387725,0,0
X002466.SZ,0,0,0,0,0,0.348176031365012,0.288648757347663,0,0,0,0,0,0,0.227791049393869,0,0.325643656716972,0.348786288807198,-0.322369273456115,0,0,0,0,0,0,0,0,0,0,0,0.0832802100818279,0,0,0,0,0,0,0,0,0,0,0,0,-0.194465164795402,0,0,0,0.375461151401394,0,0,0,0,-0.175008027843207,0,0,0,0,-0.0159706883579314,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0257268524731977,0,0,0,0,0,0,0.0839635924777802,0,0,0.0684668500450098,0,0,0.0750613388223279,0.0244532585272144,-0.0381137543008599,0,0,0,0,0,0,0.140922386511705,0,0,0,0,0,0,0,0.0885555400326979,0,0,0.0346663066858974,0,0,0,0,0,0,0,0,-0.0281401195366098,-0.018305014113272,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.187675070513282,0,0,0.188623622678991,0,0,0,0,0,0,0.534632252270448,0,0,0,0,0,0,-0.000449754343008237,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.00498879455320006,0,-0.0657886188437555,0,0,0,0.133776498301367,-0.108935547833089,0,-0.119688362283306,0,0.0063344645391122,0.218878430736232,0.335678065097365,0,0.243032316616954,0,0,0,0,0,0,0.0271913411262795,0,0
X601600.SH,0,0,0,0.0405223698772631,0,0,0,0,0,0.0518665504085469,0,0,0,-0.0197007204630545,0,0,0.0894875572935512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537883474292581,0,0,0,0,0,0.0875820219277156,0.108266486194192,0,0.509583892052748,0,0.0584197028347666,0,0,0.104899861828938,0,0,0,0.00297440074071699,0,0.00806085154025752,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.0103574083107849,0,0,0,0,-0.0677898282168503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32683291460658,0,0,0,0,0,0,0,0,0.0417629279493983,0,0.0774717838630737,-0.12972314581662,-0.00714964813016808,0.0360147620960771,0,0.206906115826361,0,0,0.18131781735753,0,0.088722831655111,0,0,0.357102750275725,0,0,0.0146348965873103,0,0,0,0.109370357322248,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333246550060225,0,0,0,0,0,0,0.0514893049111253,0.168541949614757,0,0.202237036119722,0,0,0.0809557245755751,0,0,0,0,0,0.0164658118729798,0,0,0,0,0,0,0,0,-0.0607236168254183,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634167822142604,0,0.221434197921752,0,0,0,0,0,0.0711315905205097,0,0,0,0,0,0,0,0,0,0,0,0.106068612395708,0.100876963008206,0,0,0,0,0,0.0414805983370273,0,0,0,0,0,0,0,-0.057878475317162,-0.0209720422544029,0,0,0,-0.0184527196317993,0,0
X600362.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0581508577325686,0,-0.104290523705219,0.12997859568444,0,0,0,0,0,0,0.201771227547926,0,0,0,0,0,0,0,0,0,0,0,0,0.0251190550252638,0,0,0,0,0,0,0,0.400904577476973,0,-0.0301998502101253,0,0,0,0.0551256386619299,0,0,0,0,0,-0.0977448518765747,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,-0.373260288181942,0,0,0,0,0,0.391508864288681,0,0,0,0,0.0676069601700123,0,0,0,0,0,0,0,0,0,0,0,0.0902558353587794,0,0,0.217027712711206,0.20925505497854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143047128361551,0,0,0.231300933217265,0,0,-0.033051957370486,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0908531547428645,0,0,0,0,0.00441567990513408,0,0,0,0.0646881448267805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193977165701602,0,0.080609087126084,0,0,0.0520743287395854,0,0.044029979630044,0,0,0,0,0,0,0,0,0.268249804142569,0,0.0649176323023049,0,0.0697229674697291,0,0,0,0,0,0,-0.00413336283435199,0,0
X600426.SH,0,0,0,0.05198169162456,0,0,0,0,0.0343747352547364,0,0.0462635003271994,0,0,0,0,-0.0199995654708479,0.0663561305275576,0.0896423631660146,0,0,0,0,0,0.123403030199249,0.0516414669011473,0,0,0,0,0,0,0.0359288392186876,0,0,0,0,0,-0.0116447145721092,0,0,0,0.096388230963701,6.93889390390723e-18,0,0,0.0395938439296208,0.0878878879221749,0,0,0,0,0,0.0211305193653233,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.013330188686177,0,0,0,0,0,0.0596582976412037,0,0,-0.0248407043037336,0,0,0,0,0,0,0.128944093233744,0,0,0,0,0,0,0,0,0.053061035894029,-0.0207138608571063,0.0791503713981977,0,-0.0121744628036698,0,0,0,0,0,0.11453552028583,0,0,0,0.0670569344177745,0.0407179494817638,0,0,0,0.0574584073206057,0,0,0,0,0.0016451065566157,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0135501935972142,0,0,0.011018711751958,0,0,0,-0.0536691094784333,0,0,0,0,0,-0.0204968437408277,0,-0.00492674703862371,0.175239035621874,0.0917524143138949,0,0,0,0,0.026157569714039,0,0,0.0457104980085085,0,0.0201326386790985,0,0,0.0589358579055642,0,0,0,0,0,0,0,0,0,0,0,0,0.0319518560752355,0,0,0,-0.022219306157104,0,0
