,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X000301.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601699.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000408.SZ,X000629.SZ,X600489.SH,X600219.SH,X000723.SZ,X002080.SZ,X600378.SH,X600096.SH,X300037.SZ,X000933.SZ,X000630.SZ,X600348.SH,X000831.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.23005024048797,0,0,0,0,0,0,0,0,0,0,0.0414758384901597,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.139888781464043,0,-0.0108400032837957,0,-0.0242005686844863,0.167461660848096,0.0589511530265612,0,0,0,0,0,0,0,0,0,0,0,0,0.0102591271990954,0,0.00904027333905148,0,0,0,0,-0.00660375132357378,0.0149414522858638,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.458030728680896,0,0,0,0,0,0.237341671221799,0.0642347369121132,0,0,-0.023121634729926,0,0,0,0,0,0,0,0.0253137194958667,0,0,0,0.0230358150691355,0,0,0,0,0,0,0,0.0353564615312265,0.00163752056901939,-0.0815840228073734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484804680630839,-0.0011397404731714,0.0094075133787325,0,0,0,0,0,0
X600028.SH,0.299225019978082,0,0,0,0,0,0,0,0,0,0,0,0,0.00458743874441886,0,0,0,0,0,0,0,0,0,0,0,0.103219497760664,0,0,0,0,0.162765423252851,0,0,0,0,0,0,0,0,0,0,0,-0.038226370431592,0,0,0.0354299016943886,0,0,0,0,0,0,0.0135638889917787,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251484722169311,0,0,0,0,0,0,0,0,0.0595782931951011,0,-0.054584044949859,0.17616107650276,0,0,0,0,0.330251422426102,0,0,-0.263724199112597,0,-0.151048469304963,0,0,0,0,0,0.0616857240363589,0,0,0,0,0.0500077433988498,0,0,0,0,-0.0101994410149531,0,0,0,0,0,0
X600188.SH,0,0.634779125452111,0,0,0,0,0,0,0,0,0,0,0,-0.0437758087657663,0.0265019898698121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630061217246161,0,0.0170639400818276,-0.0501818351780076,0,0,0,0,0,0,0,0,0,0,0,0,0.284208846161286,0,0.11950738667318,0,0,0,0,0.000435030349815119,0.0181624551765756,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222612566495685,0,0,0,0,0.372989397912587,0,0,0,0,0,0,0,-0.00997634767236188,0.00697089536990321,0.209144369674789,0,0,0,0,0,0,0,0,0.0866381259626281,0,-0.0110420510399242,0,0.0608732650022546,0,0,0,0,0,0.0789838764072538,0,0.00455500744940203,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.588442802153359,0,0,0,0,0,0,0,0,0,0,-0.00114146854665588,0,0,0,0.0431239624979921,0,0,0,0,0,0,0,0,0,0,0,0,0.122050338462081,0,0,0,0,0.0317716635334519,0,0.0442056862801375,0.0374994867245021,0,0,0.0400627490338467,0,0,0,0.0641226573829555,0.00755599313961341,-0.000784901045567422,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.837345020125719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110121317134139,0,0.038040779969035,-0.0629556370775899,0,0,-0.0895463948668982,0,0,0,0,0.0475071401695677,0,0,0,0,0,0,0,0,0,0.0598304062141823,0,0,0,-0.0871359740902818,-0.0130559618530391,0.0360643266317635,0,0,0,0,0,0
X600019.SH,0,0,0,0,-1.73472347597681e-18,0,0,-0.0793240835535862,0,0,0.175358823241572,0,0,0,0.0156402096955571,0,0,0,0,0.188046308529043,0,0,0,0,0,0,0,0.0826440773713047,0,0,0,0.170153857603536,-0.109706189348996,0,0,0,0,0,0,0,0,0,0,-0.0283710777575196,0,0.089662449628259,0,0,0,0,0,0.00734169312341147,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0205540581461065,0.362441262853416,0,0,0,0,0,0.106027094159533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256061260751891,0,0.036363419192776,0,0,0,0,0,0,0,0,0,0,0,0.135811384232422,0,0,0.00481608234645444,0.0149887150918419,0,0,0.0151417250988384,0,0,0,0,0,0,0,0
