,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600688.SH,X600583.SH,X600352.SH,X601158.SH,X600547.SH,X000898.SZ,X600489.SH,X000792.SZ,X000709.SZ,X000831.SZ,X002353.SZ,X000883.SZ,X000539.SZ,X600008.SH,X000027.SZ,X000629.SZ,X000630.SZ,X600549.SH,X000825.SZ,X600660.SH,X600808.SH,X600315.SH,X601699.SH,X600578.SH,X000983.SZ,X002470.SZ,X600307.SH,X600863.SH,X600098.SH,X000937.SZ,X000959.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.386968112022559,0,0,0,0,0,0,0,0.02030387961678,0,0.120260489325577,0.122453062962491,0,0,0,0.11410109270034,0,0,0,0,0,0,0,0,0,0,0.0639756038108706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519836224771436,0,0,0,0,0,0.0186275343397667,0,0,-0.0340378609972769,0,0,0,0,0,0,0
X600028.SH,0.532196638237282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343432491975796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859159615799944,0.0258636920865564,0,0,0,0,0,0,0,0,-0.0391986624080399,0,0,0,0,0,-0.0397348231822848,-0.0100585602193518,0,0,0,0,0,0
X601088.SH,0,0.145689814376921,0,0,0,0.0937415857907196,0.0987128983563222,0,0,0,0,0,0.049535990455722,0,0,0,0.027438236215835,0.0792046315589612,0,0,0,-0.0138320566915028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134026877241292,0.00224130822332175,0,0,0,0.394471146597498,0,0,0,0,0.0281434450557363,0,0,0,0,-0.00273715921892592,0,0,0,0,0,0
X600011.SH,0,0.0813771040653547,0,0,0,0.127199599807428,0,0.0356890367262364,0,0.155178857986275,0,0.278528929602478,0.0806935829984941,0,0,0.0540948135669117,0,0,0,0,0,0,0,0,0,0,0.0610897911695176,0,0,-0.0154484950409702,0,0,0.0020564087625627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222964043656626,0,0,0,0,0,0
X600585.SH,0,0.0870570508617196,0.168109016779577,0,0,0,0,0.0457327223352786,0,0,0,0,0.00104183978244917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874543807978275,0,0,0.14829570492074,0,6.93889390390723e-18,0,0,0,0.199770760260898,0,0,0,0,0,-0.00563197060325523,0,0,0,0,0,0
X600019.SH,0.0236294895810398,0,0,0,0,0,0,0.149198485388618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371328606013645,0,0,0.231058469260189,0,0,0,0,-0.00860043866977695,0,0,0,0,0,0,0,0,0,0,0,0,0.0233399478763246,0,0,0,0.0333521607791924,0,0,-0.0632412887916581,-0.0164325878317138,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.101067426557174,0.10335563403931,0,0,0,0,0.0606550822934448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091595907202566,0,0,0,0,0,0,0.221001410712484,0.0137471664667745,0.283169361948932,0,0,0,0,0,0,0.0582816957068455,0,0,-0.00336071561706396,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0398553120064155,0,0.103443332115837,0,0,0,0,0,0,0.0347299096495694,0,0,0.594843602652678,0,0.129264014584169,0,0,0,-0.235468548674188,0,0,0,0.00308149734043777,0,0,0.0410324046014746,0,0,0,0,0,0,0,0,0,0.0300534782524039,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.249284465205713,0,0,0.18504421329076,0.0033721028635614,0,-5.42101086242752e-20,0,0,0.0905815675994554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636959616973531,0,0,0,0,0.130110908951038,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026916568850221,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.345921850078572,0,0,0.100828451903881,0,0,0,0.0252796021787271,0,0,0.0757288917874077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776125664580837,0,0,0,0,0,0,0,0,0.0604625399292914,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0283930162872706,0,0,0,0,0,0
X600795.SH,0,0.0934636478694273,0,0,0,0,0,0,0.0998431623043546,0,0,0.33148915971722,0.0133613481624452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109066661525496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260272177735503,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0331500186733103,0,0,0,0,0,0,0.0297336795859933,0,0.0527098204220359,0,0,0,0,0,0,0,0,0,0,0,0.180823183603879,0,0,0,0,0.136519940632572,0,0,0,0,0.0728220464456599,0,0,0,0.0813800672731253,0,0,0,0.0385598990395648,0,0,-0.0215337756610844,0,0,0,0,0,0
X600188.SH,0.365196433671757,0,0,0,0,0.045171077055147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201682351238832,0,0,0.263161246571292,0,0,0,0,0,0.14249356818863,0,0.047068609110069,0,0,0,0,0,0,0,0,-0.03038083120765,0,0,0,0,0,0,0
