,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X601600.SH,X000301.SZ,X600111.SH,X002466.SZ,X600010.SH,X000786.SZ,X600886.SH,X600188.SH,X600011.SH,X600176.SH,X600426.SH,X000027.SZ,X600803.SH,X601991.SH,X600219.SH,X600801.SH,X600795.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600315.SH,X002353.SZ,X600157.SH,X002080.SZ,X600516.SH,X600486.SH,X000408.SZ,X600027.SH,X601168.SH,X600299.SH,X300037.SZ,X000883.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.383160633799057,0,0,0,0,0,0,-0.00473106840474839,0,0,0,0.0257611097187647,0,0,0,0.00796576035686236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139869787635757,-0.00969833367828879,0.0550603081485512,0,0,0,0,0.0131517984520209,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0181715631304077,0,0,0,0.149466040928026,0,0,0.0132142996068866,0,0,0,0,0,0,0.206162448257433,0.00771992814221893,0,-0.0104960134039624,0,0,0,0,0,0.0205076775152356,0,0.128975189968681,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.070983777658243,0,0,0,0,-0.0134442338350257,0,0
X601088.SH,0,0.0700287959480046,0,0,0,0,0.0248353043951829,0,0,0,0,0,0,0.10411427820178,0.0672199495499618,0,0,0,0,0,0.16633286017323,0.0782969691108465,0,0,0.05738016949781,0,0,0,0,0,0,0,0,0,0,0,0,-0.00782682548739041,0,0,0,0,0,0.0452698866333209,0,0,0,0,0.061974508651633,-0.00716507948834612,0,0,-0.0189406859932643,0,0,0,0.00470709563454443,0,0
X600309.SH,0,0,0,0,0,0,0.0320102328802538,0,0,0,0,0,0,0,0,0.181152221533744,0,-0.0198822898625758,0.237165291348233,0,0,0,0.0755408658654227,0.171782382512633,0,0,0,0.0663824551769325,0,0,0,0,0,0,-0.0652919265592762,0,0.123507679481753,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.139341710421009,0,0,0,0,-0.0755048655851346,0,0,0,-0.0179166025475645,0,0
X600585.SH,0,0,0,0,0,0,0.0120101623687233,0,0,0,0,0,0,0,0.0761186693940557,0,0.0105987634903744,0,0,0,0.0385940823422664,0,0,0,-0.0114008258132967,0,0,0,0.174073701625128,0,0,-0.0292260188442853,0,0.0982213546149909,0,0,0,0,0,0,0,0.0206149425704479,0,0.0214856823338864,0,0,0,0,0,0,0,0,-0.0232189372549313,0,0,0,-0.0128238829167513,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411544557251348,0,0,0,0,0,0,0,-0.0119196735000874,0,0,0,0,0,0,0,0.103819624964711,0.397858561066684,0,0,0.228891315781915,0,0,0,0,0,0,0,0,0,0,0,0.0021620663550975,0,0,0,-0.0573286671123384,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0143796919229971,0,0,0,0,0.228046649186633,0,0,0,0.030171460519129,0,0,0,0.573438489222775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388426656629067,0,0,0,0,0,0,0.0947244418849319,0,0,-0.0320706363723107,0,0,0,-0.00703970157684717,0,0,0,-0.0199013825092319,0,0
X002271.SZ,0,0,0,0,0,3.46944695195361e-18,0,0,0.0681367536700527,0,-0.142308952027148,0,-0.0473149853222801,0,-0.0426820360921669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643098073056676,-0.0908223257502691,0,0,0,0,0,0,0,0.0481946733517647,0.0623641958054235,0,0,0,0,0.111119465506707,0,0,0,0,-0.134911492013045,0,0,0,-0.0224928877654124,0,0
X600660.SH,0,0,0,0,0,0,0.154960086499903,0,0,0,-0.264104204833283,0,0.0342143902820825,0,0,0,0,0,0.21588432739223,0,0,0,0.0263775026064761,0,-0.0685513687555228,0,0,0,0,0,0,0,0.0422272158150115,0,0,0,0,0,-0.0231983624844249,0,0.0327223560323248,0,0.14638174631554,0,0,0,0,0,-0.0284399373633606,0,0,-0.0467915039271967,0,0,0,0,-0.0297934180322433,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0293336173610382,0,0,0,0,0.0717750167557825,0,0,0,0,0,0,-8.67361737988404e-19,0.13487783904007,0,0,0,0,0,0,0,0,0,0.0928369109756762,0,0,0,0.172484584875917,0.102379673971656,0,0,0,0,0,0,0,0,0,-0.0663580606529205,0.28067307981606,0,0,-0.106967620762221,0,0,0,-0.0197908828042344,0,0
X601898.SH,0,0,0,0,0,0.0647820441466674,0,0,0,0,0,0,0,0,0,0,0,0.0283694590110253,0,0,0.0474115693319604,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.052484811958174,0,0,0,0.0598145654869199,0,0.113898232882114,0.152291751574231,0,0,0.0313512094959747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757358623160112,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0672998532012506,0,0,0.0475426970577608,0,0.120132013014692,0,0,0,0,0,0,0.13982891557542,0,0,0,0,0,0,0,0,0,0,0,0.140046707635575,0,0,0,0.0316330779599786,0,0,0.039972333375961,0,0,0,0,0.0578627707178638,0,0,0,0,0,0,0,-0.00133267573941909,0,0
X600362.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.239295977680985,0,0,0,0,0,0,0.0953971501803513,0,0,0,-0.014805067683619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109466764729339,0,0,0,0,0.367163120608926,0,0,0,0,0,-0.0673274405892369,0,0,0,0,-0.0405561806184863,0,0
X601600.SH,0,0,0,0.0563571519194021,0,0,0,0,0,0,0,0,0.250619363096869,0,0,0.0355952583675471,0,0,0,0,0,0,0,0,0,0,0,0.0636034998473037,0,0,0,0,0.173270269712551,0.0816191758229391,0.180760558630254,0,0.0450483070409775,0,0,0,0,0,0,0,0,0.0546635507177759,0,0,0,0,0,0,0,0,0,0,-0.00329351376423701,0,0
X000301.SZ,0,0,0,0,0,0,0.0295303581589888,0,0.117776154426036,0,0,0,0,0,0,0.0255883089828867,0.047237362219396,0.0013536182060593,0,0,0,0,0.243494064861401,0.0858318328833582,-0.128712043923463,0,0,0,0,0,0,0,0.169009186499142,0,0,0,0,0,0,0,0,0.0146627514299584,0,0,0,0,0,0,0.0199613120201412,0,0,0,0,0,0,0,-0.0180624682133477,0,0
X600111.SH,0,0,0,0.144203571584846,0,0,0,0,0,0.308647232120525,0.0492869872846937,0,0,0,0,0,0,0.411644344964098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250761700016894,0,0,0.00612041304526748,0,0,0,0,0.0714254386918011,0.0494291840683533,0,0,0,0,0,0,0,0,-0.0524702342835461,0,0
X002466.SZ,0,0,0,0,0,0,0.497938960347684,0,0.0211939620634474,0.0480385622497193,0,-0.204362190055283,0,0,0.109909954101512,0,0,0,0,0,-0.254415055950931,0,0,0,0,0,0,0,0,0,0,0,0.197062200355279,0,0,0,0,0,0,0,0,0,0,-0.08974714225553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.278155040460861,0,0,0.0937863014187589,0.115097250936955,0,0,0.0208136134926525,0,0,0,0,0,0,0.00654692235093621,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.137126536381219,0,0,0,0,0,0,0,0,0,0,0.0950943579267005,0,0,0.0984738673099312,0,0,0,0,0,0,0,-0.0201494727852088,0,0
X000786.SZ,0,0,0,0.570231456830413,0,0.0648863110553342,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.048514682031816,0,0.093421800775143,0,0,0,0,0,0,0,0,0,0,0,0,0.0784987682422628,-0.0166413944419705,0,0,0,0,0,0,-0.238971073831546,0,-0.105693956682961,0,0,0,-0.0851286326429662,0,0,0,-0.0188843502873924,0,0
X600886.SH,0,0,0,0,0,0,-0.0292130087212936,0,0,0,0,0,0,0,0,0,-0.0788488096351162,0,0,0,0,0,0,0,0.147450127439699,0,0,0.0655184868231528,0,0,0,0,0.190916596641281,0.00161612620932899,0.0699399742534515,0,0.00592175606950919,0,0,0,0,0,0,0,0,0,0,0,0.0358782246525111,0,0,0,0,0,0,0,-0.0088620613077192,0,0
X600188.SH,0,0,0,0,0,0,-0.342406713341659,0,0,0,0.551434343666397,0,0.0529518578396821,0,-0.00756779111965231,0,0,0,0,0,0,0,0,-0.0981341219140457,0,0,0,0,0,0,0,0,0,0.187342173977216,0,0,0,0,0,0,0,0,0,0,0,0.240496298022825,0,0,-0.147994466506599,0.212178959714974,0,-0.0611353707845999,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0143201141492955,0,0,0,0,0,0,-0.0277128031602837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801952588498053,0,0.198149357002185,0,0,0.0688054853960826,0.0711488342971683,0,0.0526161046727918,0,0,0,0,0,0,0,0,0.0833809086739813,-0.00729085252063443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011408644518236,0,0
X600176.SH,0,0,0,0,0,0,0.0880342750731876,0,0,0.104736662102287,0,0,0,0,0,0,0.117503884498016,0,0,0,0,0,0,0.216012111477474,-0.105938179870493,0,0,0,0,0,0,0,0,0.0786813110720893,0,0,0,0,0.0890096491286312,0,0.412946442656656,0,0,0,0,0,0,0,0,0.129109308980438,0,0,-0.0115266415486621,0,0,0,0,0,0
X600426.SH,0,0,0,0.00372004114962226,0,0,0.176081523036082,0.0148736652885729,0,0,0,0,0.111090793949445,-3.46944695195361e-18,0,0.0652903995873839,0,0,0,0,0,0,0.150375745981639,0,0,0,-0.329597977543395,0.0406084882249247,0,0,0,0,0.0149892050750291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803427063643176,0,0,0,0,-0.0342599920887851,0,0,0,0,-0.0211696993233543,0,0
X000027.SZ,0,0,0,0,0,0,0.291770478953486,0.137295153508651,0,0,-0.0757780240168516,0.274222237544768,0,0,0,0,0,0.248965252755644,0,0.202770597786875,0,0,-0.402265914030043,0,0,0,0.904203627890081,0.0659157038992602,0,0,0,0,0,0,0,0,0,0.259670926817114,0,0,0,0,0,0,0,0,0.427903123047128,0,0.0388882995537852,0.113732398900692,0,0,0.117738951256274,0,0,0,-0.0384613969162423,0,0
X600803.SH,0,0,0,0,0,0,0.0990905930119755,0,0,0,0,0,0,0,0,0,0.126449175103577,0,0.0082109289917146,0,0,0,0.0301113464720754,0,0,0,0,0,0,0,0,0,0.0359122947767919,0,0,0,0,0.0129356045805586,0.114549906374377,0,0.310170455207248,0,0,0,0,0,0,0,0,0,0,0,-0.0217049967877182,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.00161853202635297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121952168304163,0,0,0.279188968729733,0,0,0,0,0,0,0,0.00525171390742621,0,0,0,0,0,0,0,0,0.0108578966498695,-0.138718481874924,0,0,0,0,-0.0907929522177265,-0.141456216648299,0,0,0,0,0,0,0,-0.0161569925131849,0,0
