,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600176.SH,X600362.SH,X601898.SH,X600010.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X600426.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X600803.SH,X002080.SZ,X002466.SZ,X000932.SZ,X002353.SZ,X000301.SZ,X600219.SH,X600486.SH,X000723.SZ,X600529.SH,X002075.SZ,X600612.SH,X000027.SZ,X002409.SZ,X601158.SH,X000878.SZ,X000898.SZ,X000883.SZ,X002250.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0063216047177315,0,0,0.0253194801067062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0213558291213643,0,0,0,0,-0.0556038340058998,0,0.00372011583383756,0,0,0,0.0982702501614735,0,0,0,-0.0183283389384029,-0.0147359378539368,0.0084634043949012,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0161695526396866,0,0,0.014942582014173,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172448539662754,0,0,0,0,0,0,0,0,0,0,0.0351967521075687,0,0.0799172291032949,0,0.0955032751824683,-0.00595514608601019,0,0,0.0229858891867067,0,0,0.0154452172162573,0.0115485153190915,0,0,0,0,0.0170870240064553,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0776437569709378,0,0,0,0,0,0,0,0,0,0,0,0.266278333524206,0.0362315159679891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118613006039525,0,0,0,0,0,0.038005472320604,0,0,0,0,-0.00445391110675105,0.00838584015100518,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0596552329526137,0,0,0,0,0,0,0,0,0,0,0.110947024411283,0,0,0,0.23944672970223,0,0,0,0,0.0187005178012641,0,0,0,0,0,0,0,0,0.0388520146964723,0,0,0,0.031807406750985,0,0,0,0,0.0317457140570107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0687347707305999,0,0.186572032207547,0.0620893788432615,0,0.222596211616039,0.105852061869305,0,0,0,-0.0930624053037002,0,0,0,0,0,0,0,0,0,0,0.13325189358214,0,0,0,0,0,0,0,0,0.209443433520926,0,0,0,0,0,0,0,0,-0.00357109427164885,0,-0.0782121628130641,0,0,0.0597933704450407,0,0,-0.0560512444912346,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0319079034521413,0,0,0.0657842811798137,0,0,0,0,0,0,0,0,0.0692918929192636,0,0,0,0.408884635942483,0,0,0,0.0154286309161444,0,0,0,0,0,0,0.0806326240242757,0.0245050201856279,0,0,0,0,0.099568710460141,0,0,0,0,0.13134211030819,0,0,0,0,0,0,0,0,0,-0.0142161574905067,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0212182859816614,0,0,0.098213414432005,0,0,0,0,0.001261754131857,0,0.0385631299996101,0,0,0,0.0723290814788984,0,0,0,0,0,0,0,0.0542154548708297,0,0,0,0,0,-0.0226118648761882,0.132974489586424,0,0,0,0,0.102300701412234,-0.0461477730437515,0,0,0,0.136301257581596,0,0,0,0,0,0,-0.0180478467833101,0.0102617273105062,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.194194291909993,-0.0520499653928558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227574916044222,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.181106391704342,0,0,0,0.0282075133627366,0.0435258475113853,0,0,0.0626612187826321,0,0,0,0,0.108796194389472,0,0.0477670517927531,0.00477680894771728,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0124948550248594,0,0.119419601187706,0,0,0,0,0,0,0,0.19443433402425,0,0,0,0,-0.207129440894187,0.905521832022869,0,0,0,0,-3.46944695195361e-18,0.0269321671008901,0,0,-0.179033069933571,0,0,0,-0.00619873599817038,0.0327410703386453,0,0,0,0,0,0,0,0,0,0.0498037483888201,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00980491678075781,0,0,0,0,0.0655175935368191,0.202767108182246,0,0,0.113566710065103,0,-0.0876862639203486,0,0,0.117092909148744,0,0,0,0,0,0.0978614360569214,0,0,0,0.239392626386771,0,0,0,0,0,0,0,0,0,0,0,0.0235274447907261,0.0209994129149355,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.23263524542962,0,0,0,-0.051493538907147,0,0,0,0,0,0,0,0,0,0,0,0.0145270850742085,0,0,0,0,0,0,-0.101315300226114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794083592350174,0,0,0.0272200233276161,0,0.125025338479814,0,0,0.165938582411234,0,-0.00854143088524572,0.00568933634445734,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.22512904641656,0,0,0,0,0,0,0,0,0,0,0,0.0164039423197152,0,0,0.109616187301367,0,0,0,0,0,0,0,0,0.0133639089419348,0,0.478164365964824,0,0,0,0,0.0517316521848177,0,0.0111306464803897,0,0,0.123020790261676,0.220940554043472,0,0,0,0,0,0,-0.0620763369228248,0.0118185312531982,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0589636438438926,0,0,0,0,0.0333586865449124,0.20370425614448,0,0.248284001075327,0,0.011768670149193,0,0,0,0,0,0.0215509725038141,-0.0711731216756817,0,0,0,0,0,0,0,-0.0327153015316503,0,0.0696004913216417,0.0582200447673112,0,0,0,0,0,0,0,0.0163368127846296,-0.0154717963075564,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0958967699610249,0,0.0789380234130438,0,0,0,0.176148853358899,0.104649687907883,0,0,-0.26714818232241,0,0,0,0,0,0,0,0.110887983677606,0,0,0,0,0,0.0801571587347666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231323615268892,0,0,0,0,0.0274175110653986,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,-0.00800626208277345,0,0,0,0,0,0,0,0,0,0,0.25037191026449,0,0,0,0,0,0.12408716454546,0,0,0.0483450577656887,0,0,0,0,0.113387077098272,0,0,0,0.0702284852591143,-0.0922646583083066,0,0,0,0,0.0481944547163663,0.0126250435951263,0.0524193323751534,0,0.0332715910119394,0.0656306939361484,0,0,0,0,0,0,0,0.015660974215564,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735800643386708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143434271188983,0,0,0,0.0442322485215694,-0.0428435293194589,0,0,0,0,0,0.145875015015866,0,0,0.0679262984856347,0,0.0432298020132013,0.00102523059130558,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100233557867796,0,0,0,0.119713769633618,0,0.0400260606681348,0,0,0,0,0,0,0,0,0,0.0404068801627474,0,0,0,0,0.0966329188548159,-1.0842021724855e-19,0,0,0,0,0,0.579709545461468,0,0,0,0,-0.0342785489848578,-0.0200421405062572,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035150160045416,0,0.26438680783509,0,0.0617963580555203,0.0301576576277036,0,0.0524066289436898,0,0,0,0,0.0249809681957959,0,0,0.143716642930283,0.0542440942378617,0,0.0170425277997928,0,0,-0.0126392115576327,0.00929075676561051,0,0,0.0073553448278418,0,0,0,0,0,0,-0.0133204868605254,0.0040916861880143,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193627806205052,0,0.00492494369770381,0.0310160660901165,0,0,0.133854763585796,0,0,0,0.0968368751398078,0,0.0425462572770009,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.11908333464137,0,0.109539973811594,0,0,0,0,0,0.212035943702304,0,0,0,0.0281689913131165,0.011673588513925,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.00766103673243986,0,0,0,0,0,0,0.240520780097332,0,0,0.277505704403111,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.10104126470807,0.0553120520726161,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.189139232890182,0,0,0,0,0,0.00199786036773217,0,0,0,0,0,0
