,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X002271.SZ,X600111.SH,X600011.SH,X600010.SH,X600660.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X600096.SH,X600426.SH,X000786.SZ,X000408.SZ,X000983.SZ,X600803.SH,X000723.SZ,X600141.SH,X601991.SH,X300073.SZ,X002080.SZ,X002192.SZ,X600219.SH,X601699.SH,X600027.SH,X600486.SH,X600801.SH,X300037.SZ,X002407.SZ,X002497.SZ,X000629.SZ,X002353.SZ,X600295.SH,X600160.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0488173260700861,0,0,0,0.0327577804472187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168891740416641,0,-0.121494547595031,0,0.175248757738504,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0776050535550623,0,0.00861581428143367,0.0304305065767671,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.184933230153656,0,0.0219280482051685,0,0.0801230794325734,0,0,-2.16840434497101e-19,0,-0.15498183736843,0,-0.0389278783382471,0,0,0,0,0,0,0,0,0,0,0,0.0330065225603354,0,0,0,0,-0.0193946420283709,0,0,0,0.125527037572973,0,0,0,0,0,0,0,0,0,0,0,0,-0.00800115134551955,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0181345037085745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17750452367085,0.00404016985534801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0154715100307706,0.0565659747529422,0.0201987648152955,0,0.00806162288800978,0,-0.0187486725568233,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.100603733719671,0,0,0,0,0,0.170540818049338,-0.0329525330046306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660546862927587,0,0.0565553127998655,0.125752979951834,0,0,0,0,-0.0281014259758583,0,0,0,-0.0272164682125816,0,0
X002460.SZ,0,0,0,0,0,0.229335969855514,0.0857225374502436,0,0,0,0,0,0.131120782378923,0,0.125341052194326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279717209586236,6.93889390390723e-18,0,0.0663447603019341,0,0,0,0,0,0.292758587626493,0,-0.112310885847633,0,0,0,0.0530383397720767,0.00177160634548796,-0.0773700256404108,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.744300789294464,0,0,0,0,0,0,0,0,0.0405357829522818,0.0823949592440073,0,0,0,0,0,0,4.33680868994202e-19,0.0197641918691003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953876796117931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167842885000502,0,0
X600188.SH,0,0.333762218053635,0,0,0,0,0,0,0.0421493779049639,0,0,0,0,-0.247913866398226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064424492175652,0,0,0,0,0,0,0,0,0,0,0.39787319453024,0,0,0,0,0,0,0,0,0.068904551034532,0,0,0,0.0518674782526517,-0.090958524942964,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0465077741107476,0,0,0.15293843818994,0,0,0,0,0,0,0,0.131495811580898,0,0,0,0,0,0,0,0,0,0,0,0.0148314070068301,0,0.0224889867809128,-0.032188800973485,0,0,0,0,0,0,0.37728998403817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00573411483207212,0,0
X000792.SZ,0,0,0,0,0.135611141028635,0,0.148640989389626,0,0,0,0,0,0,0,0,-0.0149072597446324,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0613369913592656,0.408879565926072,-0.0338348593353774,0,0,0.0628454699462906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.011186903607141,0,0
X600019.SH,0,0,0,0,0,-0.0537167728627048,0,0,0,0,0,0.105463416885032,0,0,0.0645769692399788,0,0,0.00190360997594085,0.0356110805440548,0,0,0.0060040945018115,0,0,0,0,0,0,0,0,0,0.0936110394317106,0,0,0,0,0,0.0390629430384232,0.037474777825558,0,0,0,0,0,0,0.0910385379823851,0.0171383056850208,0.133169384553709,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0
