,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600886.SH,X600801.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600688.SH,X000786.SZ,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X002466.SZ,X600126.SH,X600299.SH,X600176.SH,X002075.SZ,X600426.SH,X002353.SZ,X600486.SH,X000723.SZ,X600529.SH,X600315.SH,X601158.SH,X600516.SH,X600219.SH,X600612.SH,X000401.SZ,X002409.SZ,X000898.SZ,X000932.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0365484844370622,0,0,0,0,0,0.159404558961877,0,0,0,0.0598896762581205,0,0,0,0,0,6.7762635780344e-21,0,0,0.0716342387952833,0.0133927078274084,0,0.00847815810352269,0,0,0,0,0,0.0240784910606598,0,0,0,0,0,0,0,0,0,0,0.00465746027324022,-0.0110901396739392,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300014767764329,0,0,0,0,0,0,0.0436631637974453,0,0,0,0,0.145328606564507,0.0552455876521086,0,0,0.0534605364737967,0,0.0500786904137779,-0.0022534147358404,0,0,0.0577389923276039,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.00817185584444411,-0.00935142619084753,0,0,0,0,0,0
X601088.SH,0,0,0,0.115388309411463,4.33680868994202e-19,0,0,0,0.0714444039394932,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0411576830558604,0,0,0,0,0,0,0,0,0.067773085387234,0,0,0.15497065624252,-0.195942645739308,0,0,0,0,0.0062864538072495,0,0,0,0,0,0,-0.000261306260870549,0,0,0,0,0,0,0.0102294595943506,-0.0105018223194808,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.216186628192224,0,0,0,0,0.00671623474049548,-6.93889390390723e-18,0,0.488452526565995,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00876751886958708,0,0,-0.0541455406270086,0,0,0,0,0.0576390394575856,-0.0325931294061152,0,0,0,0,0.0125143254840324,0,0,0,0,0,0,-0.0485292391033698,-0.00566991000464142,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111124180476925,0,0,0,0,0,0.234219987283253,-0.0161361359421124,0,0.166128560784811,0,0.148169492812137,0,0,0,0.0348131986759562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103444725697798,0.0124757963593459,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.112333954361083,0,0,0,0,0,0,0,0,0.405009037457299,0,0,0,0,0,0,0,0,0,0.0901331558524384,0,0,0,0.043937881066474,-0.0267547236219453,0,0,0,0,0,0,-0.0404883302798634,0,0.145756848989916,0,-0.164589286814282,0,0,0,0,0,0,0,0.0137248686006395,0,0,0,0,0,0
X600019.SH,0,0,0.0269405147659753,0,0.172343136703087,0,0,0,0,0,0,0,0,0,0,0,0,0.00342528449462901,0,0,0,0,0.0849596070230566,0.106614867693977,0,0,0,0,0,0,0,0,-0.0199103683729005,0.0141804941400087,0.0306331582444131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976579000392967,-0.0164161346534329,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171528121247079,0,-0.0416777168423541,0,0,0.124846219700956,0.0796978954893022,0,0,0,0,0.0824681070291866,0.213250911326844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136753343019319,-0.0120908970975071,-0.00987703011226425,0,0,0,0,0,0
X600011.SH,0,0,0.349955868277125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140084939189144,0,0,0,-0.0239004464982875,0.140160446173603,0,0,0,0,0,0,0.0194049695307266,0.0767157352093093,0,0,0,0,0,0.0131047116593007,0,0,0,0.0102389680640816,0,0,0.00313181275749527,-0.00743418443713859,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353333607730966,0,0,0,0,0,0,0,0,0,0.0826013209856691,0,0,0,0,0.0910152642972945,0,0,0,0.0357492450146354,0,0.0255744976962342,0,0,0.217861844967322,0,0,0,0,0.251340884135512,0,0.193996817311194,0,0,0,0,0,0.0287170841107081,-0.00563232016216421,-0.0189493645397171,0,0,0,0,0,0
