,X601857.SH,X600028.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X002466.SZ,X600362.SH,X600188.SH,X600111.SH,X601991.SH,X600547.SH,X300072.SZ,X600516.SH,X600660.SH,X002460.SZ,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X600808.SH,X600339.SH,X000959.SZ,X600489.SH,X000723.SZ,X600549.SH,X600219.SH,X600352.SH,X002092.SZ,X000807.SZ,X000983.SZ,X000553.SZ,X601158.SH,X601699.SH,X000883.SZ,X000630.SZ,X600299.SH,X000792.SZ,X600008.SH,X000825.SZ,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104662171535289,0,0,0,0,0,0.0247297527997827,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215920907000691,0.0325136187231517,0,0.0931387975398787,0,0,0,0,0,0,0,0,0,0,-0.00920183749913795,0.0179469272821039,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.122206665924188,0,0,0.0808578939778679,0,0,0,0,0,0,0,0,0,0,-0.0292018248691213,0,0,0,0,0,0,0,0,-0.00411585342174491,0,0,0,0,-0.0184255241454764,0.057853942047959,0,0,0,-0.141058273932865,0,0,0,0,-0.018293695627592,0,4.33680868994202e-19,0,0,0,0.0025971017427279,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.033395828220361,3.46944695195361e-18,0,0.0600858052486977,0,0,0,0,0,0,0,0,0,0,-0.0356939715498808,0,0,0,0,0,0,0,0.309490810909042,0,0,0,0,0,0,0,0,0,0.00895399669592811,0,0,0.0300995697668887,0,0,0,0,0,0.282161745184817,0,-0.0713893561050868,-0.0165865663512351,0.00844588628248298,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.11321960739122,0,0.0431900806420806,0,0,0,0,0,0,0,0,0,0,0,0.179432162298669,0,0,0,0,0.0825175456062855,0,0,0.0760646723865247,0.0548636050245768,0,0,0,0.0647601284111321,0,0,0,0,0,0,0,0,-0.0136947384237305,0.0105100815145564,0,0,0,0,0,0
X600585.SH,0,0.378089980359046,0,0,0,0,0,0.0704307824390404,0,0.0264066857511692,0,0,0,0,0,0,0,0.0279445722440353,-0.0303271047625248,0.0885462731280959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805784694992687,0,0,0,0,0,0,0,-0.144909825908249,0,0,0.275339289603968,0,0.00136481518710719,0,0,0,0,0,0,0
X601600.SH,0,0,0.191088423302169,0,0,0,0,0.0668741729257618,0,0,0,0.00585093564386258,0,0.0354562332878086,0,0,0,0,0.0993725478945874,0,0,0,0,0,0,0,0.102746293517759,0,0,0,0,0.0273296825728792,0.379433991787067,0,0,0.143819972114995,0.0939180757778036,0,0,0,0,0,0,0,0,7.60560760592333e-05,0,0,-0.00194050731378873,-0.0209064480403645,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0428052563048374,0,0,0,0,0,0,0,0.177324211547004,0,-0.0227618557376467,-0.015542674143905,0,0.0542894377908343,0,0,0,0,0,-0.0528704695762648,0.0530693049006788,-0.1011231782905,0,0,0,0,0.098807832169907,0.0739418796935425,0.0207512677914235,0,0.0698222851607836,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0210784494335263,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.020458415798627,0,0,0,0,0,0,0.0475600535508241,0,0.139590191663088,0,0,0,0,0.0174858914836137,0.324036807087584,0.0212109534032465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959079087522034,0.106860350205114,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,-0.00608695238987544,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0191048676671933,0,0,0,0,0,0,0,0,0.0776569713875324,0,0,0,0,0,0,0,0,0.205529951474618,0,0,0,0,0,0.0250702673079807,0,0,0,0,0,0,0,0.00288920162755458,0.110671086632344,0,0,0,0,0,0,0,0,0.306720200450171,0,0,-0.00185856521167868,0.00337665300480994,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.142030373472206,0,0,0.0781375215780188,0,0,0,0.0333500208592093,0,0,0,0.124733922242969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279631344131908,0,0,0,0,0,-0.000805402017373358,0.547642835125569,0,0,0,-0.0028482460703336,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0569681524258729,0,0,0,0,0,0,0,0,0.038464389973601,0,0,0,0,0,-0.0602489889857323,0,0,0,0.0874085697220581,0,0,0,0,0,0,0,0,0,0,0,0,0.0234472220509911,0,0,0.0274130415107352,0,0,0,0.089616961767601,0,-0.0167642162977331,-0.0601552298236748,0.106581102205733,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091286275064966,0,0,0,0,0,0.323825962910404,0,0,0,0,0,0,0,0,0,0,0.146581050060937,0,0,-0.0289109894299871,0,0.0531485897426673,0,0,0,0,0,0,0.0458409330355,0,0,0,0.0888413012548068,-0.0149016940190384,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253943112901961,0.117394341809737,0,0,0,0,0,0,0.165833856553518,0,0,0,0,0,0,0,0,0,0.0290481775384855,0,0,0,0,0.089372163730121,0,0,0.121526216154283,0,0.074920638108784,0,0,0,0,0,0,-0.0208421947512792,0,0,0,0,0,0,0
