,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600795.SH,X600019.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600021.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X600352.SH,X601158.SH,X000883.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X000027.SZ,X000060.SZ,X600660.SH,X000831.SZ,X002470.SZ,X002353.SZ,X600549.SH,X600863.SH,X600008.SH,X600578.SH,X000012.SZ,X600219.SH,X600307.SH,X000959.SZ,X000630.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.522624688298645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185022198301747,0.0296158459752701,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0722243954211372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00776664582352332,0.0211022378479849,0,0,0,0,0,0
X600028.SH,0.644179377001253,0,0,0.00775980066791469,0.0306702669042489,0,0,0,0.104756675765778,0,0,0,0,0,0,0,0,0,0.00578713297268042,0,0,0,0,0,0,0,0,0,-0.00722393547725778,0,0,0,0,0,0,0,0,0,0.0429554508215788,0,0,0,0,0,0,-0.0116748395122053,0,0,-0.0124823397695884,0,0,-0.00299728502861055,2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.273800490747605,0.212106091063973,0.00512940659488854,0,0,0,0,0,0.00250578815795917,0.0448113593494493,0,0,0.0188191208777393,0,0.0579555350256164,0,0.0852422533046541,0,0,0,0,0,0.0253491608372944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425722495193738,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0803963188534781,0,0,0,0.101956374058529,0.138907948222806,0,0,0.0839345469599093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154858079156536,0.0344039458194554,0,0,0,0,0,0,0,0,0,0.211597703912373,0,0,0,0,0,0,0,-0.00725375118853521,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.195688639569521,0,0,0.0209245237784225,0,0,0,0.142837765456987,0,0,0,0.00947663700969853,0.265841756528608,0,0,0.0951026326016502,0,-0.0636896433435565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515504203414019,0,0,0,0.173113754024684,0,0,0,0,0,0,0,0,0,0,0.0298411454351533,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.285861306559518,0,0,0,0,0,0,0,0,0,0.0524021250794801,0.0118973581603671,0,0.233482212279798,0,0.195132723791962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314391394638965,0,0,0,0,0,0,-0.00251650985120331,0,0,0,0,0,0,0
X601600.SH,0,0,0.100262503223256,0,0,0,0,0,0.0129466569709747,0,0.125384153846371,0.0753330948202344,0,0,0,0,0,0,0.000180967474202818,0,0,0,0,0.0447431012190891,0.0234703004346297,0,0,0,0,0,0,0,0.0970019680997082,0.0619041713684493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489449930284734,0,0,0,0,0,0
X600585.SH,0,0,0.338505583312927,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.161108563969277,0,0,0,-0.00126049150357423,0.00328289571194852,0.0370202484456616,0,0.0866921138861523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.121372975781922,0,0,0.150212536415121,0.247514771107991,0,0,0.10166909480889,0,0,0,0,0,0,0,0,0,0,0.176223614327291,0,0,0,0,0.0605469994591035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292108890990495,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158363429877598,-0.111017761501997,0,0,0,0,0,0,0,0,0.196439665936291,0,0,0,0,0,0,0,0,0,0,0,0.249857315101388,0.0158424898144379,0,0,0,0,0,0,0.0108700205971501,0.00228207498993395,0,0,0,0,0,0
