,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X002466.SZ,X600027.SH,X000898.SZ,X600111.SH,X600516.SH,X002460.SZ,X600176.SH,X600352.SH,X000709.SZ,X000786.SZ,X600219.SH,X600299.SH,X600801.SH,X000629.SZ,X600808.SH,X002271.SZ,X000825.SZ,X601158.SH,X600489.SH,X002110.SZ,X000630.SZ,X000553.SZ,X600157.SH,X000883.SZ,X600339.SH,X002470.SZ,X600985.SH,X600583.SH,X000027.SZ,X300072.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.222343948748768,0,0,0,0.00389335347069323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332532462113956,0.000654259698830852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813685578300719,0,0.0493183158028737,0,0.114820942524714,0.0616007867802513,0,0,0,0,0,0.0043923755357845,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.140964764407039,0,0.0107309868139248,0,0,0,0,0,0,0,0,0,0,0,0.0680333387528474,0,0,0,0,0,0,0,0,0,0.355981165486332,0,0,0,0,0,0,-0.0747220457835019,0,0.0578535982219751,0,0.0900050985999051,0,0,0,0,0,0.0449820339986917,7.34101501283875e-05,0,0.126368674647168,0,-0.0574210377039195,0,0
X601088.SH,0,0,0,0,0,0,0,0.00238345608719555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.131160808878059,0,0,0.0749241183045849,0,0.03271495090656,0,0,0,0.0026874685600088,0,0,0,0,0,0,0,0,0.102102780801486,0,0,0,0,0.0235860432573182,0.0968685798223401,0,0,0.0246090839916668,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182547408604305,0,-0.0653445548710477,0.222089271359617,0,0,0,0,0,0,0.205269946673393,-0.0352363466245496,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.00474034208198678,0.0142244889011523,0,0,0,0,0,0
X600019.SH,0,0,0,0.0039472994319495,0,0.0054205096479073,0,0,0.101250730816608,0,0,0,0,0,0,0,0,0,0,0,0,0.0472151114431676,0.0822987125806288,0,0,0.122872761566874,0,0,0,0,0,0,0,0,0,0,0,0,0.209234345160811,0,0,0.05444704564106,0,0,0,0,0,0,0,0,0,0,0.0140842829063976,0,0,0,0,0,0
X600309.SH,0,0,0,0.31984856263185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786748898759414,0,0,0,0,0,0,0,0,0,0,0,0.300360763360291,0,0,0.0198167004683879,0,0,0,0.0788475347491452,0,0,0,0,0,0,0,0.1632230351788,0,0,0.0272930461051832,0,-0.0164531167615566,0.0319090685764536,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469456544295657,0,0,0,0.499407390011278,0,0,-0.0981939574592544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517668985961485,0,-0.0638236700346953,0.0501242169013196,0,0,0,0,0.0658638189886943,0,-0.000452185227834592,0.0282270178621495,0,0,0,0,0.049105156078116,0
X600010.SH,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10982932997711,0,0,0,0.306922163746278,0.0366330265976494,0,0,0,0,0,0.253739152596945,0,0,0,0,0.108748254130665,0,0,0,0,0.0826824856846803,0,0,0,0,0,0,0,0.0133292656331728,0.0726736333658587,0,0,0.021335620400367,-0.017938759210104,0,0,0,-0.160156548763931,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388978388053548,0,0,0,0.0450621535340615,0,0,0.144230071510388,0,0.0384616894036424,0.00960271747819033,0,0,0.0164730816954761,0,0,0,0,0,0,0,0,0,0.0395882733377838,0,0,0,0,0,0,0.0402606038143787,0,0,0.0911296996572256,0,0,-0.0235697971292237,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.160583312538041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499245296141275,0,0,0,0.136342641686929,0.0245513646519286,0,0,0,0,0,0,0,0,0,0,0.0338007712879948,0,0,0,0,0,0.106217588411624,0.0751615955872024,0.0199918203680708,0,0,0.0154587795364419,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0443130604790988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00597237957621025,0,0,0,0,0,0,0,0.0384138923974214,0,0,0,0,0,0,1.01069128750211,0,0,0,0.0110736042660323,0,0,-0.0837703355240689,-0.0198217846376177,0,0,0,0,-0.0469992304547566,-0.0087488823800811,0.0265376432057599,0,-0.0548758009103448,0,0.000198429834443024,0,0
X601991.SH,0,0,0,0,0,0,0,0.0757582724344162,0.163631484432241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214712370029926,0,0,0,0,0,0,0,0,0,0,0,0,0.0314605907046772,0,0.0356395719643609,0,0.0111259394601816,0,0.100770026686097,0.113381508177383,0,0,0,-0.00750763970544379,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0194032630581388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666112816834311,0,0,0.00691847642410468,0,2.16840434497101e-19,0,0.0368699886980863,0.178822054147618,0,0,0.221713585692153,0,0,0,0,0,0,-0.0233124630089206,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.000980202035525083,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.00803969159251056,0,0,0,0,0,0,0,0,0,0.118500021512749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133597183568191,0.0595631073515749,0,0,0.0831488594773424,0.0835251680215321,0,-3.46944695195361e-18,0,0,-0.0182416296884099,0.0396562693310065,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,-0.0100442983622491,0,0,0,0,0,0,0,0,0,0,0.0838368118326315,0,0,0,0.0343118040331865,0,0,0,0,0,0.218736749287917,0,0,-0.0232399816668458,0,0,0,0,-0.0294091703427296,0,0,0,0,0.0370787425176903,-0.047927796124752,0,0,0,0,0,0,0,0,0.121463072817724,0.00553573865957405,0.0577416135385236,-0.0347633523813566,0,-0.0896098148698824,0,-0.245938930826098,0,0
X600362.SH,0,0,0,0,0,0,0,0.229351773291274,0.161419967051234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114277118024957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338972768490968,0,0.180041461148422,0,0.00690518790924326,0,0,0,0.0390782040790239,0,-0.0177648132717233,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.177305856281162,0.080032568037743,0,0,0,0,0,0,0.02343480687397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969007705506499,0,0.0157775426993315,0,0,0,0,0.242841442263668,0.193015236355228,0,0.0248517065749972,0,0,0,0,0,0,0,0,0
