,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X600176.SH,X000983.SZ,X601699.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X000408.SZ,X000807.SZ,X600096.SH,X600219.SH,X000723.SZ,X000831.SZ,X600378.SH,X600489.SH,X002080.SZ,X000933.SZ,X600348.SH,X000932.SZ,X600157.SH,X000539.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0089456514223899,0,0,0,0,0,0,0,0,0.0270867067856246,-0.0211355659264023,0,0,0,0,0.147660164465833,0.0799973450273293,0,0,0,0,0,0,0,0,0,0.0560205358247716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362791221932275,0,-0.00334019931110478,0,0,0,0.00774145837024661,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.374058209557267,0,0,0,0.0268398876382392,0,0.0358851389435915,0,-0.0066557804922032,0,0,0,0.101879932054696,0,0,0.0258237448034638,0,0,0,0,0,0,0,0,0.0136010986987111,0.0567197228937646,0,0,0,0,0,0,0,0,0,0,-0.0248518404729333,-0.167102749113794,0,0,-0.00713780913206474,0,0,0,0,0,0,-0.0519472221801308,0.037995648680632,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00895746074310678,0,0,0,0,0.0436963955881626,0,0.084907385588315,0,0,0,0,0,0.00661741573224959,0.0412377601372138,0,0.0739678928105157,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.037712341158749,0.00213078005330212,0,0,0,0,0,0,0.11316271411365,0,0,0,0,0,0,0.0201417577620867,0,0,0,0,0,0.0150482268897618,0,-0.035530041817841,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.2019160668291,0,0,0,0,0,0,0.106390794512805,0,0,0,0,0,0,0,0,0,0,0,0.329428348485965,0,0,0,0,0,0,0,0,0,0,0,-0.12417360033391,0,0,0,0,-0.113102785268699,0,0,0.0275800029522203,-0.0304597587940769,0,0,0,0,0,0
X600188.SH,0,0.759915240857037,0,0,0,0,0,0,0,0,0,0,0.0393982017696368,0,-0.289022727717179,0,0,0,0,0,0,0,0,0.128391692788798,0,0,0,0.117926915658954,0.0323206893333458,0.107154965877586,0,0,0,0,0,0,0,0,0,-0.065066365362425,-0.0239080711116468,0,0,0,0.247340119371583,0.046976479543417,0,0,0,0,0,-0.0132552718820449,0.01112250263131,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0154494665153825,0,0,0.613613757629033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545905049323227,0,0,0,0.140276384705315,0,0,0,0,0,0.00110668414658286,0,0.0683722297624574,0,0.0543531008373861,0,0,-0.0439959942778315,0,0,0.013560836029105,-0.00389660496534198,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.064481962306534,0,0,0,0,0,0,0,0,0.481728460228018,0,0,0,0,0,0.0325371280515379,0,0,0,0.0856386888193265,0,0,-0.0827430562688421,0,0,-0.00110063389862049,0,0,0,0,0,0,0.169229331636075,0,0,0,-0.00883128283883372,0,0,0.00440358111739165,-0.00507107433322377,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0809750393015668,0.615573371896348,0,0,0,0,0,0,0,0.0979577327091242,0,0,0,0,0,0,0,0,0,0,0,-0.0327937194440631,0,0.0406960109748471,0,0,0,0,0,0,0.0714192860638291,0,0.143496789342119,0.0096565126770107,0,0,0.012954471927536,0,0,0,0,0,0,0,0,0,-0.0375935003125276,0.014528374244155,-0.00866442641575072,-0.0852072249873098,0,0,0,0,0
X000792.SZ,0,0,0,0,-0.0111834433823443,0.360109788211466,0,0.156766143897213,0,0,0,0,0,0.0543211771796842,0,0,0,0,0,0,0,0.0318377820549356,0,0,0,0,0.0850907852765418,0,0,0,0,0,0,0.0363276146311968,0,0,0,0,0,0,0,0,0,0,0,0.0118804529902705,0,0,0,0,0.0277699914964265,-1.0842021724855e-19,-0.0175692950449503,-0.098757146850486,0,0,0,0,0
X600019.SH,0,0,0.0897671408899606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121277655897308,0.225984905422958,0.193380072876041,0,0,0,0,0,0,0,0.133667189937061,0,0,0,0,0,-0.011859566109681,0,-0.00466020860285631,0,0,0,0,0,0,-0.0388491720792344,0,0,0,0,0.102587194444608,0,0,0,0,0.0189301303474783,-0.0253991675167375,0,0,0,0,0,0
