,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600188.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600886.SH,X002460.SZ,X600547.SH,X300072.SZ,X600516.SH,X601992.SH,X600111.SH,X000898.SZ,X600176.SH,X600027.SH,X600352.SH,X000786.SZ,X000553.SZ,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X000408.SZ,X600426.SH,X002271.SZ,X601158.SH,X600315.SH,X000830.SZ,X601699.SH,X600489.SH,X000883.SZ,X600157.SH,X600219.SH,X600808.SH,X600583.SH,X600339.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.144231478999793,0.160396218280399,0,0,0,0,0,0.0336702504969767,0.0271372735575928,0,0,0,0,0,0,0,0,0.0487115190928379,0,0.0972861197090702,0,0,0,0.030269621143007,0,0,0,0,0.0668657153846444,0,0,0,0,0.0299271283103763,0.00178395835785713,0,0,0,0,0,0,0,0,0,0.0372395702769505,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.28371479905792,0,0.170381653864257,0,0,0,0,0,0,0,-0.0265543281817463,0.500935226918457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347676235355966,0,0,0,-0.0201258605942748,0.111539785672325,0,0,0,0,0.084057520088042,0,0,0,0,0,0,-0.0148074205818286,0,0,-0.0315486555099655,0,0,-0.172988660293621,0,0,0,0
X601088.SH,0,0.190756778418408,0,0.12329217659871,0.116237592854052,-0.0538427751457609,0,0,0.0113348233522837,0,0,0.274672838078168,0,0,0,0,0,-0.0416011648823851,0,0,0,0,0,0,0,-0.200064292891749,0,0,0,-0.0432491182468443,0,0,0,0,0,0,0,0,0,0.427888411501901,0,0,0,0,0,0,0.0140614830096177,0,0,0.00717649382060081,-0.0292441908353985,0,0,0,0,0,0
X600019.SH,0,0,0.288433365616089,0,0,0,0,0,0.305675624289121,0,0,0,0,0,0,0,0,0,0,0,-0.117755450278982,0,0,0,0,0,-0.0549618474121408,0,0,-0.0767378988495747,0,0,0.0500983157310379,0,0,0,0,0,-0.0886198606032968,0.0302725692913973,0,0,0,0,0.273148284365121,0,-0.0488332004580532,0,0,0.0194748635382857,0,0,0,0,0,0,0
X600585.SH,0,0,0.56892211822677,0,0,0,0,0,0,0.00351177527742674,0,0,0,0,0,0,0,0.0200041350351225,0,-0.0181684710708241,0.0896883467686763,0,0,0,0,0,-0.111387565124374,0,0,0,0,0,0,0,0,0.0798763560915454,0,0.0381534611399311,0.203944397499624,0,0,0,0.0717519891084904,0,0,0,0,0,0,-0.00659493934324296,0.05416010059008,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0881373539173378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590088737166323,0,0,0.00652067749219458,0,0,0.446497174238484,0,0,0,0.145130017112889,-0.0383536555302354,0,0,0,-0.0488758356141636,0.290903127421518,0,0,0,0.112613493138841,0,0,0,0,0,0.00807152760501658,0,0,0,-0.00987789226277676,-0.0256249298405298,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485569221016593,0.139770787037422,0,0,0,0,0,0,0,0,0,0.0562818585107092,0.106782641222666,0,0,0,0,0,0,0,0,0,0,0,0,0.14429706884631,0,0,-0.0150427991901045,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0961693052396771,0,0,0,0,0,0,0,0,0,0,0,0.0097547937209292,0.0253203862979296,0.0107999371535032,0.131196691962569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036875898453095,0,0,0,0,0,0.00156378264338748,0,0.00251288959287006,0,0,0,-0.0136545230428843,0,0,0,0,0,0
X600188.SH,0,0,0.478934699462813,0.178279018530628,0,-0.0536691212135116,0,0,0,0.0752682609746055,0.216346526342293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243438270535025,0,0,0,0,0,0,0,0,0,0,0,0,0.146108505008389,0,0.181765286666225,0,0,0,0,0,0.131932571919063,0.178591313495381,0,0,-0.0222895280658341,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.328705119094887,0,-0.202893392340945,0,0,0,0,0,0,0,0,-0.106317656714282,-0.236869120988985,0,0,0,0,0,0,0,-0.0484146348925779,0,0,0,0,-0.144765817596393,0,0,0,0,-0.153221596692532,0.184847693938734,0,0,0,0,0,0,0,0,0,0.247462237799426,0.0177404339087991,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.032158270265857,0,0,0,0,0,0,0,0,0.559516696435849,0,0,0.0850020099995145,-0.0344767566701223,0.0785501777983027,0,-0.0455202630434605,-0.0266055540415024,0,-0.0334672678928795,0,0,0,0,0,0,0,0,0,0,0,0.0758815829446208,0,0,0,0.0110749597914907,0,0,0,0,0,0.0148383907520412,-0.00190404384431204,0,0,0,-0.0378190678713677,0,0
X600688.SH,0,0.202564483871629,0.122198399217527,0,0.00293677413440998,0.00926894657382423,0,0,0,0.0479799327963832,0,0,0,0,0,0,0,0,0,0.0499265606848645,0.0291227449706346,0,0,0,0,0,0,0,0,0,-0.023139866036109,0,0,0,0,0,0,0,0.0199901387794625,0,0,0,0,0,0,0,0,0,0,0,-0.00561502676584316,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928411520035901,0.0787609691799593,0.0116802739425391,0,1.73472347597681e-18,0.0692952075805879,0,0,0.0110846374881005,0,0,0.107427549862557,0,0,0.0526437377190002,0,0,0,0,0,0.0856489881000534,0,0,0,0,0.0126923891519195,-0.0210820304396052,0,0,0,0,0,0
X600660.SH,0,0,0,-0.032485661678903,0,-0.098516018689186,0,0,-0.0506640568973395,0,0,0,0,0,0,0,0,0,0,0,-0.0980257974719748,0,0,0,0.347054893435897,0,0,3.46944695195361e-18,0,-0.210093170860463,0,0,-0.0258100219140026,-0.0726505092200368,-0.100044660739629,0,0,0,0,0,0,0,-0.0101297550231503,0,0,0.2986498183693,0,0,0,0.0442041275077137,0.0338777830802213,0,0,0,0,0,0
X600362.SH,0,0.04914384658139,0,0,0,0,0,0,0,0.133649333686952,0,0,0,0,0,0,0,0,0,0,-0.00223451343019226,0,0.0426771588922809,0,0.0289021791758118,0,0.128795900003716,0,0,-0.00529084767458356,0,0,0,0,0,0,0,0,0,0.124903389696781,0,0,0,0,0,0,0,0,0,-0.00328935273152877,0.000507934710366853,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955522428127596,0.0833235417693503,0.120775581494826,0.0261653786452799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539563077820262,0.0114888473860549,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024505310648564,0,0,0,0,0,0.150042093175608,0,0,0.0213069494409723,0,0,-0.0832810157527516,0,0,0,0,0.10029467744627,0,0,0,0,0,0,-0.0864229052186257,0,0,0,0.100836319162582,0,0.0438802092560851,-0.0313531098720472,-0.013838773751511,0,0.0330877720634041,0,-0.0768874939278932,0,0
X002460.SZ,0,0.206681321917638,0,0,0,0,0,0,0,-0.0221000702483181,0.870581861167259,0,0,0,0,0,0,0,-0.0847077747963456,0,0,0,0,0,0.157498811021473,0,0,0.0646144349244427,0,0,0,0,0,0,0,0,0,0.195747950101495,0.0502745576629188,0,0,0,0,0,0,0,0,0,0,0,0.0111136113080205,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235363695495108,0,0,0,0.00127731172246145,0,0,0,0,0,0,0,0,0,0,0,0,0.0950373372833785,0,0,0.789851295405314,0,0,0,0,0,0,0,0,-0.0104069110898481,-0.0056911515015211,0,0,0,0,0,0
X300072.SZ,0,-0.1784236127961,0,0,0,0,0,0,-0.11391497831209,0,0,0,0,0,0,0,0,0,0,0,0.236279720288763,0.0869468170577606,-0.0640701483129172,-0.0226397158520602,0,0,0,0.359052584982575,0,0,0,0,0,0,0.0583966878334406,0,0,0,0,0,0,0,0,0,0,0,0.442450712827079,0,0,-0.104723211400297,-0.0637103740452792,0,0,0,0,0,0
X600516.SH,0,0,-0.184050473015848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236159649788817,-0.148764714542244,0,0,0.057393764471306,0,0.0655842639277908,0,0,0,0.0390459462220759,0,0,0,0.639825959813122,0,0,0,0.00611713363744333,0,0,0,0,0,0,0.0400712916523841,0.00195850974432484,0,0,0,-0.098434592827204,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422628068551427,0.0482537495798652,0,0.194781233215318,0,0,0.361491497571536,0,0,0,0,0.0799824935732247,0,0,0,0,0.197038672578109,0,0.185716933480069,0.0730862015802508,0,0,0,0,0,0,0,0,0,0,0.0523706200649807,0.0946325402134238,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0101410810782874,0,0,0,0,0,0,0,0,0,0,0,0.141517800570333,0,0,0.107567778665017,0.0989455739279416,0,0,0,0.00872116247726393,0.169977123092425,0,0.0104890366297504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168334739217145,0,0,0,0,0,-0.0248557326917933,-0.0244403710468601,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629660156368956,0,0,0.00585286860680523,0,0,0,0.00769058404730448,0,0,0,0,0,0,0,0.330370606927576,0,0,0,0,0,0.227628404536609,0,0,0,0,0,0.132592092777367,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.0601798997334413,0,0.0264202265645965,0,0,0,0,0,0,0,0,0,0,-0.000243801347752521,0,0,0,0,0.368533180084342,0.264729029155903,0,0,0,0,0,0,0.187089664097115,0.0435367078859702,0,0,0,0.0571744369477443,0,0,0,0,0,0,0,0,0,-0.00195318700005496,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0480948733855016,0.1636293484713,0,0,0,0,0,0,0.396305358141049,0,0,0,0.161011278145004,-0.0240231124820933,0,0,0,0.0460801323414465,0,0,0,0,0.0420164659941908,0,0.0330347721134665,0,0,0,0,0,0.036613384285066,-1.73472347597681e-18,0,0,0,-0.0197483892526733,0,0,0,0,0,-0.0787561800343851,0,0,0,-0.018214528650079,-0.0147315079237392,0,0,0,0,0,0
