,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X600547.SH,X000898.SZ,X600111.SH,X600516.SH,X600886.SH,X600176.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X600027.SH,X002271.SZ,X000792.SZ,X000553.SZ,X601699.SH,X000408.SZ,X600299.SH,X601158.SH,X600808.SH,X600219.SH,X600489.SH,X000932.SZ,X000830.SZ,X000959.SZ,X000883.SZ,X002110.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.25572145794114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195285742831699,0.016844492754185,0,0,0,0.0477024456337308,0,0,0,0.0931116339732592,0,0,0,0.0507608273020953,0,0,0,0,0,0,0,0,0,0,0,0.00644560707624788,0,0,0,0,0,0,0,-0.00757308843655856,0,0.0223061023589002,0,0,0,0,0
X600028.SH,0.151907352172473,0,0.132247376971631,0,0,0,0,0,0,0,0.00783736181451212,0,0,0,0,0,0,0,0,0,0.249092557357798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584718039995484,0,0,0,0,0,0,0,0,0,0,-0.0256338131099022,0,0,0,-0.0202619052619008,0,0,0,0,0,0,0
X601088.SH,0,0.0333443971375302,0,0.448714792433585,0.128456067595177,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0265528714972666,0,0,0.0232122272590196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509627039234996,0,0,0,0,0,0,0,0,0,0,0,0,0.107835587692869,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.06016438112141,0,0.404661298829711,0,0,-0.0578468920050102,0,0,0,0,0,0,0.127854919671612,0,0,0,0,0,0,0.259130594738165,0,0,0,0,0,0,0,0.0871198822989926,0,0,-0.118545997576978,0,0,0,0,0,0,0,0,0.0765325439121742,0,0,0,0,0,0,0,0.00396622753269524,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.205982285423757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10447439493748,0,0,0,0,0,-0.130582330709277,0,0.0704450298364301,0,0,0,0,0,0,0.35350175306025,0,0,0,0.031319327889391,0,0,0,-0.0137774386301186,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0272614628256568,0,-0.0468313547623314,0,0,0,0,0.0210807543928355,0,0.102920189897048,0,0,0.232494287423992,0,0,0,0,0,0,0,0.0451669738909238,0.0324683066708304,0.0509097059674946,0,0,0,0.213506973029793,0,0.0326331401824392,-0.0339533505593274,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117630967967176,0.00108933980074661,0,0,0,0,0,0
X600011.SH,0,0,0,-0.103056504187739,0,0,0,0,0,0.0864662244394018,0,0,0,0,0,0,0.0522397140173639,0.00124075892291893,0,0,0,0,0,0.0564327257562877,0,0,0,0,0.0232053560798159,0,0.0879976212126883,0,0.0482792351487123,0.14978398078939,0,0,0,0,0,0,0,0,0,0.0610153642144206,0,0,0,0,0,0.00125235629423493,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.151049532430609,-3.46944695195361e-18,0,0,-0.00652132439500378,0,-0.183364269132764,-0.064746590402121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179160863183298,-0.152757109756319,0,0.0175392069640121,0,0,0,0,0,0,-0.113596398142541,0,0,0,0,0,0,0,0.0416128752838458,-0.170774979382356,-0.108613025098835,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14469709248242,0,0,0.147668618008052,0,0,0,0,0,0,0,0,0,0,0.0685191637353052,0,0,0,0.0535028833580644,0,0.14375444200962,0,0,0,0,0,0,0,0.00728619243946376,0,0,0,0,0.274879438582438,0,3.46944695195361e-18,-0.00442372797117225,0,0,0,0,0,0
