,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X601991.SH,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X000898.SZ,X600516.SH,X600547.SH,X600027.SH,X600111.SH,X601992.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X300072.SZ,X000786.SZ,X000932.SZ,X000709.SZ,X600808.SH,X600801.SH,X600426.SH,X600339.SH,X600583.SH,X000883.SZ,X601158.SH,X600219.SH,X601699.SH,X000830.SZ,X600985.SH,X000539.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.223261306798904,0,0,0.0654330685607409,-0.0588044404726395,0.0790753422004369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418691882727775,0,0,0,0,3.46944695195361e-18,0.210562146403699,0.0759851982266256,0,0,-0.0120727745738119,0.00570264059312028,0.0145980432367752,0,0,0,0,0,0
X600028.SH,0.083540375140258,0,0.189007241342905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113018035539792,0.155179002272576,-0.12690655372659,0,0,0.02555518702011,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0761217191067383,3.46944695195361e-18,0,0,0,0,0,0.00249091710976453,0.00879478530664086,0,0,0,0,0,0
X601088.SH,0,0,0,-6.93889390390723e-18,0,0.0341869538552047,0,0,0,0,0,0,0,0.254361260757913,0,0,0.374912607286564,0,0,0,0,0,0,0,0,-0.0284427332617562,0,-0.042572787505368,0,0,0,-0.0524926250980182,0,0,0,0,0,0,0,0,0,0,0.0876788802122861,0,0,0,0,0,-0.00994680750035292,-0.0251812585627947,0,0,0,0,0,0
X600585.SH,0,0,0.0616450460752504,0,0.147005034192675,0,0,0.103295171182459,0,0,0,0,0,0,0,0,0,0.0958185513920571,0,0,0,0,0,0,0,0,0,0.0310357763220036,0,0,0,0.21089164826579,0,0,0,0.292562166917398,0,0,0,0,0,0,0,0,-0.0176459233258353,0,0,0,-0.00588289182259735,8.67361737988404e-19,0,0,0,0,0,0
X600019.SH,0,0,0.0305173486431295,0.00800215831512861,0,0.0915548412469503,0,0,0,0,0,0,0,0,0,0,0,0,0.0631970002059761,0,0,0,0,0,0,0,0,0,0.165362231629825,0,0,0.0186973276356185,0.320691241882496,0,0,0,0,0,0,0,0,0,0.0486265402756008,0,0,0,0,0,0.00837249641914283,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0877529616344533,1.73472347597681e-18,0,0,0,0,0,0,-0.149737986603221,0,0.418149479391089,0,0,0,0,0,0,0,0,-0.00930319403870983,0.137739816083857,-0.149297838191703,0.273659341214745,0,0,-0.241086020009799,0,0,0,0,0,0,0,0,0.21231175452341,0,0,0,0,0.0307943670973796,0.0395162090024041,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0562136218133441,0,0,0,0,0,0,0,0,0,0.130730217186688,0,0,0,0.0515551941864339,0,0.695843723038007,0,0,0,0,0,0,-0.0389144824762401,0,0,0,-0.0384230084633476,0,0,0,0,0,0,0,0,0,0,0.159630162887521,-0.0116502998143263,0,0,0,0.00493915817589286,0.0168882455721657,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134023723747321,0.214335767702762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110952240040531,0,0,0,0,0,0,0,0,0,0.286316215774143,-3.46944695195361e-18,0,0.150607858639263,0,0,-0.0234331188907584,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.225829935678276,0,0,0.107540856731577,0,0,0,0,0,0.0246159575397375,0,0,0,0.0577882665983369,0.116326078948314,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063629875299849,0.0643071894079562,0,0,0,-0.00907645926880624,-0.00567583525368451,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.00975932481873708,0,0,0,0,0,0,0,0,0,0,0,0.263034366424525,0,0,0,0,0,0,0,0,0,0,0,0.0319978759255524,0,0,0,0,0,0,0.15714015455993,0,0,0,0,0,0,0,0,0,0,0.0387355380463283,0,0.0191403008970931,0,0,0,0,0,0
