,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600027.SH,X600157.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X600547.SH,X002466.SZ,X601992.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X300072.SZ,X600583.SH,X600549.SH,X601158.SH,X002075.SZ,X000883.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X000027.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X000012.SZ,X000983.SZ,X000060.SZ,X000761.SZ,X600021.SH,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.10535311254697,0,0,0,0.085875058638327,0,0,0,0,0,0,-0.00734503896771509,0,0,0,0,0,0,0.143226432851991,0,0,0.0163381438104016,-0.021600157291746,0,0,0,0,0,0,0,-0.0434226280135612,0,0,-0.00667234819544771,0,0,0,0,0,0,0,0.0107270947607524,0,0,4.33680868994202e-19,0.014244470022748,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.105688996494981,0,0,0,0,0,0,-0.0164547312897303,0.0358989734022558,0.0589907674410174,0,0,0,0.0109819764170393,0,0,0,0,0.0729121662028238,0,0,0.190891625126168,0,0,-0.0109305736663788,0,0,0,0,0,-0.0688179268190723,0,0,0,0,-0.0162652305613797,0,0,0,0,0,0,0,0,0.00717404011320506,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.292201684475774,0,0,0,0,0,0,0,0,0,0,0.015291685751693,0.0726592029280691,-0.0661433239091669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01821067019653,0,0,-0.0460913119924165,0,0,0,0,0.165633873762958,0,0,0,0,0,-0.0175606498229048,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0259020984194568,0.0469889108417502,0,0,0,0.0526300060882333,0,0,0,0,0,0.107809145090941,0.0110600566953063,0,0,0,0,0,0,0,0,0,0,0,0.230893940642929,-0.0374234077632334,0,0,0,0,0,0,0,0,0,0,0.0154757623160633,0,0,0,0,0,0,0,0,0,-0.028865381670947,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.150716348975029,0,0.39735507541921,0,0,0,0.0419148578613681,0.0458553637337945,0,0.00820943749699648,0.0419182959865247,0,0,0,0.0367952150703233,0,0,0,0,0,0.0373704023643948,0,0.00663137560759633,0,0,-0.0294155531574495,0,0,0,0,0,0,0,0.00869970035348445,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.276056247083828,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0506310665008248,0,0.0663299321094628,0,0,0,0,0,0,0,0,0.0306573549673162,0,0,0,0,0,0,0,0,0,0,0.0898221057846516,0.0240403899388495,0,0,0.0782252312487738,0,0.197599793503354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126209078445949,0,0,0,0,0,0,0
X600585.SH,0,0,0.306244157201404,0,0,0.0587190363034843,0,0,0,0,0,0.182605038961344,0,0,0,0,0,0,0.0679826756451045,0,0,0,0.124616246966843,0,0,0,0,0,0,0.123736031377475,0,-0.0347271640887296,0,0,0.19431536133021,0,0,0,0,0,0.0544951434726714,0,0,0,0,0,0,0,-0.0853639807352019,0,0,0,0,0.117614879733162,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0594833606693711,0,0,0,0,0.0185318239731397,0.089389251532168,0,0,0,0,0,0,0,0,0,0,0.0631654111065624,0.316098212907933,0.0239368541304842,0.00699541129631486,0.286750845774367,0.0387106806744229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929217722211859,0.0307743593804378,0,0,0,0,-0.0685524184364416,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00668308075144207,0,0.0532741990023328,0,0,0,0.0222696484989306,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.155383300483303,0,0,0.0100954586008576,0,0.0105117595725347,0,0,0,0,0,0,0,0.0745578588016645,0,0.00821434751108155,0,0,0,0,0.197669654421829,0,0.0416002356683108,0,0.0771279246667394,0.0885840716911091,0,0,0.00665388765216338,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0906568498916252,0,0.0713225451625514,0,0,0,0.147623839989192,0,0,0,-3.46944695195361e-18,0,0,0,0.0118573370112216,0,0,0,0,0,0,0,0,0,0.0848648143449312,0,0,0,0,0.038588297702271,0.103675759874679,0,0,0,0,0,0,0,0,0,0.261912641293106,0,0,0,0,0,-0.00326377772019134,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.191827108142405,0.0171477453467472,0,0,0,0,0,0,0.00886155726572671,0,0.0680693624542264,0,0.0143425482903649,0,0,0.00946001088322789,0,0,0,0,0,0.0377940482110749,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540927586085276,0.034010654371667,0,0,0,0,0,0,-0.00291287440225105,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.539989695172409,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0998179815098375,0.0356253977686817,0.0432667604798538,0,0,0,0,0,0,0,0.189815151036872,0.171687734408638,0,0,0,0,0.0577377571915429,0,0,0,0,0,0.00026721814776684,0,0,0,0,0,0,0,0,0,0,0.0270656467049644,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0459992133649977,0,0,0,0,0,0,0.00187847207210463,0,0,0,-0.00647563686705674,-0.00509369608804045,0,0,0,0.031095061591954,0,0,0,0.0070639107577176,0,0,0,0,0,0,0,0,0,0,0.211025694308793,0,0,0,0.049021117555936,0,0.128258557493442,0,0,0.106698691655577,0,0.0377050871795096,0,-8.67361737988404e-19,-0.0503753056005947,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.115495676213033,0.0473039419373831,0,0,0,0,0,0,0,0,0,0.0599661023633112,0,0,0.0354262344977054,0,0,0,0.0813066743101317,0,0,0,0.034863961454469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430100069672736,0.0225562272919935,0,0,0,0,0,0.0081579319724441,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0329855507240922,0,0.134131551157346,0,0,0,0,0,0,0,0,0,0,0,0.157783921856176,0,0,0.094617608462776,0,0,0.0630169015232396,0,0,0,0.126438646623049,0,0,0,0,0,0.0731061047585642,0,0,0,0,0,0,0,0,0.0581629127326593,0,0,0,0,0.0930720333680515,0.0254900206975777,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0813405250451011,0.108056386613438,0,0,0,0.0897051906525671,0,0,0,0,0,0,0,0.0624051347707431,0,0,0,0.144944326062506,0,0,0.114847140437041,0,0,0.116534965916108,0,0.0579460921888818,0,0,0,0,0,0,0,0,0,0,-0.108107595245561,0,0.35638110475994,0,-0.0247665002501383,0,0,0,0,-0.0244568712532346,0,0,0,0,0,0,0
X600362.SH,0,0,0.184571750430931,0,0,0,0,0,0,0,0,0.0663621468212257,0,0,0,0.128078346451055,0,0,0,0,0,0,0,0.189243901155447,0,0,0,0,0,0.0247216659227759,0,0,0,0,0,0,0,0.0137229008398395,0,0,0,0.165934984763231,-0.0337233972460071,0,0,0.287785213084598,0,0,0,0,0,-0.115484695123802,0.0887167749992215,0,0,0,0,0,0
X600886.SH,0,0,0,0.135238604640261,0,0,0,0,0,0,0,0,0,0,0,0,0.0859662227090413,0,0,0,0,0,0,0,0,0,0,0,0.0254884595306028,0,0.0711427873176183,0,0,0,0,0,0,-0.021058511417353,0.116006326233163,0,0,0,-0.00203093323804981,0,0,0,0.0152201812736983,0,0,0.107130564132868,0,0,0,0,0,0,0,0,0
