,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X000539.SZ,X600583.SH,X600352.SH,X000027.SZ,X600309.SH,X002466.SZ,X600660.SH,X600160.SH,X000630.SZ,X600098.SH,X000792.SZ,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600578.SH,X600863.SH,X600489.SH,X600315.SH,X600547.SH,X002004.SZ,X300072.SZ,X000629.SZ,X601918.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.184035905385735,0,0,0,0,0,0.0588959155271678,0,0,0,0,0,0.0184595774977295,0,0,0,0,0,0,0.130929288190632,0,0,0,0,3.46944695195361e-18,0,0,0,0.0836862793981854,0,0,0.00619362397214938,0,0,0,0,0,0.0484953562369595,0,0,0,0,0,0,0,0,0,0,0,0.00552084984097367,0,0,0,0,0,0,0
X600028.SH,0.517973005585758,0,0,0,0,0,0,0.0148612509822076,0,0,0,0,0,0,0,0.00382926642203986,0,0,0,0,0,0,0,0,0,0.0290091917566077,0,0,0,0,0,0,0,0,0,0,0,0,0.0739328576465561,0,0,0.0199332941854338,0,0,0,0,0,0,0,0,0.00384101976161922,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.304287430221178,0,0,0.170150493659338,0,0,0,0,0,0,0,0.112629797255023,0,0,0,0,0.0920314061016246,0,-0.0383806408300828,0,0.122146535267917,0,0,0,0.0231002651461922,0,-0.0383897047668381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560555329314426,0,0,-0.00738014606967952,-0.00324451179794053,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.472449589847812,0,0.0724074529153258,0,0.0597176044271917,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0175024431241024,0.0824101902956585,0,0,0,0.0845177171438863,0,0,0,0,0,0,0,0,0,0,0,0,-0.00739568674774666,0.00647074673280874,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232355489062892,0.213000057056832,0,0.192551703109042,0,0,0,0,0,0,0,0.0684888414590246,0,-0.0438032532785984,0,0,0,0,0.0402901035975881,0.100140093766164,0,0,0.149300531924986,0,0,0,0,-0.058791974886149,0.0509941575937419,0.148617036015378,0,0,0,0,-0.00409040452740774,-0.021493246224104,0,0,0,0,0,0
X600019.SH,0,0,0,0.0432453757198124,0,0,0,0,0,0,0.0279413139897009,0,0,0,0.0836961470780811,0,0,0,0,0.0422981730439558,0,0,0,0.168981007705074,0,0,0,0,0,0,0,0,0,0,0.228948258916278,0.0791282892971055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000761750642788998,0,0,0,0,0,0,0
X600585.SH,0,0,0.353862848122601,0,0,0,0,0,0,0,0,0,0,0.178053459107433,0.0431404020113053,0,0,0,-0.0610833074724412,0,0.0359555343771878,0,0,0,0,0,0.119483056306806,0,0,0.00811002300193414,0,0,0,0,0.0660268035556133,0,0,0,0.0848673538697323,0,0,0,0,0,0,0,0,0,0,0,-0.00311236700180047,-0.00532097706140419,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.423938327640582,0,0,0,0,0,0.117638531197948,0,0,0.0097615660547188,0,0.106823416094495,0,0,0.0808247935177071,0,0.0160295886474277,0,0,0,0,0,0,0,0,0,0,0.204113356303072,0,0,0.0753110634294522,0,0,0,0,0,0,0,0.0551277859222765,0,0,-0.0119421687817941,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111896482138353,0,0,0,0,0,0,0,0.0548762314340792,0,0,0,0,0.0105687340538986,0,0.0181060079986137,0,0,0,0,4.33680868994202e-19,0.0457632786247134,0.224289704324187,0,0.0260496691259286,0,0.0737914115687946,0,0,0,0,0,0,0,0,0,-0.00165041421506913,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0578880180441462,0,0,0,0,0,0,0,0.206857446331759,0,0,0.0153294650894525,0,0.101704968937417,0,0,0,0,0.0334255104076538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174314193679189,0,0.0697483943887809,0,0,0.173557227929055,0.0590228173946967,0.0385980393261149,0,-0.00386526639247575,0,0,0,0,0,0,0
X601991.SH,0,0,0.0589253163422188,0.409995455626198,0.0465904210957746,0,0,0.122227272123612,0,0,0,0.0541799001627982,0,0,0.00157966838892437,0,0,0,-0.0129210751755178,0.183003173026818,0,0,0,0,0,0,0,0.0104186044088432,0,0,0,0,0.00397560291377951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192452288849039,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425508015706862,0.176708301380609,0.0416619857108891,0,0,0,0.0696926434099698,0,0.124557021016299,0,0,0,0,0,0,0,0.203012249789196,0,0.00921567045862882,0.229074873043815,0,0,0,0,0,0,0,0,0,0,0,-0.0130630885326321,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0403538418215611,0,0,0,0,0,0,0.265816814390734,0.210578960172088,0,0,0.086647074590839,0,0,0,0,0,0,0,0.0278672283763204,0,0,0,0,0,0,-0.0433023136134307,-0.0276194778200484,0,0,0,0,0.0858990328256113,0,0,0,0,0.133068563483984,0,0,0,0,0,0,0,0,0,-0.0335400818680861,0.017925759098594,0.0444454541011461,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.716976860827844,0,0,0,0,0,0,0,0,0,0.203340499603936,0,0,0,0,0,0,0,0,0,0,0.116190212969242,0,-0.120132703198256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162631703611942,0,-0.0284100847446374,0,0,0,0,0
X601992.SH,0,0,0,0.292430003836658,0.0939823997370378,0,0,0,0,0,0.359034033782531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245687935082787,0.0563693988326815,0,0,0,0,0,0,0,0,0.0947405872068035,0,0,0,0.223913035604475,0,0,0,0,0,0,0.0237854356375811,0,0,0,0,0,0,0.0582344068678522,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.152978109593886,0,0.325964789858604,0,0,0,0,0,0,0,0,0,0,0.0250343052824894,0.0015193290187671,0,0,0,0.199521774923098,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492560131178002,0,0,0,8.67361737988404e-19,0,0,0,-0.0423255581703008,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.224161183679892,0,0.0207014551740612,0.0656091089438356,0,0,0.227002623932413,0,0,0.0271239358466391,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.127818592399022,0,0,0.0380144443694915,0,0.251892573144085,-0.00776886714496603,0,0,0,0,0,0,0.0132880151335688,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.103997589670798,0,0,0,0,0,0,0,0,0,0,0.0864823325208731,0.0502761536596211,0,0.0175669317761552,0,0.116520685288389,0,0,0,0,0,0,-0.0537445189436945,0,-0.0130922054723208,0,0,0.00435651202856735,0,0,0,0,0,0.399349496673402,0,0,0,0,0,0.027671838265393,0,0,0.0583872074678651,0,0,0.0440457869339201,-0.0354044968823685,-0.0187343192068469,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12114943879026,0,0,0,0.33256981715069,0,0,0,0,0,0,0.0673654877171383,0,0.211661429198749,0,0,0,-0.0526429887990832,0,0.0970595504442777,0,0,0.0126695826175703,0,0,0,0.0332446759168007,0,0,0,0,0,0
