,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600489.SH,X600111.SH,X600157.SH,X600886.SH,X601992.SH,X600309.SH,X600660.SH,X600623.SH,X300072.SZ,X002466.SZ,X600299.SH,X000792.SZ,X601158.SH,X002075.SZ,X600352.SH,X600583.SH,X000723.SZ,X000883.SZ,X000709.SZ,X600549.SH,X000898.SZ,X000408.SZ,X000983.SZ,X600176.SH,X000539.SZ,X002470.SZ,X000027.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X600021.SH,X000060.SZ,X600612.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0602602759262133,0,-1.73472347597681e-18,0,0,0,0,0,0.0195443487003697,0,0,0,0,0,0,0,0.067597788539081,0,0,0,0.0401990401239191,0,0,0.048765984088384,0.0291810153006725,0,0,0,0,0,0,0,0,0,-0.0356355840823487,0,0,0,0,0,0.0919946431683069,0,0,0,0,0,0,0,0,0,0,0.0364190342809159,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0473955170652437,0.180676166497694,0,0,0,0,0,0,-0.00124929772894274,0,0,0,0,0,0,0.0118271501317848,0.00529309457750503,0.0313687387634103,0,0.0127314368678831,0,0.0186875763583955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672583998522286,0.0511038583608139,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0834894619737308,0,0,0,0,0.0425535024866907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615722327678578,0,0.00573616529444551,0.0859995966590295,0,0,0,0,0,0,0,0.0894145838406369,0,0,0,0,0.0395723497159669,0,0,0,0,0,-2.16840434497101e-19,0,0,0.00199312385552823,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.121161597520444,0.0767275764205514,0,0.20436321856744,0,0.0797405308372219,0,0.0124532293072645,0,0,0,0,-0.0925737088955061,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0257890414861014,0,0,0,0,0,0,0,0,0,0.0203779398962493,0,-0.05445862410368,0,0,0,0,0,0,0,0,0.12321500225166,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0765115186884756,0.00104933836953757,0,0,0,0,0,0,0,0,0.501643215378265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347175056388588,0,0.0161948922315765,0,0,0,0,0,0,0.0475237580721703,0,0,-0.0093924603422241,-0.0161265100009391,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0884253365591798,0,0,0,0.0187207774445066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806575381420759,0.106352158255593,-0.083599319393429,0,0,0,0,0,0,0,0,0,0.0415198845397254,0,0,0,0,0,0.00156604304634265,0,0,0,0,0,0,0,0.209005222921166,0,-0.0195982298921971,3.46944695195361e-18,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00411717534093171,0,0,0,0,0,0,0,0,0,0,0,0,0.00263764760713185,0,0,0,0,0,0.045377469430759,0.091960287734919,0,0,0,0.142501265862387,0.0173435663499213,0.0680269049534242,0,0,0,0,0.0465252833126282,0,0.0931166826073859,0,0,0,0.07298761348261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443483456500782,0,0,0,0,0,0,0,0.104911899445439,0,0,0,0.0712483787992798,0,0.0896657907717097,0,0,0,0,0,0.0225283755028095,0,0.0394365932902179,0,0.00377641834113244,0,0,0,0,0,0,0,0,0,0.277388083960298,0,-0.0198258547160939,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408070459164319,-0.0717854183847357,0,0,0,0,0,0.302808279767369,0,0.037884862242735,0,0,0,-0.057219948126144,0,0,0,0,0,0.111955648461223,0,0,0,0,0,0,0,0,0,0.136222195736149,0.0399047421142264,0,0.0993572480440808,0,0,0.0218771475372837,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.0488125877473034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661501424072623,0.109290852210818,0.0831035412578473,0,0,0,0.0528765090058721,0.257923303298711,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0283041689849531,0,0,0.158158590400117,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.160410238698663,0,0,0,0.00489256121856394,0,0.0879738928539164,0.00734279384998775,0,0,0,0,0,0.0323032373252734,0,0,0,0,0,0.00376659863196691,0,0,0,0,0,0,0,0.0593396924724866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607045645758123,0,-0.00834273669377313,0.0181206233612753,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0478152430909794,0.00821911490668882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845853002218002,0,0,0,0,0.0439671196997714,0,0,0.157567125651119,0,0,0.0793680647753344,0,0.143858464414608,0,0,0,0,0,0,0,0,0,0.225005162284313,0,0.0355034127559163,0,-0.0222792514660968,0,0,0,0,0,0,0
X600188.SH,0,0,-0.0986014415801704,0,0,0,0,0,0,0,0,0,0,0,0,0.0224067857161024,0,0,0,0,0,0,0,0.182651369816482,0,0,0,0,0,0.154081767530638,0,0,0,0,0,0,0,0,0.382359877467125,0,0,0,0,-0.0953089156787478,0,0,0,0.129137244748685,0,0.245224087516609,0,0,0.0428411556624073,0,0,0,0,0,0
X601991.SH,0,0,0,0,-3.46944695195361e-18,0.0435144966910858,0,0,-0.0390660885254391,0.0259246630544962,0,0,0,0,0,0,0,0.0681743741356003,0.00584071103187272,0,0,0,0,-1.73472347597681e-18,0.0786922042948226,0,0.0390053942295604,0,0,0,0.0447340102585122,0,0,0,0,0.031437159799949,0,0,0.0473715701887962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443039545171584,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505634525328688,0,0,0,0,0,0,0,0.0149414042834486,0.029506620256089,0,0,0.0196125927395064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624382209735555,0,0.118486352190433,0,0,0.0169689754799846,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0453188273720339,0,0,0,0.0840007686587822,0,0,0,0,0,0,0,0,0,0,0.0429594148318426,0,0,0,0,0,0,0,0.0566309522716151,0,0,0.121638737902847,0,0,0,0,0,0.256961087317341,-0.0645659643475565,0,0.196032172179904,0,0,0,0.0598208710126275,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.615266689662216,0,0,0,0,0,0,0.331058334597603,0,-0.122024509089782,0,0,0,0,0,0,0,-0.154989874566775,0,0,0,0,0,0,0,0,0,-0.100371953547049,0,-0.109657270916988,0.0336104738717448,0,0,0,0,0.261419569637139,0,0,0,0,0.017661142309537,0,0,0.0547610100001522,0.0945799007264537,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.991935081278306,0,0,0,0.160017948067985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791194227637206,0,0,0.0611428587459129,0,0,0,0,0,0,0,0.0591274247597119,0,0,0,0,0,0,-0.117360317364516,0.140724295707123,0,-0.103214181973829,0,0.198775251588714,0,0,0,-0.0158975519796222,-0.080364677700884,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.135277936718717,0,0.027956098273637,0,0,0,0,0,0.0490567746776844,0,0,0,0,0,0,0.147123442113821,0,0,0,0,0.0121111913149508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541364921249934,0,0.261579885012639,0,0.0102901228168932,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.0237092707837338,0,0,0,0,0,0,0,-0.0422312522448574,6.93889390390723e-18,0,0,0,0,0.0675874220418876,0,0.0181319430807079,0,0,0,0.122463691353987,-0.043417887837893,0,0,0,0,0,0.0802434257330538,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00350760773805057,0.0734239052384192,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0752494436238892,0,0.0660903096823032,0,0,0,0,0,0,0,0,-0.0555229718323316,0,0,0,0,0.234756244499909,0,0.116866668785661,0,0,0,0.0635079159152985,0,0,0,0,0,0,0,0,0,0,0.0571567859731998,0,0,0.0365358940536617,0,-0.0568239429678787,0,0,0,0,0,0,0,-0.0179655715975525,0.0482582457365989,0,0,0,0,0,0
