,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600886.SH,X600660.SH,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X600801.SH,X000786.SZ,X600188.SH,X600489.SH,X600111.SH,X600352.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X600027.SH,X600176.SH,X600426.SH,X600299.SH,X601992.SH,X600529.SH,X600612.SH,X002080.SZ,X600315.SH,X600126.SH,X600219.SH,X002353.SZ,X002409.SZ,X000301.SZ,X000723.SZ,X000027.SZ,X000932.SZ,X600516.SH,X002075.SZ,X000883.SZ,X601158.SH,X000898.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0435004055416686,0,0,0,0,0,0.00375694177830253,0,0,0,0,0,0,0.137545032380535,0,0,0,0,0,0,0,0.0647144435240498,0,0,0,0,0,0,0,0,0,0.0524166519478233,0,0,0.00275565148327913,0,0,0.0586445580640309,0,0,0,0,0,0,0,-0.00565465986231343,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952659687116133,0,0,0,0,0,0,0,0,0.0451164329979423,0.0174751615475927,0.00776449713798478,0,0.0898359513545179,0,0,0.100586994461626,0,0,0.0608257453347359,0,0,0,0,0,0,-0.00171291825420807,0.00463533791921543,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0759686855816645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193531855393693,0,0,0.186062702664363,0.117710045016781,0.0555311473491578,0,0,0,0,0,0.0187531069059541,0,0.0483130513528207,0.00675178587389931,0.0667984429943548,0.0939061260496892,0,0,0,0,0,0,0,0,0,0,-0.00632128265746805,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0539678814531083,0.0973258794721153,0,0,0,0,0,0,0,0,0.536585959185525,0.00577433526802601,0,0,0,0,0,0,0.00771288568160353,0,0,0,0,0,0,0,0.0632686756933457,0.0386800203809484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414612407515351,-0.00524392886744092,0.0057156821110075,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0418880925009456,0.0450410283065778,0,0,0.180203936622189,0,0,0,0,0.0487882003220865,0.0679966080900517,0,0,0,0,-0.0149246857237401,0.0106894079148304,0,0,0,0,0.245497904428972,0,0,0,0,0,0,0,0,0,0.077244398720694,0,0,0,0,-0.0214016267150671,0,0,0,0,0,0,-0.00774039692144086,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.115298570361899,0.121498919572385,0,0,0,0,0,0,0,0,0.00153940353058883,0.0985374738831845,0,0.564494772089135,0,0,0,0,0,0,0,0,0,0,0,0.0281331802954886,0.205756339794315,0,0,-0.0266429936213486,0,-0.182100162188255,0,0,0,0,0,0,0,0,0,0,0,0,-0.000227342946889237,-0.0166631393012258,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0328026570127467,0,0,0,0,0.00582270327495885,0,0,0,0.144838663855692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981335653170849,0,0,0,0,0,0,0,-0.00831536876185016,0,0,0,0,0.176138823685998,0,0,0,0.0180071552039056,0,0,0,0,0,0.00845514121933731,-0.0128036831474367,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464705057230346,0,0,0,0,0,0,0.0282801211019812,0,0,0,0,0,0,0,0,0,0,0,-0.108535026624648,0,0,0,0.0342255115748491,0,0,-0.065606840079243,0,0,0,0,0,0,0,0,0,0,-0.0410249590934583,-0.0147584553375733,0.00121013351771867,0,0,0,0,0,0
X002271.SZ,0,0,0,0.110113547557256,0.0716293752461802,0,0,0,0,-0.0178620622978356,0,0,0,0,0,0,0,0,0.243832692761806,0,0,0,0,0,0,0.0735012265415571,0,0,0,0,0,0,0.0117336890273746,0,0,0.0853549132707569,0,0,-0.0357890159035862,0,0,0,0,0,0,0.017177687740413,0,0,0,0.215291733191346,0,-0.0160518759850458,-0.0192439012309163,0,-0.0560259570587734,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.154209024078024,0,0,0,0,0,0,0,0.148798994323744,0,0,0,0,0.144355449512092,0,0,0,0,0,0,0.146037529153075,0,0.161549895314764,0.0975321358832152,0,0,0,0.134020584547212,0,0,0.322307433893987,0,0,0,0,0,0,0,0,-0.00395523886806805,-0.0470589495020836,0,0,0,0.224986207284255,0,0
