,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X000708.SZ,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600516.SH,X002271.SZ,X002466.SZ,X000786.SZ,X600489.SH,X002460.SZ,X000898.SZ,X600176.SH,X600299.SH,X600426.SH,X601158.SH,X002353.SZ,X000883.SZ,X000709.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X600315.SH,X000630.SZ,X000027.SZ,X000553.SZ,X600985.SH,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0110187335613136,0,0,0,0,0,0,0,0,0,0,0,0.00582445905927051,0.0808859846394612,0,0,0.0539958663051871,0,0,0.0563475015166362,0,0,0,0,0,0,0,0.0902452943069791,0.0350984048919993,0,0.0770114532451538,0,0,0,0,0,0.0265679782293947,-0.0265251942186775,0,0,0,0,0,0,0,-0.00967257529156022,0,0,0,0,0.012375429653056,0,0
X600028.SH,0,0,0.0173979407817305,0,0.0281083374739816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318599941935297,0,0,-0.00984665644218956,0.101595308190764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550040700396371,0,0,-0.0163115789623499,0,0,0,-0.0502372352178714,0,0,0,0,0,0,0,-0.00481239239807143,0,0,0.264286368655713,0,0,0,0
X601088.SH,0,0,0,0.264394309891674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126878438384744,0.0639812761362652,0,0,-0.0620160510147161,0,0,0,0,0.0235587597953219,0.00999978316821303,0.0714850838097751,0,0,0,0,0.000713151917644619,0,0,-0.121018597159902,0.208009599811402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265189814868315,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696430876768111,0.0153107397290644,0,0.655889840392911,0,0,0,0,0,0.00305519714154945,0,0,0,-0.0858815015643906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099364882475295,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876086314756129,0,0,0,0,0.0505308631719913,0,0.0395017152199556,0,0.0498529310423931,0,0,0.115775014859982,0,0,0,-0.106029897140541,0.0933076768033338,0,0,0,0.0973927738240493,0,-0.0274030658878797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.222145535148377,0,0,0,0,-0.0499593152063618,0.12037366461275,0,0,0,0,0,0,0,0,0,0.0560895744458116,0.0575160549736683,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0406135517690336,0.0170079503520594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209020414411249,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180479709634348,0,0,-0.0358626459343646,0,0,0,0,0,4.33680868994202e-19,0.143311124999621,0,0,0.0687906406335419,-0.011868741949267,-0.0593484295652429,0,0.865569952180216,0,0,0,0,0,0,0.17725540766644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0080255568464441,0,0,0,0.106895912861185,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239606487966973,0,0,0.228216127081033,0,0,0,0.060645075758084,0,0,0,0,0,0,-0.0240977041835746,0,0.0889451233926707,0,0,0,0,0,0,0,0,0,0,-0.250158082619123,0,0,0,0.0131270843901358,-3.46944695195361e-18,0,0,0,0.00353677725315685,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000863433331236042,0,0,0,0,0,0,0,0,0.125581020096273,0,0,0.0568584171607607,0,0,0,0,0.0326721476679746,0,0,0.0196243490314615,0,0,0,0,0,0,0,0,0,0,0,0.0161298546239004,0,0.22089485837945,0,0.0395500860794154,0,0.00632845396765159,0,0,0,0,-0.00960902119493659,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177281696259351,0,0,0,0,0,0,0,0,0.0734558228725472,0,0,0,0,0.0139331161826711,0,0,0,0,0.086269833806154,0.0196781866495882,0,0,0,0,0,0,0,0,0,0,0,0.0406191263703235,0,0.0536233116047969,0,0.2463212437323,0,0.020420362664853,0,0,0,0,0.0113592698203446,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223212336879921,0,0,0,0.069624679018947,0.110467846630155,0,0,-0.233467823395881,0,0.0730342502615016,0.0491678345845393,0,0,0,0,0,0.10472654737042,0,-0.0620904733752172,0,0,0,0,0,0,0.157615826659825,0,0,0,0.1194705434985,0,0,0,-0.00360244251941093,0,0,0,0,0.0593874440583322,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0318875306188225,0,0,0,0,0,0,0.0558174322060022,0,0.0697204644565299,0.151894748509322,0,0,0,0.0211087531394047,0,0,0,0.101909281991308,0,0,0,0,0,-0.0451739397161449,0,0,0,0,0,0,0,0,0.0427778150928361,0,0.0983608852199465,0,0,0,0,0.0241250232868545,0,0,0,-0.00189740491703795,0,0
X600660.SH,0,0,0,0,-0.0632766197257697,0,0,0,0.0404002519415997,0,0.048420590115047,0.116131684027841,0,0,0,0,0,0,-0.0254622383639811,0,0,0,0.0178900432942201,0,0,0,0.140927003523648,0,0.0822398675932407,0,0.065143372452404,0,0,0,0,0,0,0,0,-0.0683384200686133,0,0,0,0.0132725113760809,0,0,0,0.0964725419721119,0,0,0,0,0.00630690744069673,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.151729797648647,0,0,0.209565220051876,0,0,0,0,0,0,0,0.0817907910489302,0,0,0,0,0.0629607981331015,0,0.055692682676749,0.015427362423805,0,0,0,0,0.0680624550637101,0,0,0.169780564346548,0,0,-0.0300529206642125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00252231463761726,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0512717527587468,0,0,0,0,0,0,0,0,-0.0162912547134812,0.0950848120353652,0,0,0,0,0,0,0,0.0520752950686665,0,0,0,0.0303952575810882,0,0.181528475074996,0,0,0.0578670429210761,0,0,0,0.108527944675842,0,0,0,0.0278690101106188,0,0,0,0,0.0740207970505933,0,0,0.0197156472314331,0,0,0,-0.0283210631575877,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229226657885086,0.0641907988298725,0,0.216493989107443,0.0680107508942908,0,0,0,0,0,0,0,0,0.0465919275032869,0,0,0,0,0.0618195227216613,0,0,0,0,0,0,0,0,0,0,0,-0.00528673715486257,0,0,0,0,-0.0394931970217729,0,0
X600795.SH,0,0,0,0,0.059560301762428,0,0,0,0,0,0.0142708911399376,0,0,0,0,0,0,0.05033704282696,0,0,0,0,0.0261650323979566,0,0.080219295940568,0,-0.0192836877237635,0.0374628471208513,0,0,0,0,0,0.0212745752181115,0.0058142162936573,0,0,0,0,0.0485399007036941,0,0,0.0151608422970846,0,0,0,0.0396554718995987,0,0,0.032954407641534,0,0.000626845439487285,0,0,0,0,0,0,0
X000708.SZ,0,0,0.27348101296165,0,0,0,0.156117981003012,0,0,0,0,0,0,0.280559571273116,0,0,0,0,0.200702146945293,0,0,0,0,0,0,0,0.057928895644915,0,-0.0878766471666268,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00814082844838228,0,0,0,0,0.021272998935358,0,0
X600352.SH,0,0,0,0.037850313095492,0.0620029849798373,0,0,0,0,0,0,0,0,0,0,0,0,0.0446297085576143,0,0,0,0,0.373582377059626,0,0,0.0577257016469273,0,0,0,0,0,0,0,0.122751010427842,0.0769092690663479,0,0,0,0,0,0,0,0,0,0,-0.212471332388193,0,0.111072968293642,0,0,0,0,0,0,0,0,-0.0154564572048725,0,0
X600688.SH,0,0,0,-0.0364742851190648,0,0,0,0,0,0,0,0,0,0.166440397811324,0,0,0,0,0,0,0,0,0.0395553442860483,0,0,0.0702707969766936,0,0,0,0,0.133234377742653,0,0,0,0,0,0,0,0,0,0,0,0.128354571145154,0,0,0.13339198793982,0,0.00568690935360508,0,0,0,0.00319700527137151,0.035987692212919,0,0,0,-0.0048633702545605,0,0
X600801.SH,0,0,0,0.567245465172586,0,0,0.060613626059138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318458114607142,0,0,0,0,0,0,0,0.222588360529512,0.0646326857739196,0,-0.0623584483983801,0,0,0,0,0,0,0,0,0,0,0,0.0243620304406064,0,0,0,-0.0206296333489972,0,0,0,-0.0318217137404464,0,0
X600111.SH,0,0,0,0,-0.00836838705488965,0,0.369694114054307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467305007359021,0,0,0.146095857160916,0,0.0996161818537302,0.260609285557477,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110993845162267,0,0,0,0,0.112270727173763,0,0,0.196020082295214,0,-0.0282996061569086,0,0,0,-0.0597459549943597,0,0
X000723.SZ,0,0,0,0,0.551798933700415,0,0,0,0,0,0,0.582748133747,0,0,0,0.256536758139783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190569743203506,0,0,0.245860875168635,0,0.35636151504033,0,0.416027170615213,0,0,0,0,0,0,0,0,0,0,0.0121576293084474,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0216193613587535,0.296671016287743,0,-0.270592069348264,0,0,0.159537446591892,0,0,0.0675935990144854,0,0,0,0,0,0.0337469867008712,0.0559149802864054,0,0,0,0.0726812066388241,0,0.0118728038736805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720638852899569,0,0,0,0,0,0,0,0,0,0,0.0309169873405294,0,0
