,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600803.SH,X600111.SH,X600010.SH,X002460.SZ,X000983.SZ,X600160.SH,X601699.SH,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X002128.SZ,X000807.SZ,X600985.SH,X000630.SZ,X000877.SZ,X600219.SH,X600176.SH,X601168.SH,X000408.SZ,X600348.SH,X000883.SZ,X600096.SH,X002353.SZ,X000027.SZ,X002271.SZ,X600995.SH,X000932.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0904375486011429,0.448304815460087,0,0,0,0,0.066351896615564,0.167197433448668,0,0,0,0,0,-0.149058709919306,0.0326995906178628,0,0.0446204828726471,0,0,0,0,0,0,0,0,-0.0447912418101215,0,0,0,0,0.0546636844506177,0,0,0,0,0,0,-0.0905936736654993,0,0,0,0,0,0,0,0,0,-0.0260816313002008,0,0,-0.00380871355276459,0.00638420633756823,0,0,0,0,0,0
X601088.SH,0.211092553803487,0,0,0,0,0,0,0,0.0392946246310196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283787417289821,0.00657018500953984,0.0511808512149812,0,0,0,0,0,0,0,0,0,0,0,0,-0.00591811160183251,-0.0376565442598339,0,0,0,0.0348512291199666,0.0516582805106376,0,-0.0252639462106417,0,0,0,0,0,0,0,0,0,0.0652524938127731,0,0
X600028.SH,0.489457444810471,0,0,0,0,0,0.0982696628981811,0,0,0,0,0,0.0426956069114672,0,0,0,0,0,0,0,0,-0.0160447584540097,-0.106234728806022,0,0,0.0141901121004199,0,0,0,0,0,0.000864015567008475,0,0.0573265418905897,-0.00313366030050588,0,0,0.0420450935721606,0,0,0,0,0,0,0,0,-0.0186564934814624,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0670103561049505,0.0855741137153573,0,0,0.126823644879087,0.00255227269852151,0,0,0.0140159913556216,0,0,0,-0.00245755177963391,0.0155251553555522,0,0,0,0,0,0,0,0,0,0,0,0.0116840104203516,0,0.0375485094098062,-6.93889390390723e-18,0,0,0,0,-0.118240377116592,0,0,0,0,0,0,4.33680868994202e-19,-8.67361737988404e-19,0,0,0,0.033832116355895,0,0
X600188.SH,0.0716785668866974,0.020732487831636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276869930113174,0,0,0,0,-0.0229513860833775,0.066588383853619,0.0971805615393438,0,0.217096625761512,0,0,0,0,0,0,0,-0.0637693191653411,0,0,0,-0.253927303388188,0,-0.102499391785657,0,0,-0.0941885001087462,-0.0208475169954989,0,0,0,0,0,0
X601898.SH,0,0.0585214310738131,0,0,0,0,0.0109644327780726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214421148072858,0,0,0,0,0,0,0.0538797003024911,0,0.23900223719439,0,0,0,0,0,0,0,0,0.173654129341491,0.0955892496789829,0,-0.051926885911182,0,0,0,0,0.202075335028217,-0.052453495449292,0,0,0,0.163191543810526,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285939454507556,0,0,0,0,0,0,0,0,0.0407990791694482,0,0,0,0,0,0,0.055366702097555,0,0,0,0,0,0,0,-0.0443962351768585,0,0,0,0,0,0,0,0.287974633884081,0.168579762212383,0,0,0,0,0,0,0,0,0
X600011.SH,0.0175245726924425,0,0,0,0,0,0,0,0,0,0,0,0,0.34405919887252,0,0,0,0,0.0653827744658223,0,0,0,0,0,0,-0.0755921132613715,0,0.223804789609847,0,0,-0.174348454506768,0,0.208352200467911,0,0,0,0,0,0,0,0,0,0,0,0.0418227222359984,0,0,0,0,0,0,0.0418195509528552,0.0282006303714271,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0153741900299168,0,0,0,0,0,0,0,0,0,0,0,0.0713228815923353,0,0,-0.0630723897719984,0,0.0650614039878893,0,0,0,0,0,0,0.282755031846495,0,0.0898612888159214,0.0646979387642941,0,0,0,0,0.308510642554898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0330207426153259,0,0,-0.0552166980406315,0,0,0,0,0.266626528361343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142981858548777,-0.0333815841568553,0,0,0.0682762262830763,0,0,0,0,0,0,0.0259170570030844,0,0,0,0,0,0,0,0,-0.222438740861052,0,0.00440069327205739,0,0,0,0.071601799826743,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.779525079390859,0,0,0,0,0,0,0,0,0,0,0,0.0138478718580844,6.93889390390723e-18,0.153029356439811,-0.0318292266914462,0,0,0,-0.0229682234690013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711764700803123,0.0729161156080069,0,0,0,0,0,0
X600585.SH,0,0.00890895081038432,0,0.0662363659378563,0,0,0,0,0.0452268847572441,0,0,0,0,0,0,0,0,0,0,0,0,0.139199568765538,8.67361737988404e-19,0,0,0,0,0,0,0,0.0502218180269785,0,0,0,0,0,0,0,0.0209581954480726,0,0,0,0,0.132366163365066,0,0,0.0957348441476339,0,0,0,0,0.0610820766078965,-0.0107377726622886,0,0,0,0.0770915442559232,0,0
X600660.SH,-0.040053591424426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652651712312628,0.0525864527849969,0,0.244028711037927,0,0,0,0,0,0,0,0,0,-0.0867071560728887,0,0,0,0,0,0.0273920998610375,0.0749545321378606,0,0,-0.055737709045412,0,-0.0513619045167436,0,0,0,0.0152141743391875,0,0,0,0.00376468775045929,0,0
X600795.SH,0,0,0,0,0,0,0,0.421842589192266,0,0,0,0,0,0,0,0,0,0,0.282026158525186,0,0,-0.0238447919463123,0,0,-0.0174886947433671,0,0.0578639381973539,0.0540808405264259,0,-0.0132225192544331,0,0.0213445273450583,0,0,-0.0348065556263506,0,0,0,-0.0224381891455089,-0.0048253467559334,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188988774218211,0,0,0,-0.0074586586782264,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211095156816572,0,0,0,0,0.0625967438924399,0,0,0,0.214045417881118,0,-1.73472347597681e-18,0,0,0,0,0.0721058956804602,0,0,0,0,0,0,0.0667233031027494,0,0,0.0665080037152925,0.0799931688200392,0,0,0,0,0,0.0310590828014749,0,0,0,-0.00879603986288698,0,0.0122203593215053,0,0,0,0,0,0
