,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600111.SH,X600801.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X600612.SH,X600299.SH,X000709.SZ,X002460.SZ,X600426.SH,X601158.SH,X002466.SZ,X000883.SZ,X000629.SZ,X600219.SH,X002353.SZ,X000630.SZ,X000027.SZ,X600583.SH,X000825.SZ,X600315.SH,X000553.SZ,X601699.SH,X600985.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457358510428665,-0.0112057296700842,0,0.0505522037806697,0,0,0,0,0,0,0.0658835384117356,0.0688357084195017,0,0.0819658267983271,0,0.0103375330756314,0,0,0,0,0.0764438614301561,0,0.017172531107032,0,0,0.069285389953451,0,0,0,0,0,0,0,-0.00247153547240906,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0677432431089995,0,0,0,0,0,0,0,0,0.0660519986300848,0,0,0,0.0252311374085217,0,-0.0456124878866343,0,0,0,0,-4.33680868994202e-19,0.0630412698898227,0,0,0,0,0,0.0594099756984476,0,0,0,0,0,0,0,0,0.0234432572202311,0,0,0,0,0,0,0,0,0,0,-0.02790917808415,0.025281661192881,0,0,0,0,0,0
X601088.SH,0,0,0,0.350603090053975,0,0,0,0,0,0,0,0,0,0.156461550830841,0,0,0,0.0674101139875538,0,-0.0296629976776356,0,0,0,0,0,0,0.0224315658096084,0,0,0,0,0.000399873337141887,0,0,0,0,0,0.0326930153829205,0,0,-0.0556199718017499,0,0,0,0,0,0,0,0,0,0,0.00648517726317002,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359963646709351,0,0,0.395823422618802,-0.0181172743784761,0,0,0,0,0.275135037538709,0,0,0,0,0,0,0,0,0,0,0,0.0194905782468132,0,-0.0365147982722119,0,0,0,0,0.029038295739173,0,-0.0136336207604039,0.0393317429477225,0,0,-0.0158120218263353,0.0230797099469068,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.229673051924645,-0.0239636838262517,0,0.317486755101571,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.00663246612138191,0.0330642778189388,0,0,0,0,0,0,0,0.163341591707819,0,0,0,0.0674265302109794,0,0,0,0,0,0,0,0.121704458475496,0,0,0,-0.0411884214333031,0.168299712919911,0,0,0,-0.115477546072199,-0.0234955761386473,0.0453794151772924,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.166086010332521,0,0,-0.0295522560847914,0.0112557308496882,0,0,0,0.151147849769348,0,0,0,0,0.0144949284906982,0,0,0,0,0,0,0,0,0.00020594310453188,0,0,0,0,0,0,0,0,0,-0.0248376818668297,0,0.17007980168477,0,0,0,0,0,0.101842931281614,0,0.0440284803638056,0,0,0,0,-0.0209587545955105,0.0266808688713949,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.296293955468413,0,0,0,0,0,0,0,-0.144958741217721,0,0,0,0.658696708291331,0,0,0,0,0,0.111612106899065,0,0,0,0,0,0,0.123635372056371,0,0,-0.0884144152934726,0,0,0,0,-0.216969853125145,0,0,0,-0.00183348499617445,0,-0.039581298943801,0.0172451345515013,0,0,0,0.00555851932298495,0,0
X600011.SH,0,0,0,0,0,0,-0.0807007006074092,0,0,0,0,0,0,0,0,0,0,-0.0140501502274843,0,0,0.0969920290128854,0,0.497305746533312,0.0065632739589412,0,0,0,0,0,0,0,0,0,0,0,0,0.0745289053304488,0,0,0,0.164432806935128,0,0,0,0,0,0,0,-0.207514345124739,0,0.0487882966095967,0,-0.00864580124199876,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497053238300101,0,0,0,0,0.0844243340671833,0.0595006934410993,0,0.0944652820762897,0,0,0,0,0,0,0,0.042363247001764,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0732284577455023,0,0.1484605573926,0,0.116899971294807,0,0,0.00895720110008084,-0.00264908843342741,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0467260402037305,0,0,0,0,0,0,0,0,0.257248834665052,0,0,0,0,0,-0.0082964658073784,0,0.0689954690513148,0,0.223853521160738,0,0,0,0,0,0,0,0.0942258085984191,0,0.0128583566576443,0,0,0,0,0.0693365149798705,0,0,0,0,0,0.102859835081976,0,0,0,0,0,0,0.0286719407761472,-0.0364866956460171,0,0,0,-0.0180451394635591,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391562867555248,0,0,0,0,0,0,0.0279383702227654,0.109449015969902,0,0,0,0,0,0,0,-0.0738625020525534,0,0,0,0,0.0400362790783689,0,0.0336525403332886,0,0,0,0,0,0,0,0,0,0,0,-0.00220423947860166,0.0106824741444219,0,0,-0.0181423764328095,0,0,0,-0.00519473763546444,0,0
X601600.SH,0,0,0,0,0,0,0.0110318623813162,0,0,0,0,0,0,0,0,0.0625616632352068,0,0,0.113747156245443,0.0562715685814569,0,0.0435125885339086,0,0,0,0,0.0807100700837899,0,0,0,0,0,0,0.113379278970957,0.102993283004408,0,0,0,0,0,-0.00275802293942589,0,0.0549682753228632,0,0,0,0,0,0.0664441213041777,0,0,8.9236512078575e-05,-2.16840434497101e-19,0,0,0,0.0089131720209244,0,0
X600660.SH,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0227076599162759,0,0,0,0,0,0,0,0,0.153643899675095,0,0,0,0,0,0,0.0642975001628562,0,0,0,0,0,0,0,0,0,0,0,0.0347284429747312,0,0,0.0996203202032658,0.0467042668603169,0,0.0106157091598363,-0.00377721869011469,0,0,0,0.0361393177631372,0,0
X600188.SH,0,0,0,0,0.0595610124125239,0,-0.0402015010185041,0,0,0.0557826719740346,0,0,0,0,0,0,0,0.0945834268207369,0,0,0,0,0,0,-0.00545110576815893,0,0,0.475292788063919,0,0.0498107962641057,0,0,0,0.0826098824019409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579746943275142,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180309301959633,0,0,0,0,0,0,0,0.0616711753321982,0,0.00622943111151988,0,0,0,0.35337037127833,0.0667350297127363,0,0,0.060812211680622,0,0,0,0,0.0944348234977003,0,0,0,0.0197517421408527,0,0,0,0,0,0,0,0,0,0,0.0117921932775145,-0.00735268325442008,0,0,0,0,0,0
