,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600027.SH,X600188.SH,X601991.SH,X600547.SH,X600157.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600309.SH,X600299.SH,X600489.SH,X600660.SH,X300072.SZ,X601158.SH,X600583.SH,X002075.SZ,X000883.SZ,X600549.SH,X000709.SZ,X000723.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002407.SZ,X000027.SZ,X000983.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X000761.SZ,X000060.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0912447316470839,0,0,0,0,0,0,0,0.0605784977769407,1.73472347597681e-18,0,0,-0.0124333272132674,0,0,0.178462444841959,0,0,0,0,0,0,-0.00133205600583136,0,-0.024385120047605,0,-0.0404882099071506,0,0,0,0,0,0,0.0151345457671211,-0.0382117287593948,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00547338622863708,0,0,0,0.0282412875636096,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.207766313931332,0,0,0,0,0,0,-0.0194770727150602,0,0,0,0,0,0,0,0.0128473028188725,0,0,0,0,0,0.191704670762133,0,0,0,0,-0.0605149971060901,0,0,0,-0.0369958388511023,0,0,0.0188743432598721,0,0,0,0,0.0312175411420743,0,0,0,0,0.0151093692505634,0.000473409657833677,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.029750959137388,0.27261401630759,0,0,0,0,8.67361737988404e-19,0,0,0.0269053761999668,0.0389063419805789,0,0,0,0,0,0,0.0331926020891866,0,-0.0680067615818398,0,0,0,0,0,0,0.02616045400302,0,0.080695826969248,0,0,0,-0.0194049846274446,0,0,0,0,0,0,0,0,0,0,0.0300729325841196,0,0.00906588741830948,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321871444266686,0,0.00430373259000857,0,0.100780001607567,0,0.0497225563971249,0,0.0767128274636124,0,0,0,0,0,0,0,-0.0245284145863812,0,0,0,0,0,0,0,0,0.25059895965961,0.0117155401310049,0,0.0221964282173834,0,0,0,0,0,0,0,0,-0.0141314448831339,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0618718646085974,0,0.0163540997588184,0,0,0,0.339713698001258,0,0,0,0.0281627876661889,0,0,0,0,0,0,0.00962220747862468,0,0,0,0,0,0.00076781994362974,0.142516798485617,0,0,0,0,0,0,0.0274730371465996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0369966062377964,0,0.0122982711782574,0,0,0,0,0,0.0625032257773762,0,0.0278254634172331,0,0.038289139874281,0.0430133231556398,0,0,0,0.341484209010986,-0.027193819121795,0,0.0331405952381508,0,0,-0.0667234758167952,0,0,0,0,0,0,0,0,0.0408777230497236,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670610178533332,0,0.176768094795942,0,0,0,0.0276977171115064,0,0,0,0,0,0,0,0,0,0,0,0.133294743941875,0,0,0,0,0,0,0,0,0,0.0782346620364741,0,0,0,0,-0.135668842129991,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0659244885358729,0,0.0434642985205964,0,0,0,0,0,0,0,0,0.0124807260705974,0,0,0.150593653171846,0,0,0,0,0.119247889571156,0,0,0.0131295103308695,0,0.0436833805587598,0,0.0857870036535774,0,0,0,0,0,0.161150504324455,0,0,0.00772043804744578,0,0.112265527892639,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028395583852157,0,0,0,0,0,0,0.106310289236337,0,0.146862698110383,0,0,0.20154100328909,0,0,0.07623500116513,0.252426133558203,0.0909246528861424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381337941410545,0,0,0,0,-0.0296356342217009,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0750599651860357,0,0,0.0355438008141541,0.0297047059201339,0,0,0,0,0,0,0,0,0,0,0,0,0.0594696613944222,-1.73472347597681e-18,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0114080304446192,0,0,0,0.0441756474724179,0,0,0,0,0,0,0,0.0253985374294562,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827011357793806,0,0,0,0.0630663147511517,0,0,0,0,0,0,0,0,0,0.0996257710920793,0,0.102487414264472,0,0.118706540071442,0,0,0,0,0,0,0,0,0,0,0,0.130109465007523,0,0,0,0,0.0382775974772899,0,0,0,0,-0.0597967910413129,0,0
