,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600188.SH,X600010.SH,X601600.SH,X000301.SZ,X600011.SH,X601898.SH,X600660.SH,X002271.SZ,X000708.SZ,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X601991.SH,X300037.SZ,X002080.SZ,X600795.SH,X000825.SZ,X000786.SZ,X600803.SH,X600219.SH,X600295.SH,X000408.SZ,X000959.SZ,X000983.SZ,X600027.SH,X000807.SZ,X600688.SH,X600141.SH,X002353.SZ,X000932.SZ,X000723.SZ,X002326.SZ,X000027.SZ,X000898.SZ,X600352.SH,X600096.SH,X600157.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.161558599488641,0,0,0,0,0,0,0,0,0.102581746653903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646614571098072,0,0.00648859042935941,0,0,0,0,0.0116914938257691,0.128718410563716,0,0,0.0455336332798561,0,0,0,0.0159026017703925,0.088095426032718,0.0292965992873164,0,-0.0180103034840642,0,0,0,0,0,0,0
X600028.SH,0.110093651472677,0,0,0,0,0,0,0,0,-0.011829353045446,0.016533822906562,0,0,0.0220345099213325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145785480572619,0,0,0,0,0,0,0.0245590520085314,0.0674217261263001,0,0,0,0.0142285558904665,0.042161123251368,0,0,0,0.0830521705614456,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0404754138184425,8.67361737988404e-19,0,0,0,0.0809922750957137,0,0,0,0,0,0,0,0,0,-0.0957056127784813,0,0,0,0,0.0469848834906054,0,0.101827540646415,-0.0475757874424075,0,0.152290058484858,0,0,0.0387150739273399,0,0,0.179426302347317,0.0913255982854702,-0.0056936656250513,0,0,0,-0.0228876612565689,0,0,0,3.46944695195361e-18,0.004327487414909,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0658913533495187,-0.0103363073126579,0,0,0,0,0,0,0,0,0,0,0,0.27109237388069,0,0.085642251964761,0.00784507146723529,0,0,0,0,0,-0.00315719000236203,0,0,-0.0361687094955074,0,0,0,0,0,0,0,0,0.0469814709511685,0,0,-0.00707039622001637,0,0,0,-0.0110983211473705,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.00360977284117115,0,0,0.108034005098348,0.655525847008889,0,0,0,0,-0.0113343258646191,0,0,0,-0.121354456885164,0,0,0,0,0,0,0.0696460327171704,0,0,0,0,0,0,0.118392759273149,0,0,-0.0688933532122223,0,0,0,0.0261468886139374,0,0,0,0,0,0.12705845773301,0,0,0,0,0,0,-0.0702397817408341,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0764637312688113,0,0,0,0,0,0.0288853037292835,0,0,0,0,0,0,0.129329285324436,0,0,0.154686238295789,0,0,0,0,0,0,0,0,0.153464479924188,0,0,0,0,0.00950640548701687,0.103462031207899,0,0,0,0,0,0,0,0,0,0,0.293719668578459,0,0,0,0,0,0.0832716757200803,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00362331824391696,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404566477378661,0,0,0,0,0,0.0470670664137931,0.00432894514008579,0,0,0.0508401984380899,0,0,0,0,0,0,0,0,0,0.555163198615191,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0508522454814707,0,0
X000792.SZ,0,0,0,-0.0335393026880711,0.0510011997816179,0,0,0,0,0,0,0,0,0.0141349887737818,0,-0.140263700524132,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730941205016856,0,0,0,0.0827545925369609,0.233756518513193,0,0.162461905925105,0,0,0,0.015604949877878,0,0,-0.278244626331032,0,0,0,0,0,-0.0487598848855985,0,0,-6.93889390390723e-18,0.08644457228076,0,0,0,-0.149615188109871,0,0
X600111.SH,0,0,0,0,0.163123402823031,0,0,0,0,0.0704448644484181,0.0455818844513613,0.284985746939038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825536122838288,0.291422424879649,0,0,0,0,0,0,0,0,0,0.0975528315909106,0,0,-0.336022037349405,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.337040100897848,0,0,0,0.2416892265977,0,0,0.0111598902638367,0.166047186878794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278424505233681,0.204928283994903,0,-0.0621802873366,0,0,0,0,0,0,0,0.137722874246082,0,0,0,-0.0234135603875387,0,0,0,0,-0.00956236210617651,0,0,0,0,0,0
