,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600362.SH,X600795.SH,X600426.SH,X000983.SZ,X600803.SH,X000786.SZ,X600096.SH,X000723.SZ,X000408.SZ,X601699.SH,X601991.SH,X600486.SH,X600219.SH,X600141.SH,X600801.SH,X002353.SZ,X600295.SH,X000807.SZ,X300073.SZ,X600027.SH,X600985.SH,X002080.SZ,X600157.SH,X000683.SZ,X000830.SZ,X000932.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0347081425263853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045072310914628,0,0,0,0,0,0,0.166194675047591,0,0,0,0,0,0.015933828287238,0,0.0450059323263745,0.0352319708738256,0,0,0.0184086209550219,0.00708016560399329,0,0,0,0,0,0,0.0771845446493465,0,0.245269440717821,0,0,0,-0.040143240045657,0,0,0,0,0,0
X601088.SH,0.00712447065941079,0,0,0,0,0,0,0,0,0,0.185633546560237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592960611840092,0,0.00518112781091128,0,0,0,0,0,0.124627690044159,0,0,0,0,0,0,0.205876289940904,0,0,0,0,0,0,0.0322368062405858,0,0,0,0,0.0507997812478149,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0148956870399553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106600704407353,0,0,0,0.00162188627188555,0,0.0806526621101497,0,0,0,0,0.0200973137307219,0,0,0,0.0296157639196594,0,0.0243965654971687,0,0.03175012746579,0.0188168649540726,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.00933779154005983,-0.0149860420002581,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0419843156277557,0.0307282520163904,0,0,0,0,0.140176753670358,0,0.0486297054251851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18616545600029,0,0,0,0,0,0,0,0,0,0,0,0,-0.00248895123710355,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0744411306064348,0,0,0,0,0,0,0,0,0.0973959429313701,0,0,0,0,0,0,0,0,0,0.152238096450115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34274882803026,8.67361737988404e-19,0,0,0,0.040088302423758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.149938390049356,0,0,0,0,0.0523875697660504,0,0,0,0,0,0,-0.0830259100656422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238671134960061,0,0,0.0672021393484937,0,0,0,0,0,0,0,0.512111502385113,0,0,0,-0.0841396848615885,0,0,0.180053336121321,0.083429794391971,-0.0775499731959146,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.451888842767172,0,0.199158877585496,0,0,0,0,0,0,0,0.0552043045131749,0,0,0,0,0,-0.0540630695975913,0.101146781868707,0,0,-0.0130696925736658,0,0,0.034687484483424,0,0,0,-0.0336530152465013,0,-0.0252546501538203,0,0,0.142027830717267,0,0,0,0,0,0,0.125708870097732,0,0,-0.0134403635679048,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0490227144035068,0.402848645773503,0,0,0.0665211870414786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403602254753895,0.0654736599557012,0,0.0501797082315096,0,0,0,0,0,0,0.377631886741189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480145953089614,0,-0.027622350405784,0,0,-3.46944695195361e-18,0,-0.0248031522048444,0,0,0,0.00856058144612252,0,0,0,0.0400103369051335,0.130671617060228,0,0,0,0,0.476179468525633,0,0,0,-0.0187773040292682,0,0,0,0,0,0
X002466.SZ,0,-0.102515023738463,0,0,0,-0.0291134034225142,0.819317576534501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166970009884328,0,0,0.0721842084571207,0,0,0,0,0,0,0,0,0.0710414951671706,0,0,0,0,0.0192250916997646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
