,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600011.SH,X600547.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600027.SH,X600111.SH,X002271.SZ,X601992.SH,X002460.SZ,X000723.SZ,X002466.SZ,X600176.SH,X600583.SH,X002353.SZ,X600516.SH,X000898.SZ,X600299.SH,X600426.SH,X000883.SZ,X600489.SH,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000792.SZ,X000629.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X000539.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0109961530083699,0.0420006710730049,0.154313556691898,0,0,0,0,0,0.00510066201551959,0,0,0,0.0678962007323615,0.0184342347506099,0,0.0179513672140867,0,0,0.00702569029377277,0,0.0283075283501938,0,0,0.111851055287246,0,0.0565968541559678,0,0,0.0112968579236045,0,0.0589477134384378,0,0,0,0,0,-0.0764374941052242,0,0,0,0,0,0,0,-0.00916378399130188,4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00698064933546922,0.0121180400490916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150208779367012,0,0,0.0437453548580053,0,-0.0585124465124663,0,0,0.0992888113056588,0,0,0,0,0,0,0,-0.00289283181929623,0,0,0,0,0,0,0,0,0.0241299455682302,0,0,0,0.0328253444741502,0,0
X601088.SH,0,0,0,0,0,0.3981465710197,0,0,0.00672839225706163,0,0.100009675413382,0,0,0,0,0.00274795875373232,0.147510863462608,0,0,0,0,0,0,-0.0363771325625538,0,0,0,0,0.06860400768504,0,0,-0.108018800188451,0,0,0,0,0,0,0,0,0,-0.0199844471489052,0.0850854971842588,0,0,0,0,0,0,0,0,-0.00940914550016484,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.151239125427615,0,0,-0.0299930822115277,0,-0.0428819326392501,0.0235089231396207,0,0,0,0,0.401281696568683,0,0,0,0,0,0.0925263848739584,0,0,0,0,0,-0.0346815015980393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166941425125057,-0.0233720946155835,0,0,0,0,0,0
X600309.SH,0,0,0,0.063398116512509,0,0,0.0650529635664281,0,-0.0758167884768002,0,0,-0.0415372018427116,0,0,0,0.132498407091001,0.0231470629835265,0,0,0.00435398997491664,0,0,0,0,0.211331765238699,0,0,0,0,0,0,0,0.0980802566438541,0,0,0,0,0,0,0,0,0,0,-0.0985509709585153,0,0,0,0,0,0,0,-0.0301208898971785,0.00727373596533071,0,0,0,0,0,0
X600019.SH,0,0,0.240900868249672,0,0,0,0,0,0.040580581722347,0,0,0,0,-0.0462516376229032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365374335739923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678555097593736,0,0.0126788793275727,0,0,0,0,0.0279217018945586,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0613132610858951,0,0,0,0,0,0,0,0,0,0,0,0,0.0620199430055048,0.359605635779447,0,0.106733586053153,0,0.0547962974224371,-0.130816316833707,0,0.0836592013201945,0.0455468357230487,0,0.0481150893927125,0,0.0749823469122625,0,0,0,0,0,0,0,0,0.0276773767700956,0,0,0,0,0,0,-0.0912653370559177,-0.0129686175876791,0.0248884249150828,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199993280996452,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0737223567899753,0,-0.108569310979515,0,0,0,0,0,0,0,0,1.31845206972338,0,0,0,0,0,0.170420755157325,0,0,0,-0.113315030865289,0,0,-0.0774695219493936,-0.0284487012965943,0.0122983890673775,0,0,0,-0.0153097700161316,0,0
X000708.SZ,0,0,0.774655675903857,0,0,0,0,0,0,0.140934493438997,0,0.118582519739378,0,0,0,0,0.0212667692687277,0,0,0,0,0,0,0,0,0.300831509923729,0,0,0.230118804523631,0,0,0,0,0,0.113557127067387,0,0,0.209102089889247,0,0,0,0,0,0,0,0,0,0,0.112212794604204,0,0,-0.0232552268622658,-0.0219037781125594,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0678949200570531,0,0,0,0,0,0.447742791442701,0,0,0,0,0,0,-0.340355138106218,0,0,0,0,0.0712674161399822,0,0,0,-0.0117745175983761,0,0,-0.0854841193227835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822527923914703,0.0318926380366056,0,0,0,0.0441695030077003,0,0
X600886.SH,0,0,0,0,0,0,0,-0.225776281074181,0.112199429362382,0.263786256387151,0,0,0,0,0,0,0,0,0,0,0,0.0290340479720064,0,0,0,0,0,0,0.0266244842379463,0.192740374111616,0,0,-0.204821076728402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377223602702451,-0.0116312646707892,0,0,0,-0.0309676035846613,0,0
X600010.SH,0,0,0,0,-0.0231889830737943,0,0,0,0.108330350248694,0,0,0,0,0,0,0.053550890262115,0,0,0,0,0,0,0,0,0,0.018919543153818,0,0.0964623580473028,0.0962541761339459,0.125413412932754,0,-0.0340393322228822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00194389257699485,0.0752932593691779,0,0,0,0.168517106521189,0,0
X601600.SH,0,0,0,0.195603237080898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451904946375062,0,0,0.0436218534821409,0,0,0.115125311689778,0,0,0,0.0129362188028,0,0,0,0,0,0,0,0,0,0,0.0580973446174648,0,0,0,0,0,0.0492325082004996,0,0,0.023004996766597,0.00117077009334731,0,0,0,0.0098564878470496,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0175233421211864,-0.0722544050243291,0,0.104978254712934,0.0683559186274658,0,0,0.0169129525003444,0,0,0,0,0,0,0,0,0.0570487939387437,0.0459504159344821,0,0.0180735381020658,0,0,0,-0.0484240176410702,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0166752951788389,0.0154367638032011,0,0,0,-0.00675659236710063,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.060150111597257,0,0,0,0,0,0,0,0.0394817643098998,0,0,0,0,0,0,0.078378797261015,0,0.107659521841245,0.0306274974051861,0.0588730799797317,0.00572518121452027,0.0638562817620155,0,0,0.101171993842039,0,0,0,0,0.00590519583341094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232156371077924,0,0,0,0,0,0
