,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X000792.SZ,X600583.SH,X601158.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X002470.SZ,X600660.SH,X600008.SH,X600808.SH,X000825.SZ,X000027.SZ,X000629.SZ,X600549.SH,X600021.SH,X600098.SH,X600315.SH,X600578.SH,X600307.SH,X601699.SH,X000983.SZ,X000060.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.495711267036557,0,0,0,0,0.0310572508693281,0,0,0,0,0.226790172715017,0,0.170600861324669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171932597492879,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.025680985649839,0,0,0,0,0,0,0,0,0,0.00812656693483836,0.00660309490755909,0,0,0,0,0,0
X600028.SH,0.453243705433242,0,0,0,0,0,0.0522452035518131,0,0,0,0,0,0,0,0,0.306809585307178,0,0,0,0,0,0,0,0,0,0,0,0,0.00268372948618909,0,0,0,0,0,0,0,0,0.0755611353659171,0,0,0,0.0370067284619312,0,0,0,0,0,0,0,0,-0.0689040717736919,-0.00698630045069214,0,0,0,0,0,0
X601088.SH,0.0135630967502621,0,0,0,0,0.0899886170159537,0,0.210366622367736,0,0,0,0,0.0289443579938442,0.143490221223543,0,0,0,0.076299581616506,0,0,0,-0.0235621415053308,0,0,0,0,0,0,0,0,0.0495904499346687,0,0,0,0,0,0,0,0,0,0,0,0,0.0209557014725912,0,0,0.316552175123113,-3.46944695195361e-18,0,0,0.00597955809983344,0,0,0,0,0,0,0
X600011.SH,0.105974977402826,0.000584530948457687,0,0,0,0.0135629534860958,0.0146266556278885,0,0.0306518383672411,0.0738909862147248,0.164478115771665,0.03357139062098,0,0.00492967025419354,0,0.0239156712880409,0.0749895558262415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800506892446547,0,0,0,0,0,0,0,0.363089073820326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172391108636526,0,0.0712316958275219,0,0,0,0,0.0952828911852999,0,0,0,0.0292108747319689,0,0,0,0,0.00763184118113962,0,0,0,0.0753973702070884,0,0,0,0,0,0,0,0.197564584961622,0,0,0,0.203556346584953,0,0,0,0,0,0.00170619098790581,0,0,0,0,0,0
X600019.SH,0.0210228262922113,0,0,0,0,0,0,0,0,0,0,0.116685574323446,0,0,0,0.0761193017659015,0.0735024817969426,0,0,0,0,0,0,0.247439720495396,0,0.157660354221855,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0438408563523896,0,0,0,0,0,0,0,0,0,0,0.00525793276602854,0,0,0,0,0,0
X601600.SH,0.0437827610302549,0.0119067050094922,0,0,0,0,0,0.444461393421773,0,0.055581385548818,0,0.0868820347995736,0,0,0.162078631129664,0,0.234461828595796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467582666834325,0.0571636087857059,0,0,0.0130176817361312,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144588195801375,0,0,0,0,0,0
X601898.SH,0,0,0.00801849057482696,0,0,0,0.065244807260973,0,0,0.129111706372765,0,0,0,0,0,0,0,0,0,0,0.0549136991566647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214914610631468,0,0,0.00893669671425996,0.100032253818682,0,0,0,0,0.0235169189004085,0,0.147373302861785,0.33609561002147,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0479758988248715,0,0,0,0,0,0,0,0,0,0,0.453027015464464,-0.0293498221298922,0,0,0,0,0.242671124657021,0,0,0,0,0,0,0.0242404261191832,0,0,0.059627786096646,0,0,0.118147023450131,0,0.0732303100189563,0,0,0,0,0,0.0502635474116357,-0.00420190989290642,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.253922819023789,0.0718210487207279,-0.0501772143613731,0,0.160061497839515,0,0,0,0,0,0.232994640430581,0,0,0,0.0788321220445266,0,0,0,0,0,0,0,0,0,0,0,0.0686148419733742,0,0,0,0,0,0,0,0.185363881016174,0,0,0,0.00352495861239995,0,0,0,0,0,0.0280126772888702,-0.00850758324410249,0,0,0,0,0,0
