,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X600886.SH,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X601991.SH,X600352.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X002075.SZ,X600489.SH,X000401.SZ,X000723.SZ,X600426.SH,X600126.SH,X601158.SH,X600219.SH,X000898.SZ,X002466.SZ,X000932.SZ,X000883.SZ,X002353.SZ,X000553.SZ,X600486.SH,X600516.SH,X600529.SH,X600583.SH,X600315.SH,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.108704786359316,0,0,0,0,0,0,0,0.102101563058393,0,0.00642187411085817,0.0512451161888134,0.00265167133843652,0,0,0,0,0,0.0842346426122361,0,0,0,0.0516482044556621,0,0.0485900552643319,0,0,0,0,0,0,0.0518741574709857,0,0,0,0,0,0,0,0.0504512121878149,0,0,0,0.00470348730683602,0,0,0,0,0,0,0
X600028.SH,0.0502485981945636,0,0,0,0,0,0,0,0.0547867407186504,0,0,0,0,0,0,0,0.00722478505108113,0,0,0,0,0,0,0,0,0,0,0,0.0662289438694102,0,0,0,0,0,0,0,0,0,0.122387060252401,4.33680868994202e-19,0,0,0,0.121298686346901,0,0,0,0.048417661454662,0,0,0,0.0106029102278029,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.490524884641842,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0200626598251924,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0755040761504017,0,0.0159164001084817,0,0,0,0,0,0.0171811108537638,0,0,0,0,0,0
X601088.SH,0,0.151474731967647,0.256202659677382,0,0,0,0,0,0.316843826461029,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.0546022510489546,0,0,0,0,0,0,0,0,0,0,0,-0.0566572174236733,0,0,0,0,0,0,0,0,0.0745730811607932,0,0,0,0,0,0,0,0,0,0,0,-0.0112017515758782,0.0172044477180891,0,0,0,0,0,0
X600309.SH,0,0,0,0.0150375439761742,0,0,0,0,0,0,0.0826632088714916,0.0633611388854201,0,0,0,0,0,0,0.0325380094260192,0,0,0,0,0,0,0,0,0,0.0688779706198397,0,0,0,0,0.0702950834146109,0,0,0,0,0,0,0,0,0.125110839642474,0,0,0,0,0,0,0,0,0.0241077722284932,0.0153025896821233,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0171351443591542,0,0,0,0,0,0,0.00824494966812172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027104495731179,0.460028758920112,0,0,0,0.03377748799736,0,0,0,0,0,0,-0.0105807670942903,0.109175040622084,0,0,-0.01769576258024,0,0,0,0.0155373116135801,0.045212984508039,0.0407658552587962,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0414525171186151,0,0,0,0,0,0,0,0.271673709173473,0.0530398108908495,0,0.0605048516917684,0,0,0,0.120924767677092,0,0,0,0,0,0,0,0.0147396379215189,0,0.0108805931398655,0,0,0,0.0184734924020842,0,0,0,0,0,0,0,0.00577812256432936,0.0261531224055478,0,0,0.0163386670707769,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0098364343034052,0,0,0,0,0,0,0,0.255171744167484,0,0.0469205601061873,0,0,0,0,0,0,0,0,0,0,0.0114378677103532,0.26759703481344,0.182461748383765,0,0,0.0862526201847382,0,0.0332665380104597,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0612285670974592,0,0,-0.162186696975642,-0.00750682605515054,-0.0294158973865037,0,0,0,0,0,0
X600011.SH,0,0,0,0.00824861058086309,0,0,0.09314582147357,0,0,0,0,0,0,0,0.00552538212061055,0,0,0,0,0.0226657955876862,0,0,0,0,0,0.493106325381765,0,0,0.0682051108070885,0,0,0,0,0,0,0,0,0,0,-0.0181907970597924,0,0,0,0.137897943166907,0,0,0,0,0.053385332026315,0,0,0,0.0180491663791878,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256529735974955,0.194730864720981,0.1704423648298,0,0,0,0,0,0,0,0,-0.173930117071847,0,0,0,0,0.129309230244705,0,0,0,3.46944695195361e-18,0,0.253504717071109,0,0,0,0,0.0232164720177529,0,0.139890995541938,0,0,-0.0170146238543837,0.0235344483834197,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.219469908171761,0,0,0,0,0,0,0,0,0,0.130887825449285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188469634543544,0,-0.0670725761185419,0,0,0,0.294330229167795,0,0,0.0376293440149318,0,0,0,0.33291834306927,0,0,0,0,-0.00675778044967181,-0.0234596587319651,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0.0141683803452638,0.0313795583408098,0,0,0,0,0,0,0,0,0,0.0687937607735269,0,0,0.0544044575069475,0,0,0,0,0,0,0.0281985783689065,0,0.421878486365811,0,0,0.020709465579234,0,0,0,0,0,0,0,0.0231490979475536,0,0.0958843427268071,0,0,0,0,0,0.0126245879754274,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.113836290968122,0.101892524294594,0,0.0305582721377625,0,0,0,0.0575184783383622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175294532644976,0,0.039016141456807,0,0,0.0275680070012293,0,0,0,0,-0.0366034026395601,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00562520430566627,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178811701496706,0.0434614328734876,0,0,0,0,0.0850526557044104,0.0989570622795052,0.171103422508946,0.0335304312380274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420242868894879,0,0.0439902254660199,0,0,0,0.00480378898416078,-0.00380228055000501,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0555172879729163,0,0,0,0.185004465182889,0,0,0,0,0,0,0.0263403342642061,0,0.0760706343386633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333153457031257,0,0,0.103763245070351,0,0,0,0,0,0.0984324660203193,0,0.0308637038495354,0.0185564061028374,0.0112444532600164,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00821253939568996,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.275509260332102,0,0.103881694865321,0,0,0,0,0,0,0.0203452252048481,0,0,0,0.0510346643052925,0,0,0,0,0,0.0537438029841783,0,0,0,0,0,-0.00742154430075268,-0.0188290404563238,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534404938780504,0,0,0,0,0.187598401949042,0.168373128279203,0.182725872233529,0,0,0,0,0,0,0,0,0,0,0,0.0498819493465178,0,0,0,0,0,0,0,0,0,0,0,0.00146528603738248,-0.0175050387969396,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347600760245131,0,0,0,0.0880178488590503,0.0780755670217297,0,0,0,0,0,0,0.119794894297143,0,0,0,0,0,0,0,0,0.015794928493814,0,0,0,0,0,0,0.0923343751243972,0,-0.0311747351006006,0,0,0,0.00724756151748435,0,0.0755009759619189,0,0,0,0
X600362.SH,0,0,0,0.172416590267274,0,0,0.0806567757794071,0,0.239250180010056,0,0,0,0,0,0,0,0,0,0,0.00832735997079136,0.013008807601618,0,0,0.180429355673492,0,0,0,0,0.0536479946333921,0,0,0,0,0,0,0,0,0.113295999276237,0,0.0843707689737667,0,0,0,0,0,0,0,0,0,0,0,0.0104648071103834,0.0179568935371289,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.285120959257876,0,0.151926667926158,0,0.0274113718947206,0,0,0,0,0,0,0,0.357799489982346,0,0,0,0,0,0.391330762126391,0,0,0,0,0,0,-0.0351679691420247,0,0,0,0,-0.077733582768362,0,0,0,0.0369125643830564,0,0,0,0,0,0,0,0.227915196497904,0,0,0,0.0372051828606139,0.0461924059266671,0,0,0,0,0,0
X000786.SZ,0,0,0.155180803577957,0,0,0,0,0,0,0.260457595779011,0,0,0,0,0,0,0,0.0230167768736511,0.0261217628506871,0,0,0,0,0,0,0,0,0,0,0.164407919791862,0,0,0,0,0,0.153551988847909,0,0,0,0.0284345003417103,0,0,0,0.0781102086864867,0,0,0,0,0,0,0,-0.00342464876927033,0.0202443751202515,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.0831351558432571,0,0,0.148152960686428,0,0,0,0,0.0113511850902575,0,0,0,0,0.283686076889342,0,0,0,0,0.0764173178360958,0,0,0,0.12715689153496,0,0,0,0,0.0699414467946169,0,0,0,0,0,0.0118935754979937,0,0,0,0,0.0410948527758435,0,0,0.00330812090699298,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0534158136944346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156502192203296,6.93889390390723e-18,0.201910847584952,0,0.0656915733650575,0,0,0.0890372304478948,0.0262608267427245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222574824843117,0,0,0.0466459516089069,0,0,0.00609712783860004,0.00691412016478634,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0.0883382687055501,0,0,0,0,0,0,0,0,0.00388770258843448,0.00469844700706926,0,0,0,0,0,0,0.291826807917082,0.00169938741355093,0,0.0346353312638546,0,0.048323606337688,0.0241727667512788,0,0.0114614879706851,0,0,0,0,0,0,0,0,0,0,0,0,0.0303837493599121,0,0,0.0310996636417403,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0358801434168561,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.152570577030495,0,0,0,0,0,0,0,0.00690384188142906,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.181725377742816,0.0865971386499757,0,0,0,0,0,0,0.057580446490238,0,0,0.0024853521605856,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.248639216663694,0,0.241175552412786,0,0,0,0,0,0,0,0.285459566404981,0,0,0.0186884956572967,0,0,0,0.0303106260481712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255470123884377,0,0,0,0,0,0.0469624826135861,0,0,0,-0.0183167257448566,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.0190282579671093,0,0,0,0.0810387414505371,0,0,0,0,0.020137803639546,0,0,0.111893816245732,0,0,0,0,0.0389983785294239,0,0.00288645187004506,0,0.259934915999691,0.0533571797859223,0,0,0,0,0,0,0,0,0,0.0896976929223619,0,0.0646422199710006,0,0.0757800360221639,0.047535153003712,0,0,0.0123476925450526,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0850461911469687,0,0,0,0,0,0.162667309443413,0,0.0264011583978805,0,0,0,0,0.186041371769655,0,0,0,0,0.100617348249612,0,0,0,0,0.00166392811548093,0,0,0,0,0,0.00817755855889223,0.0188540253529417,0,0,0.117003095715641,0,0.108994774284124,0,0.0016828536863497,0,0,0,0.0138455678653526,-0.00788024981961701,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,-0.0354828289946927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521289808432997,0,0,0,0,0,0,0,0,0,0,0,0.121473464677599,0,0,0,0,0,0.0504508905120439,0,0,0,0,0,0,0,0,0.146296718241543,0,0,0,0.0388820336897909,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.303109365404379,0,0,0,0,0,0,0.0912694712523971,0,0,0,0,0,0,0,0,0.0462853318045221,0,0,0.222003839020192,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0291604963679675,0,0,0.0829308972329637,0,0,0,0,0,0,0,0,0.00790417291639611,0.0144260826914034,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0.011068085751845,0,0,0,0,0,0,-0.311746359793118,0,0,0,0,0.179056551506255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285475865139102,0,0,0,0.467203757617007,0,0,0,0.0734839724413895,0,0,0,0,0.0510507176380109,0,0,0.0122779000893899,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.323409265879136,0,0.0195145578201331,0,0.0981666744619888,0,0,0,0,0,0,0,0,0,0,0,0,0.190431054347411,0,0,0,0,0.0608812209804143,0,0,0,0,0,0.0467858957041845,0,0.0224026369082137,0,0,0,0.0669022181719289,0,0,0,0,0,0,0,0,0,0,0,-0.00794073285370769,0.0053831729995443,0,0,0,0,0,0
X000401.SZ,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.742338248905664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636681355333504,0,1.53861771221638e-05,0,0.0366582550483274,0,0,0,0,0.0225898489149352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.0181656248518421,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,-0.0283479868250556,0,-0.154074275424025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145985479982923,0,0,0,0,0,0,0,0,0,0,0,0.196625448785665,0,0,0.0915419285765822,0.00778847487269825,0,0.603328185232561,0.135258393574704,0,0,0,-0.0924869292835751,-0.0163892208400954,-0.0500865881449073,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0.0257909452321799,0,0,0,0,0,0,0,0,0,-0.030629984056119,0,0,0,0.20496222947941,0,0,0,0,0,0,0.119713510005689,0,0,0,0,0,0,0,0,0.105374034147296,0,0,0.175737951034644,0,0.0174354520971983,0,0.180592629251167,0,0,0,0,0.0119793748711972,0.015847062248719,0,0,0,0,0,0
