,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X002466.SZ,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X000786.SZ,X002271.SZ,X600352.SH,X600795.SH,X601991.SH,X002353.SZ,X600688.SH,X600111.SH,X600176.SH,X601992.SH,X600027.SH,X000723.SZ,X600426.SH,X600583.SH,X600299.SH,X600516.SH,X600489.SH,X000898.SZ,X000553.SZ,X600219.SH,X000932.SZ,X601158.SH,X000792.SZ,X000883.SZ,X000709.SZ,X600612.SH,X600486.SH,X002080.SZ,X000401.SZ,X000630.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00557092755715392,0,0,0,0.035817455240087,0,0,0.0745307155380962,0,0,0.0140095286986418,0,0,0,0,0,0,0,0.330036496446236,0,0,0,0,0,0,0,0.0191200363627467,0,0.0737813638525607,0,0,0,0,0,0,0,0,0.0421741676967155,0,0.0730078157193398,0,0,0,0,-0.00650983272560144,0,0,0,0,0,0,0
X600028.SH,0.143259649557345,0,0,0,0,0,0,0,0.0525473061764025,0,0,0,0,0,0.0203843323818665,0.00242776770102349,0,0,0,0.0318641406466409,0,0,0,0,0,0.284572181131194,0,0,0,0,0,0,0,0.00755788380097151,0,0,0,0,0,0,0,0,0,0,0.0157379226039644,0,0,0,0,0,0,4.33680868994202e-19,-0.00908640317626627,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0055342194326692,0,0,0,0.0257245030938939,0,0,0.0287661502411049,0,0,0.0299368403236163,0.229381493186005,0,0,0,0,0,0,0,0,0,0.0683859609136113,0,0.0833991197427641,0,0.0203086055378155,0,0,0,0,0.0777322764057288,0,0,0,0,0,0,0,0,0,0,0,0.0189641272970792,0,0,0,0,0,0,0.00111195963656634,0,0
X600585.SH,0,0,0,0,0,0,0,0.0102731811539058,0,0,0,0,0,0,0,0,0,0.540510199120723,0,0,0.0158726300338044,0,0,0,0,0,0,0.010613379959953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299924248190095,0,0,0,0,0,0.0299134835913951,0,0,0,0.0395892448598687,0,0
X600309.SH,0,0,0,0,0,0,0,0.0267727644661742,0,0,0,0,0,0,-0.158215604825486,0,0.075146079264201,0.157529303613981,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0182577569063798,0,0,0,0.0878926952547058,0,0,0.00361345195892568,0,0,0,0,0,0,0,0.0449987956137514,0.25630946598384,0,0,0,0,-0.0234429967541255,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0684236211031063,0,0,0,0.120055191887842,0.0549820954227932,0,0.106798940467567,0.0553901665618597,0.0938696190907448,0,0,0,0,0,0,0,0,0,0.0593535722928123,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0358807639622999,0,0,0,0,0,0,0,0.000711986850207212,0,0,0,0.00558107144839288,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645824771394358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875393670124386,0,0,0,-0.0354747992663193,0,0.00480570103305172,0,0,0.128739167889987,0,-0.0138526147860269,0,0,0,0,0.026471132705075,0,0,0,0,0.0532228353286644,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0503202415493833,0,0,0,0,0,0.10531434095473,0,0,-0.0883595358607384,0,-0.360569660699792,0.24259595765898,0,0,0,0,0,0,0.160642652128811,0,0,0.0860072559645442,0,0.532093860056623,0,0,0,0,0.421301948001341,0,0,0,-0.213772391680545,0,0,0,0,0,0,0,-0.131095408685573,0,-6.93889390390723e-18,0,0,0,0,0.0190736659302923,0,0
X600011.SH,0,0,0,0,0,0,-0.0650795197056862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783477480435552,0,0,0.252798133930788,0,0,0,0.263342619399374,0.0102113680596847,0,0,0.0185467519424602,0,0,0.0347665192601023,0.151174089312814,0,0,0,0,0,0,0,0,0.0317799781105248,0.052094548042934,0,0,0,0,-0.00957785454559638,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.0559400352344161,-0.115011087608088,0,0,0,0,0,0,-0.0155737199089456,0,0,0,0,0,0,0.18532495225953,0,0,0.223232781472901,0,0,0,0,0,0,0,6.93889390390723e-18,0.196626705213373,0,0,0,0,0,0.368566196513263,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0421225438318744,0,0,0,0.0870537343908122,0,0
X600660.SH,0,0,0,0,0,0.217249407599432,0,0.01033081894963,0,0.0475507271265335,0,0,0,0,0,0,0,0,0,0.106778094384786,0,0,0,0,-0.103574779700346,0,0,0,0,0,0.00700015285870204,0,0,-0.0187460889564116,0,0,0.163312713906007,0,0,0,0,0,0,0,0,0,0,0,0,0.183420104860446,0,0,0.0199795844189772,0,0,0,0.0325190851776315,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364681200306476,0.00526104211010112,0,0.00050963450264316,0.324848013120327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519585588940322,0.193859821861521,0.15167020322435,0,0,0.0812780197956295,0,0,0,0,0,0,0,0,0.0742762529286996,0,0,0,0,0,0.00612506789736446,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.135011848656499,0,0,0,0,0,0,0,0,0,0,0.126084167560544,0,0,0,0.102396566121179,0.0609949665412545,0,0,0,0,0.101310429730518,0,0,0,0,0,0,0,0,0,0,0,0.06111167979553,0,0.132591547321752,0,0,0,0,0,0,0,0,0,0.00944915241717129,-0.00744369167010567,0,0,0,-0.0281991066045223,0,0
X600010.SH,0,0,0,0,0,0.346217533004289,0,0.0466612215883549,0,0.0172374068306164,0,0,0,0,0.022232617800885,0.0095731634428153,0,0,0.0160621584242457,0,0,3.46944695195361e-18,0,0,0,0.0471035372989562,0.0286056161143036,0,0,0,0,0,0,0,0.00551665399625039,0,0,0,0,0,0,0,0,0.206178942494007,0,0,0,0,0,0.125547084246844,0,0,0.00652562475340612,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.183229115854722,0,0.621767634490143,0,0,0,0,0.163696227638731,-0.0412311451342768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308729386626455,0,-0.351012145071234,0,0,0.060762907728292,0,0,0,-0.255576979556219,0,0,-0.117755567974183,-0.0418130045776121,0,0.397302604656121,0,0,0,0.14180240325429,-0.136313410821706,0,0,0,0.0478222480147041,0,0
X601600.SH,0.052758295891316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504329023329725,0,0.0342747927556001,0,0,0,0,0.270897535090425,0,0,0,0,0.252908723585048,0,0,0,0,0,0,0,0.0913916114479239,0,0,0,0.0534706437327565,0.0745765847538568,0,0,0,0,0,0,0.0277383070523926,0,0,0,0,0.0117817161952166,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0226632669335829,0,0,0,0,0,0,0,0,0,0.0537856040359286,0,0,0,0,0,0,0,0,0.11866533210679,0,0,0,0.12336901172334,0,0,0,0.0110487836548484,0,0,0,0.36964524649906,0.0255106512441115,0,0,0,0,0,0,0.078648252627637,0,0.0283395685388782,0,0,-0.0341940896047627,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.301004096986586,0,0,0,0,0,0,0,0,0,0,0.130905847737678,0,0,0,0,0,0,0,0.0647247543508435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.448707836025036,0,0,0,-0.0549268454914328,0.0500610215431396,0,0,0,-3.46944695195361e-18,0,0
