,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X000708.SZ,X600010.SH,X601699.SH,X000301.SZ,X600362.SH,X000877.SZ,X600426.SH,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X000807.SZ,X000630.SZ,X600985.SH,X000408.SZ,X600176.SH,X000786.SZ,X000933.SZ,X000932.SZ,X300037.SZ,X600612.SH,X600348.SH,X600219.SH,X601168.SH,X002128.SZ,X600995.SH,X600688.SH,X000629.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.643148768863729,0.20167518158159,0,0,0,0,0,0,0,0,0,0,-0.217061622632309,0,0,0,0,0.0232357375066706,0,0,0,0,0,0,0,0,0,0,-0.309255708089024,0,0,0,0,-0.148628124147444,0.0644507706230287,0,0.133507867615396,0,0,0,0.163718011147612,0,0,0,0,0,0,0,0,0,0,0.0403467903418942,0,0,0,0.0494992529060005,0,0
X600028.SH,0.593523438003777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349739645440661,0.0144869858873572,0,0,0,0,0,0,0,0,0,0,0,0,-0.110753135080826,0,0,0,0.0939830815479221,0,0,0,0,-0.0107069883224155,0.000228431171349664,0,0,0,0,0,0
X601088.SH,0.117128506479676,0.0722849632254663,0,0,0.0570818961060186,0,0,0,0,0,0,0,0,0,0,-0.0107733814120598,0,0,0,0,0.143135405221366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122897748418632,0,0.0437495489261154,0,-0.166473000844937,0,0,0,0,0,0,0,0,0,0,0.000263022946373072,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.361236205231544,0,0,0,0,0,0,0,0,0,0,0.0189732896296649,0,0,0,0,0,0,0.111447205085211,0,0.224447804657242,0,0,0.0635765453697814,0,0,0,0.133924670642205,0,0,0,0,0,0,0,0.18810167594963,0.278282210496669,0,0,0,0,0,0,0,0,0.222778352530831,0,-0.0171501685346498,0.0167242352826424,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0488399769295592,0.130940006091944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274878369125994,0,0,0,0,0.0783134063563416,0,0,0,0.0719912016996197,0,0,0,0,0.106427777961963,0.0742427574827977,0,0,0.102466382768117,0,-0.0543081146777615,0,0,0,0,0,0,0,0,0,0,-0.00269693527305408,-0.000680693969912281,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.270819297371113,0,0,0,0,0.126279464734174,0.0253316062824997,0,0,0,0,0,0.143815135068908,0,0,0,0,0,-0.081931893065596,0,0,0,0,-0.0350709309349168,0,0,0,0,0,0.453811311891538,0,0,0,0.139240985351027,0,0,0,0,0.157795470070582,0,0,0.268000705346501,0,0,0,0,-0.00736960275163252,0.106286453096265,0,0,0,0,0
X601898.SH,0.145173015635897,0,0,0,0.186238124251741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405869607109108,0,0,0,0,0.0329635853492478,0,0,0,0,0,0,0,0,0,0,0,0.0578142501001035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000658024115598128,-0.0422857265842545,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.141460337209525,0,0,0,0,0,0.0156460079967254,0,0,0,0,0,0,0,0,0,0.361252206661472,0,0,-0.00741716450643967,0,0,0,0,0,0,0.0661854739305748,0,0,0,0,0,0,0,0,0,0.100061106105907,0,0,0,0,-0.00176623691440728,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0471489826166568,0,0,0,0,0,0,0,0,0,0,0,0.0421560848135149,0,0,0.00756581235346195,0,0,0,0,0.108945760898929,0,0.0794156680736803,0,0,-0.0693611487669185,0.237103079544609,0,0,0,0,0,0,0.0416428032591729,0.155617773613454,0.00488692650491801,0,0,0,0.0104236741795061,0,0,0,0,0,0,0,0,-0.00275718952052459,0.00751078994599551,0,0,0,0,0,0
X600547.SH,0,0.0715978506038256,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164418792792073,0,0,0,0,-0.0348513575271605,0,0,0,0,0.0241652772543597,0,0,0.575005677249528,0,-0.104765893146926,0.0273705836978364,0,0,0,0,0,0,0,0,0,0,0.0347545469069124,0,0,0.10736162427722,0,0,0.109950185912997,0,0,0,0.0262671407785018,0,0,0,0.017828316872856,0,0
X600886.SH,0.135124155120295,0,0.034152080375493,0,0,0,0,0.0918113276421757,0,0,0,0.0860803320175071,0,1.35525271560688e-20,0,-0.0232641980698795,0.26306180751341,0,0,0,0.0273821475749196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374352666814925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161990380253068,0,0,-0.0184609318544202,0.00375776717904781,0,0,0,-0.064060896666424,0,0
X600660.SH,0,0,0,0,0,0.0526074782207401,0,0,0,0.0916498398283056,0.164888520734017,0,0,0,0,-0.0830098269838947,0,0,0,0,0,0,0,0,0,0,0.143642013946934,0,0,0,0,0.0759493047002426,0,0,0,0,0,0,0,0,0,0.00185086369420514,0,0.0531006258287767,0,0,0.152310996125371,0,0,0,0,0,0,0,0,0,0.0317359031758092,0,0
