,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X600309.SH,X000792.SZ,X600623.SH,X002466.SZ,X000630.SZ,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X600660.SH,X600021.SH,X002470.SZ,X600098.SH,X600160.SH,X600863.SH,X601918.SH,X600489.SH,X600808.SH,X600307.SH,X600578.SH,X600547.SH,X000060.SZ,X000629.SZ,X600315.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.581561838934183,0,0,0,0,0,0.0691761897168512,0,0.0441469550231041,0.00623708525624443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117886034992712,0,0,0,0,0,0,0.0121496433228342,0,0,0,0,0,0,0,0,0,-0.0127386633355344,0,0,-0.0268153998307176,0,0,0.0953742940784391,0,0,0,0
X600028.SH,0.0549075704767319,0,0.0284578087528619,0,0,0,0,0,0,0,0,0,0,0,0.0981381360013126,0,0,0.0119315356155097,0,0,0,0,0.291994835495813,0,0,0,0,0.0761961535549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523277917299228,0,0,0.11167878930674,0,0,0,-0.0162792244639891,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0556565742634067,0,0.128218393899493,0.0506834969578499,0,0,0,0,0.432801503340134,0,0,0,0,0,0,0,0,0,0,0.158436306854837,0,0,0,0,0.0650925939287499,0,0,0,0,0,0,0,0,-0.043660608192464,-0.0328385127470036,0,-0.0102631610085279,0,0,0,0,0,0,0,0,0,0,-0.0146694588353373,0,0,0,0,0,0,0
X600011.SH,0,0,0.142127100163618,0,0,0,0,0,0,0,0,0.425384886298092,0.123800237820277,0,0,0,0,-0.0047224136775874,0,0,0,0.0933588613644393,0,0,0,0,0,0,0,0,0,0.0656293027177251,0,0,0,0.104832377805054,0,0,0,-0.0530075951871377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0253866227165283,0,0,0,0,0.142593014264519,0,0,0.0532635016831569,0,0,0,0,0,0,0,0,0.0780363162877325,0,0,0,0.205787298180635,0.233393347368889,0,0,0,0,0,0,0,0,0,0.0314621315514626,0,0,0.152284582924999,0,0,0,0,-0.00649364142951688,0.0276518991857482,0,0,0,0,0,0
X600019.SH,0,0,0,0.00236227256810776,0,0,0,0,0,0.240084690845986,0.111822918883386,0.0325360436222279,0,0,0,0,0,0,0.0173295265397553,0,0,0,0,0,0,0,0,0.0442282393410246,0,0,0,0,0,0,0,0,0,0,0.167385469521706,0,0,0,0.0383756202405531,0,0,0,0,0,0,0,-0.043550806650406,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0801261838462209,0,0,0,0,0,0,0,0,0,0.0446378871285938,0.0713932533516602,0,0,0,0,0,0.17042623697247,0,0,0,0,0.0207317854787581,0,0,0,0,0,0.027680150373071,0,0,0,0,0,0,0,0,0,0,0,0.0481288046378682,-3.46944695195361e-18,0,0,0,-0.0490487987334115,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.105769875462851,0,0,0,0,0.165496997975269,0,0,0,0,0.117130472382621,0.0373964895739724,0,0,0,0,0,0,0,0,0,0,0,-0.020123890980307,0,0.255516085678666,0,0,0,0,0.167688345449594,0,0,0,0,0,0,0,0,0,0,-0.0381955717260609,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.322621306845077,0,0.00954453616490768,0.0644530898068392,0,0,0,0,0,0,0,0.179589890941972,0,0.0127409132823987,0,0.023276546866797,0,0,0,0.0794233930074126,0,0,0.0139149984777648,0,0,0,0.0863215026877564,0.0150061773921244,0,0,0,0.0139626461448132,0,0,0,0,0,0,-0.0202668601043245,4.33680868994202e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0857334501929218,0,0,0,0,0,0,0.187071876308486,0,0,0.0146238710935305,0,0.0770266486998576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168896854483604,0,0.0285510588078347,0.164898667229012,0,0.119866742336825,0,0,0,0.164969433080848,0,0,0,-0.0265751739401422,0.0174876920922137,0,0,0,0,0,0
