,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X601158.SH,X000709.SZ,X000027.SZ,X600583.SH,X600309.SH,X601992.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000878.SZ,X600352.SH,X600021.SH,X600660.SH,X600863.SH,X000792.SZ,X600022.SH,X600578.SH,X000629.SZ,X601918.SH,X002470.SZ,X600307.SH,X600489.SH,X000825.SZ,X600547.SH,X600098.SH,X600808.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.899402052747389,0.0221339618261465,0,0,0,0,0,0,0,-0.0357867330699266,0,-0.0251555734702583,0,0,0,0,0,0,0,0,0,0,0,-0.027442155187749,0,0,0,0,-0.0364244828076631,0,0,0,0,0,0,0,0.057918973063091,0,0,0,0,-0.0595062952130707,0,0,0,-0.0232152928375101,0.0248356099370521,-0.0441065457055366,0,0.106996490475405,0,0,0,0
X600028.SH,0.378755943462901,0,0,0.0290875143467834,0,0,0.11459863364865,0.100641561858071,0.0579676997285082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819623721434019,0,0,0,0,0.0667115574669731,0,0,0,0,0,0,0,0,0,0.0127113231011971,0,0,0,0,0,0,0
X601088.SH,0,0.0868507347684625,0,0,0.271642867976295,0,0.121700038087917,0,0.131698374572056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512624826415312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782319496840941,0,0,0,0,0,0,0,0,-0.0302905533427187,0.0246827740722079,-0.0825905883118771,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.15912655923025,0,0.0222603297448865,0.138426682109837,0,0.134490540226819,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.324670555355057,0,0,0,0,0,0,0,0,0,0,0,0,-0.00785028556596892,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.112295097529441,0,0,0,0,0,0,0,0,0,0.165670056232932,0.0559875236213075,0.131305341373308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354923617629892,0,0,0,0,0,0,0,0.0508822950488277,0,0.125365346524166,0,0,0,-0.0204092840209011,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0174444772504048,-0.0178053944231526,0,0,0,0,0,0,-0.239903809558166,0,0,0,0,0.00616307693026876,0,0,0,0,0,0,-0.00176775414525241,0,0,0,0,0,0,0,0,0,0,0,0.00329929108154695,0,0,0,0,0,0,0,-0.0234935828211332,0.0186828475730647,0,0,0,0,0,0
X600019.SH,0,0,0.0950911436189002,0.0852970265521433,0,0,0,0,0.105378548821172,0,0,0,0.0518004399139648,0.155035058369109,0,0,0,0,0,0,0,0,0,0,0,0,0.013896766919756,0,0,0,0,0,0.137726362363028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064953262369858,0,0,0,0,0,0
X600585.SH,0,0.0874200636157755,0.039410876825026,0.109105711813085,0.0432109033616972,0,0,0,0,0,0,0,0,0,0,0,0,0.0546980493280733,4.33680868994202e-19,0,0,0.0596660717812876,0,0.061113593346626,0,0,0.0618595030276586,0,0,0,0,0.201162202333271,0,0,0,0.0264652198848889,0,0,0,0,0,0,0,0,0,0,0,-0.00619505627754526,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.123789361902563,0,0,0,0,0,0,0,0.220643911990955,0,0,0,0.286585129261543,0,0,0,0,0,0,0,0.0379095167662328,0,0.0901902862638435,0,0,0,0,0.19521415589401,0,0,0,0,0,0,0,0,0,0.0102114739820223,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.153037308039828,0,0.0911891630751991,0,0.0185168089776269,0.0393988615804768,0,0,0,0,0,0,0,0,0,0,0.0552806054492011,0,0,0.123357488032959,0,0,0,0,0.0885123908783347,0,0,0.077750206158831,0,0,0,0,0,0.197052039976322,0,0,0,0,0,0,0,0,0,0,0,0,0
