,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X601991.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600660.SH,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X002466.SZ,X601158.SH,X600299.SH,X000959.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600352.SH,X000883.SZ,X600219.SH,X000539.SZ,X000983.SZ,X002460.SZ,X000723.SZ,X000825.SZ,X000027.SZ,X600098.SH,X002092.SZ,X600021.SH,X600623.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0655976073659723,0,0,0,0.131970368580159,0,0,0,0,0.00886343434946461,0,0,0.0289245277101305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255765098646339,0,0,0,0.0120424813750047,0,0,0,0,1.0842021724855e-19,0,-0.00270323515004586,0,0,0,0,0,0
X600028.SH,0.75506040721247,0,0,0,0,0.00413769122396914,0,0,0,0.0581587348330257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170437741204476,-0.0187051154065131,0,0,0,0.0875787555966372,0,0,-0.0643694510254048,0,0.00328240651348386,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.156891998125177,1.73472347597681e-18,0,0,0,0,0,0,0.123708175618156,0,0,0,0.0774371519657094,0.0351686751411606,0,-0.0519305246202904,0,0,0,0.191319698803119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10262835571304,0,0,0,0,0.0227430427584984,0,0,0,0,-0.0197896724976798,-0.0164022577343654,0.00569328769614408,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.3608181583699,0,0,0,0,0,0,-0.0802838870831603,0,-0.0244763761323119,0,-0.0516178793815683,0,-0.0312392327552009,0,0,0,0.166538775903026,0,-0.169768955448001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131802017485125,0.107024127700852,0,0,0,-0.0064861361239455,-0.00121329956453644,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0169877096198695,0,0,0,0,0,0,0,0,0,-0.0757695714699401,0,0,0.306291574339233,0,0,0,0,-0.0441635294944666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108714881006521,0,0,0,-1.0842021724855e-19,0.0399538745701674,0,0,0,0,-0.00741716632468011,0.00882664402483466,0,0,0,0,0,0
X600585.SH,0,0.116199963271554,0,0,0,0,0,0,0.199561367215074,0,0.0249628366875182,0,0,0,0,0,0.117626459860244,0.157947975554672,0,0.0829795062644082,0,0,0,0.0582900707635336,0,0,0,0,0,0,-0.0338648552599877,0,0,0.0799084444022778,-0.555268757104699,0,0,0,0,0,0.0418168429675627,0,0.0631374626112212,0,0,0,0.0530515939936352,0,0,-0.195969481731146,-0.0145985463838565,0.00144161550660035,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0933479230616764,0,0.0267283845603473,0,0,0,0,0,0,0,0,0,0.233836010757865,0,0,0,0,0,0,-0.000703257074835596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129336035118667,0,0.0578916650126672,0,0,-0.00988197801456717,-0.00465602080181909,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168054361107112,0,0,0,0,0,0,0,0,0,0.0579387590476363,0,0.0533130546800642,0,0,0,0,0,0,0.204209554509509,0,0,0,0,0,0,0.103643844905212,0,-0.0233793653379835,0,0,0.0644557032689855,1.73472347597681e-18,0.035869933674935,0,0,0,-0.00464250323278122,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.0771573557802296,0,0,0,0,0,0,0,0,0,0.297461421009919,-0.00487592178558495,-0.0224851836511387,0,0,0,0,0,0,0,0,0,-0.159884336528198,0,0,0,0,0,0,0,0,-0.157545245637382,0,0,0.335440113875074,0,0,0,0,0,0,0,0.113842377091857,0.124647038889189,0,0,-0.0945860184473942,-0.00358245956952081,-0.00129530711789327,0,0,0,0,0,0
X600688.SH,0.153378689132665,0.325447330661408,0,0,0,0,0,0,0.0101383950513318,0,0,0,0,0,0.0626929279694558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597346439428959,0,0,0.119620290372309,0,0,0,0,0,0,0,-0.0708993108168982,0,0,0.0190281670286864,-0.0775642168836453,0,0,0,0,-0.0924025838420412,-0.00154778849034694,0,0,0,0,0,0,0
