,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X000301.SZ,X600111.SH,X601600.SH,X600660.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X000408.SZ,X600489.SH,X600219.SH,X600378.SH,X600096.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600141.SH,X600688.SH,X000831.SZ,X600348.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.124153645485596,0,-0.0649586008697821,0,0.169947274777531,0,0,0.0679500559236136,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00364900310853584,0,0,0,0,0,0,0,0,0,0,-0.0135492686410128,-0.0147620239617457,0,0,0,0,0,0.115501984170587,0,0,0,0,-0.000181084296461706,0.00527098722462974,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0302241085783242,0,0,-0.00120797708601895,0,0,0,0,0,0.114832504170597,0,0,0.0650820858594242,0,0,0.0944235352312547,0,-8.67361737988404e-19,0,0,0,0,0,0,0.121574167801594,0,0,0,0,0,0,0,0,-0.0647570076895262,-0.0223741385432383,0,0.0790081873010122,0,0,0,0,0,0,0,0.0299745106007259,-0.016961048960414,0.0159244924367678,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0842304153156974,0,0,0,0.106681967748489,0,0,0.0252441245520101,0,0,0,0,0,0,0.0438519940710531,0,0,0,0,0,0,0.121566144052674,0,0,0,0,0,0,0.0886537931477512,0,0,0,0,0,0,-0.0573514048234633,0,0.0843471689827313,0,0,0,0,0,0,0,0,0,-0.0134817617094032,0.00592572892115179,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0479766752260665,0,0,0,-0.0684292152151211,0,0,0,0,0.21148221434051,0,0,0,0,0.00737190935282137,0,0.0483715739082608,0,0.278780206663287,0,0,0,-0.0330461681425285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499058239765749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.301953138302083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329994830547759,0,0,0,0,0,0,0.261172946215019,0,0.161946619812162,0,0,0,0.0387176487169193,-0.034306013521005,0,0,0,0.273172373108393,0,0,0,0,0,0.0701091059518417,0,0,-0.227443945364278,0,0,0,0,0,0,0,-0.0388392370987927,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581113472775485,0,0,-0.00154115482915366,0,0,0,0.500531431305861,-0.00477671655334068,0,0,0.0344297232006128,0,0.0332322113185669,0,0,0,0,0,0.134934969193133,0,0,0,0,0,0,0,0,0.0477577645649811,0,0,0,0,0,0,0,0,0.0782725268312999,0,0.0138741382247457,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0130436421358042,0.0554190552573016,0,0,0,0,0,0.152091273651548,0,0,0,0,0,0,0.1283772871827,0,0,0,0,0,0,0.0162354877775273,0,0.163319096404884,0,0,0,0,0,0,0,0,0,0,0,-0.00187969404978508,0,0,0.0607432562486989,0,0,0.089613597534922,0,0,0,0.145094815155922,0,-0.0108155385630199,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0227492169811138,0,0,0,0,0.566324384864065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267016906746912,0,-0.00476442286618728,0,0,-0.0242386517063748,-0.0324717728365588,0,0,0,0.226306229272117,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491112095097167,0,0,0,0,0,0,0
X600011.SH,0,-0.116240903904178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135139770779922,0,0,0,0.0750485880427441,0,0,0,0,0,0.640743677799897,0.141849102998138,0,0,0.168833005452493,-0.14076408537238,0,-0.0190941105857488,0,0,0,0.112974365215578,-0.0220916661701757,0,0,0,0,0,0,0,0,0,0,-0.0230575772643198,0.038326861319146,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0029383133718626,0,0,0.601604119964978,0,0,0,0,0,0,0.116505658597252,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772324796582129,0,0,0,0,0,0.0743524983137979,0,0,0,0,0.0724082712206685,0.0308640223323928,0,0,0,0,0,0,0,0,0,-0.0470843574811817,-0.0286458481306384,0.0504321252449192,-0.135960771302933,0,0,0,0,0
