,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600660.SH,X600547.SH,X002466.SZ,X601600.SH,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X000786.SZ,X601991.SH,X600489.SH,X002271.SZ,X600985.SH,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X600176.SH,X000933.SZ,X000932.SZ,X600348.SH,X600612.SH,X600219.SH,X601168.SH,X002128.SZ,X300037.SZ,X600157.SH,X000027.SZ,X600688.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0747317521904617,0.423687489494202,0.0842689978397194,0.0993798589263728,0,0,0,0,0,0,0.0821501551588401,-0.270790460148703,0,0,0,0,0,0.140966403462657,0,0,0,0,0,0,0,0,0,0.0548173189904501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135790360265992,0.00406569596890214,0,0,0,0.0200029895272886,0,0
X601088.SH,1.73472347597681e-18,0,0.0702313434196587,0,0.295213537513373,0,0.00435248209922897,0,0,0,0,0,0,0,0,-0.01659197241063,0.00859605034217653,0.172204964075111,0,0,0,-8.67361737988404e-19,0,0,0.16857527136846,0,0,0,0,0,0,0,0.0205692158649907,0,0,0,0,0,0.046148700599201,0,-0.0559407980409751,0,0,0,0,0,0,0,0,0,0,0,0.0205002253378041,0,0,0,0,0,0
X600028.SH,0.451644925282534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563229850552074,0,-0.124051268113378,0,0,0,0.147141757015507,0,0,-0.0746790631213387,0,0,0,0,0,0.0341640746252685,-0.0177289220612799,0,0,0,0,0,0,0,0,0,0,-0.0533018822809806,0.0464740681012003,0,0,0,0,0,0
X600309.SH,0.149392380639024,0,0,0,0.0312284107489463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476039801032906,0.132305222534719,0,0,0,0,0,0,0.283369818196649,0,0,0,0,0,0.217711950995479,0,0,0,0,0,0,0,0,0,0,0.374999867682181,0.261416296981994,0,0,0,0,0,-0.0627150572383346,0.0425774010151309,-0.0384415913237326,0,0,0,0,0
X600188.SH,0,0.172796482586947,0,0,0,0,0,0,0,0,0,0.0996695109733054,0,0,0,0,0,0.208370623666568,0,0,0,0,0,0.10488167795419,0,0,0,0,0,0,0.0658734459442354,0.0504294837745426,0.161024164212587,0,0,0,0,0,0,0,0.0592780205208781,0,0,0,0,-0.0518494629080085,0,0,0,0,0,0,-0.0112808385342462,0,0,0,0,0,0
X601898.SH,0,0.24870095232279,0,0,0.0733226756066892,0,0,0,0,0.0279430508089825,0,0,0,0,0,-0.084753076916389,0.129921517484752,0,0,0,0,0,0,0.198267978652179,0,0,0,0,0,0,0,0,0,0,0,0,-0.00712594034701468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064904623325484,0.0235609166993952,-0.010878128185003,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0106174705367987,0,0.142490590032139,0,0,0,0,0,0,0,0,0,0,-0.0735898155557654,0,0,0,0.433285588478483,0,0,0,0,0.00320482045829694,0,0,-0.0157867416164088,0,0,0,0,0,0,0,0,0,0,0,0.0595433524420934,0,0,0,0,0,0,0.00239640867092476,-6.38707496522617e-05,-0.0156478368387382,0,0,0,0,0
X600019.SH,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.00278627575728671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151323087554195,0,0,0,0,0,-0.00527779058556136,0,0.208128587872612,0,0,0,0.276983184351547,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0072651831059132,0.0859553835261747,0,0,0,0,0
X600585.SH,0.137963839238632,0,0,0.155826891876243,0,0,0,0,0,0,0,0,0,0,0,0.155948714682046,0,0,0,0,0,0,0,0,0,0,0,0.0110596903179057,0.00820278267026799,0,-0.0493537571207892,0.0226753671548551,0,0,0,0,0,0.0992366697525051,0.00201780884236261,0,0,0,0,0,0,0,0,0,0,0,0,0.0147181918109426,0,0,0,0,0,0,0
X600886.SH,0,0.291536898047638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321610376894479,0.0020187297850602,0,0,-0.1387332821659,0,0,0,0,0,0,0,-0.056467879298777,0,0,0,0,0,0,0,0,0,0,0,0,0.0365942015253168,0,0,0,0.0696532772440064,0,0,0,0,0.0455668677544821,-0.00251791378242773,0.00329913207456037,0,0,0,0,0,0
