,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X000709.SZ,X000898.SZ,X601158.SH,X600299.SH,X600660.SH,X000539.SZ,X600309.SH,X000883.SZ,X000792.SZ,X600583.SH,X600352.SH,X000027.SZ,X600623.SH,X000630.SZ,X002466.SZ,X600160.SH,X000629.SZ,X600578.SH,X600489.SH,X600547.SH,X002470.SZ,X600098.SH,X600022.SH,X600021.SH,X600808.SH,X000060.SZ,X000959.SZ,X000825.SZ,X600176.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.557731486154316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707550076480059,0,0,0,0,0,0,0,0,0,0.0156534002021867,0,0,0,0,0.0362071365012221,0,0.0437660588631335,0,0,0,0,0,0,0,0,0.109908845671532,0.00014322719271502,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.316751914967055,0,0,0,0,0,0.0826777092236725,0,0,0,0,0,0,0,0,0,0,0,0.00192560028997648,0,0,0,0,0,0,0,0,0,0.177223336478349,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0588158051666365,0.0170192513154754,0,0,0,0,0,0,0,0.0112521160373395,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0160331677463083,0,0,0,0,0,0,0,0.214483182247107,0,0,0,0,0,0,0,0,0,0,0,0.0274026043804077,0,0,0,0,0,0,0.0428789328803452,0.0806047687159175,0,0,0,0,0,0,0,0,0.0861412560866448,0,0.242609848047995,0,0,0,0,-0.0426011339803181,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0237322371016086,0,0.101029937031089,0,0,0.0556948306791993,0,0,0,0,0,0,0,0,0.0736753752608161,0.0175063921572538,0,0,0,0.0702424871387069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765153215604904,0,0.175837172717232,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0552848751862775,0,0,0,0,0,0,0.00404674370234333,0.102362174447965,0.30280095513784,0,0.07255781130982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060191379537851,0,0,0.123158354741433,0,0,0,0,0,0,0,0,0.125517554555661,0.0197028490224308,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940976811611167,0,6.93889390390723e-18,0.205343093884974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363826448822945,0,0.0942985057893344,0,0.0997557117560596,0.04817853919061,0,0,0,0,-0.0164014273155583,0,0,0,0,0,0
X600585.SH,0,0,0.102097791234854,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0640965740534404,0.0890693755463322,0,0,0,0,0,0,0,0.00794015987288169,0,0,0.0149205318556065,0,0.0381689795329804,0.0240777335296962,0.0242521270168896,0.0723546895520821,0,0,0,0,0,0,0,0.0888078077582073,-1.73472347597681e-18,0.0313346570792218,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.0949632995286182,0,0,0,0,0,0,0,0,0,0,0,0.0402771596844631,0,0,0,0.183754033992946,0,0,0,0.00880988933544059,0,0,0,0,0.06465759340811,0,0,0.0693465576783839,0,0,0,0,0.102246567095932,0,0,0,0,0.0573953560420445,0,0,0,0.00553163311305652,0,0.244297353622138,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128200731776548,0.0501567324022391,0,0,0.105748418823304,0.0433545329694805,0,0,0,0,0,0,0,0,0,0,0,0,0.0143865710426736,0,0,0.12915538956175,0,0,0,0,0,0.0369158798339639,0,0,0.13732077733208,0,0.0864824087416643,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205890791207867,0,0,0,0,0,0,0,0,0.0285815853531894,0,0.0476422956651272,0.0147571895012348,0,0,0,0.048966604659366,0.0547147666003619,0,0,0,0.0389611354098936,0.158309388709862,0,0,0,0,0.0857087687621387,0,0,0,0,0,0,0,0,0,0,0,0
