,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X002460.SZ,X000786.SZ,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600176.SH,X002271.SZ,X002466.SZ,X002353.SZ,X600516.SH,X000898.SZ,X600583.SH,X600426.SH,X600489.SH,X600299.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X000792.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00238178994376732,0.153454000324796,0,0,0,0,0,0,0,0,0,0.235202051346572,0,0,0,0,0.0166677331064594,0,0,0,0.0557091785922419,0,0,0.0130280700496082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106474983998395,0,0,0,-0.0257482685976243,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0104565281727871,0.146013720060625,0,-0.0181131102442715,0,0,0,0,0,0,0,0,0,0.00812465025097747,0,0,0.000526072926971347,0,0,0,0.113849295098732,0,0.0536948126603072,0,0,0,0.0127989151688016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187458452823844,0.0333345202524885,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.353936443481163,0,0,0,0.00753321607982649,0,0.0904873409176247,0,0,0,0,0.0535984564695535,0,0,0,0,0,0,0,0,0,0,0,0,0.0627119894268064,-0.108563242941826,-0.0602528578677866,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0847861300641226,0,0,0,0,0.118398361791791,0,-0.0168702930029374,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.14672661310917,0,0,0,0,-0.0924834016047088,0,0,0,0,0,0,0.369792371815982,0,0,0,0,0,0.0474393422535468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346685233747055,0,0,0,-1.73472347597681e-18,0,0
X600309.SH,0,0,0,0.210782239853625,0,0,0.0648821471408565,0,-0.00580744526821834,0,-0.188433200994837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657869736770254,0.139920029134023,0.00494418639864773,0,0,0,0,0,0,0.117253009411041,0,0,0,0,0,0,-0.134365208026628,0,0,0,0,-0.136812468414497,0,0,-0.0229684621676501,0.0257962948449975,0,0,0,0,0,0
X600019.SH,0,0,0.198650918425801,0,0,0,0,0,0.0635557043334786,0,0.0730499652657056,0.0194886849211727,0,-0.0998596471798773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526753831642833,0.0456717826016072,0,0,0,0.0783088589011371,0,0,0,0,0,0,0,0,0,0,0,0,0.00350949011496661,0.00187047071298109,0,0,0,0.0292350853855796,0,0
X600547.SH,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0222143282547125,0,0,0,0,0,0,0,-0.011181872639826,0,0,0,0,0.028965681977637,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16298378491087,0,0,0,0,0,0.026003583322925,0,-0.0377999477711472,0,0,0,0,0.220179677024447,0,0,-0.0353465289424053,0.0252449009380272,0,0,0,8.67361737988404e-19,0,0
X600011.SH,0,0,0,0,0,0,-0.0608469280689771,0,-0.188441289166403,0,0,0,0,0,0,0,0.141589124080178,0,0,0,0,0.026084032555013,0.00584527516799309,-0.0872168140836406,0,0.106789993841185,0,0,0.161406751759186,0,0,0,0,0.0382636271178309,0.103165998113982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120680983653555,0,0,0,0.00890836401223203,0,0,0,-0.0203304412952164,0,0
X000708.SZ,0,0,0,0.188160323794332,0,0,0,0,0,0,0.540991034088465,0,0,0,0,0,0,0,0,0,0,-0.0983660826095433,0,0,0,0,0,0,0,0,0.081163675577891,0,0,0,0,0.249407458554449,0.265922737127342,0,0,0,0,0,0,0,0,0,0,0,0,0.324157571540146,0,-0.0975783296951863,-0.0535616908735044,0,0,0,0.0156408138958473,0,0
X601898.SH,0.639109663947198,0,0,0,0,0,0,0,0.0405677674792096,0,0,3.46944695195361e-18,0,0,0,0.290375771246542,0,0,0,0,0,0,0,-0.112600078649961,0,0,0,-0.0263674670863263,0,0.14468568387982,0,0,0,0,-0.0763505918198797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169356093608312,0.0641883154089727,0,0,0,0.0149140286937502,0,0
