,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600011.SH,X600886.SH,X000786.SZ,X600426.SH,X600176.SH,X601600.SH,X600362.SH,X601898.SH,X600010.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X000301.SZ,X600111.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X300037.SZ,X002080.SZ,X600299.SH,X000932.SZ,X600027.SH,X002075.SZ,X601992.SH,X600219.SH,X600486.SH,X601168.SH,X600315.SH,X002353.SZ,X000898.SZ,X002409.SZ,X000027.SZ,X600529.SH,X000883.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0363379537669785,0,0,0,0,0,0.0148049806457155,-0.0268142092548496,0,0.0500247907429414,0.0670986438863848,0,0,0,0,0,0,0,0,0,0,0,0.00660776141175727,0,0,0,0,0,0,0,0,0,0.0595120558665023,0,0,0,0.026828378242116,0,0,0,-0.00389751022664457,0,0,0,0,8.67361737988404e-19,-0.015161333188885,0,0,0,0.0116164653571883,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107395216975576,0,0.0556258653159682,0,-0.00199056256121322,0,0,0,0,0,0,0,0,0,0,0,0,0.0093210927643382,0.0184206644474944,0,0,0,0,0.0976806004751548,0,0.0185337465769596,-0.0105416554415228,0,0,0,0,0,0,0,0,0,-0.00171158775010944,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0088460143896339,0.102933060808344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250992481688141,0,0,0,0,0,0,0,0,-0.00697268809088445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120879962031635,0.00104418705996865,5.42101086242752e-20,0,0,0,0.0185597326087244,0,0
X600585.SH,0,0,0,0,0,0,0.158627338503701,0,0.019342420657428,0,0,-0.0310612219416734,0,0,0.0477658077900876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964609726562472,-0.00465288428792951,0,0,0,0,0,0,0,0,0.0169896046037806,0,0,0,0,-0.0043734059555628,0,0
X600309.SH,0,0,0,0,0,0,0.350005517623528,0,0.0210554831774915,0,0,-0.0770152134436332,0,0.00276708301311667,0.144437594958859,0,0,0,0,-0.066229697945805,0,0.118861142580911,0,0,0,0,0.0140383949006278,0,0.139705954398649,0,0,0.14943297699568,0,0,0,0,0,0,0,0,0,0,0.21908233223614,0,0,0,-0.19632286775502,0,0,0,0,0,-0.0205937324485184,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.102313884833538,0,0,0,0,0,0,-0.012097320002265,0,0,0.127973752130775,0,0,0,0.0139353423699517,0,0,0,0,0,0,0.00680921023820658,0,0,0,0,0,0,0,0,0,0,0,0.0988286625118673,0.0916882744628863,0,0,0.0319419549471236,0,0,0,0.0127188688726912,0,0,0.012010320240584,0.0676578917317087,0,0,0,0.00727734632375569,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0323827740945352,0,0,0,0,0,0.0128178305446371,0,0,0,0,0,0,0.661939657768517,0,0,0,0,0.0750869970487004,0,0,0,0,0.0273070547841066,0,0,0,0,0,0,0.0755888582292722,0,0,0.109975179790666,-0.0012867153282911,0,0,0,0.00971266220334601,0,0,0,0,0,-0.0272589520781579,0,0,0,4.33680868994202e-19,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0744767638389581,0,0,0,0.0554349966745631,0,0,0,0,-0.0358607417458287,0.0876916070122168,0.137216207040577,0.0720092254869953,0,0,0,0,0,-0.0783604818114522,0,0,0.310715224155952,0,0,0,-0.0080736187908582,0.0300429449724344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053623557044493,0,0,0,1.73472347597681e-18,0,0
X002460.SZ,0,0,0,0,0,0.0667357336720867,0,0.0444538071770983,0,0,0.0945547270839558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980160160638807,0,0.300566119830726,0,0,0.268296300696632,0,0,0,0,0,0,0,0,0.17847340939998,0.004467895525207,0.0183209494649674,0,0,0,0,0,0,0,0,0.00069610704751385,0,0,0,0,-0.0445214514987372,0,0
X000708.SZ,0,0,0,0,0,0,0,0.108029197282289,0,0,0,0.10029741621827,0.00421165703444825,0.199925915017877,0,0,0,0,0,0,0,0.0393781429953965,0,0,0,0,0.158087322907394,0,0.0431205235494219,0,0.0517753631622374,-0.0181886992601413,0,0,0,0,-0.151039502887563,0,0,0,0,0.0660125616701421,0.0477217885672241,0,0,0,0.0968864391696682,0,0,0,0.0424764991866411,0,0,0,0,0,0.031897057755016,0,0
