,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X601600.SH,X600795.SH,X600585.SH,X600688.SH,X600886.SH,X601991.SH,X600027.SH,X000709.SZ,X600583.SH,X600157.SH,X000539.SZ,X600362.SH,X600111.SH,X600188.SH,X002075.SZ,X601992.SH,X601158.SH,X600309.SH,X000898.SZ,X600352.SH,X002353.SZ,X000027.SZ,X000792.SZ,X600863.SH,X000629.SZ,X000883.SZ,X600021.SH,X600808.SH,X000878.SZ,X000825.SZ,X600307.SH,X600660.SH,X600578.SH,X000060.SZ,X000959.SZ,X601918.SH,X600098.SH,X002470.SZ,X600489.SH,X600022.SH,X600547.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.559546224312909,0,0.0339045391265665,0,0,0,0,0.0328263879314773,0,0,0,0,0,0,0,0.0355972977130954,0,0,0,0.0135041340088537,0,0,0,0.0890572784691694,0,0,0,0,0,0.00846161403621042,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0207355182490599,0,0,0,0,0,0.059076934575777,0,0.00549497262989532,-0.00702090819666696,0,0,0,0,0,0
X600028.SH,0.683248507020813,0,0,0.00920854569391686,0,0,0.0388676301962912,0,0,0,0,0,0,0,0.00877934654896409,0,0.00388090844847974,0.0503647606540615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196768954892055,0,0.0618258989753007,0,0,0,0,0,0.0130033692888815,0,-0.00129088727039897,0.0083982736348008,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.1452241711481,0.123547340084173,0,0.0417101674721533,0,0,0,0,0,0,0.0939962396351688,0,0,0,0.0190030968894121,0,0,0,0,0,0.1468113936347,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,3.46944695195361e-18,0,0.0382973946908622,0,0,0,0,0,0,0,-0.0127790952820167,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.111531438850248,0,0.0434655948472024,0,0,0.004109299608058,0.0934966982241338,0.14458495492019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422424461789136,0,0,0.0418255203908726,0,0,0,0,0,0,0,-0.00569962681913982,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392618468598691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118406362553556,0,0,0.111568613536078,0,0,0.219600106434107,0,0,0,0,0,0.154194675236429,0,0,0,0,0,0.13639273714699,0,0,0,-0.00735021866731373,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881508451078051,0.0377007841445674,0,0,0,0,0,0,0,0,0,0,0.213345920715811,0,0,0,0,0,0,0,0.00784237172027659,0.102862296617123,0,0,0,0,0,0.049383553517527,0,0.156981686942144,0,0,0,0.0569254318811035,0,0,0,-0.0025845966017985,0.00703725182594024,0,0,0,0,0,0
X601898.SH,0,0,0,0.0664170566198679,0,0,0,0.120142085199627,0,0,0,0,0.165455272476419,0,0,0,0,0,0.0472382161777741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169468275167495,0,0,0,0,0,0,0,0.205548675111912,0,0,0,0,0,0.0158333358589526,0,0,0.00298678567179971,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.121136558761925,0,0,0,0.0318036285219043,0,0,0.0619601897269435,0.00992421373707309,0,0.0305317174841529,0,0,0,0,0,0,0,0,0.0706010546446479,0,0,0,0,0,0,0,0,0.182347512218023,0,0,0,0,0,0.147931861684557,0,0,0,0,0,0,0,0,0,-0.00885596733459542,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.131779039438648,0,0,0,0.030676336358187,0.142928523888028,0,0,0.0593903561903739,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225883498426516,0,0,0.0862106788947624,0,0,0,0,0,0.186133823562142,0,0,0,0,0,0,0.0483719480762698,0,0,0,0.0022270937580898,0.0182135146364217,0,0,0,0,0,0
X600585.SH,0,0,0.133583214401813,0,0,0.0311654196477794,0,0,0,0,0,0.0654303467247696,0,0,0,0,0,0,0,0,0,0,0.0942253292771364,0,0,0.0896224028323815,0,0,0,0,0.0277894360758103,0,0,0,0,0,0,0,0,0.0864795862789166,0,0,0,0,0,0,0,0,0,0,-0.027040748921533,-0.0247138380716998,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.00694831979719493,0,0,0,0,0,0,0.0303189507937457,0.241218574794209,0,0,0,0,0,0,0,0,0,0,-0.0466279444190006,0,0,0,0,0,-0.089283549477678,-0.112444536748611,0,0,0,0,0,0,0.0743215333510634,0,0.425166848717206,0,0,0,0,0,0,0,-0.0202757736591612,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.181102941147752,0,0.0832796276797559,0,0.00078642459971616,0,0,0,0,0,0,0,0.114955418741521,0,0,0,0,0,0,0,0,0,0,0,0,0.0385112310923245,0,0,0,0,0,0,0,0,0.208995991281199,0.0226358291602848,0,0,0,0,0,0,0,0,0,0.00163273504040308,-0.00532455899582457,0,0,0,0,0,0
