,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X300072.SZ,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X600808.SH,X000786.SZ,X000932.SZ,X600801.SH,X600426.SH,X000709.SZ,X000883.SZ,X601003.SH,X601158.SH,X601699.SH,X600219.SH,X600339.SH,X600583.SH,X002271.SZ,X000408.SZ,X000830.SZ,X600782.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.171182102759009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798984071463334,0,0,0,0,0.0417289161541331,0,0.0687672617980927,0,0,0,0.0600781295226861,0.119121022809758,0,2.16840434497101e-19,-0.00939864901607657,0,0,0,0,0,0
X600028.SH,0,0,0.314722180193418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251945109441697,0,0,-0.15132456919306,0,0.0179708403100015,0,0,0,0,0,0,0,0,0,0,0.0517123837116616,0,0,0.0735594523086126,0,0,0.00571467178065586,0,0.0037622576889522,0,0,0,0,0,0,0
X601088.SH,0,0.0315666492200735,0,0,0,0.0201877645756158,-0.0391591590375178,0,0,0,0,0,0.546005939057515,0,0,0.0734087197065127,0,0,0.0382397327331726,0,0,0,0,0,0,0,0,0,0,-0.0932608667289896,0,0,-0.0623472921600439,0,0,0,0,0,0,0,0.0341775935911618,0,0,0,0.0300438483911362,0,0,0,0,0,-0.0119998704671063,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.209546698529349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467311117720978,0,0,0,0.0778850064741658,0,0.167954755866915,0.0692207471931298,0,0,0,0,0,0,0,0,0.0824338879041667,0,0,0,0,-0.00210790281946507,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.153677721583779,0,0.00129113858654599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644570299394354,0,0,0,0,0,0,0,0,0,0,0,0.242340905156294,0,0.11006600665367,0,-0.0389603024246796,0,0.0945451162427407,0,0,0,0,0.0185480888099726,0.0306266124738195,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145430530999399,0.0869177228159451,0,0,0,0,0,0,0,0,0,0,0.292213273418281,-0.312309946895613,0.0938474791677126,0,0.0638326589304557,0,0,0,0,0,0,0,0,0,0,0,0.334594979476823,0,0.110634274411577,0.0401750346136238,0.05105942023556,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0466996297375326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221977717360404,0,0,0,0.598338125436281,0,0,0,0,0,-0.0847462666391023,0,0,0,-0.145480483096067,0,0,0,0,0,0,0,0,-0.0151687086031598,0,-0.00956248792481921,0.0415470711177218,0,0.24932339286272,0,-0.0072029537499572,0.0118796707251714,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172228860117099,0,0,0,0,0.464069579961799,0,0,0,0.187276839036503,0,-0.0167560150538572,-0.0724447073381456,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0148177594712003,0.289513962264663,0,0,0,0,0,0.0407551314006618,0,0,0.127500816012174,0,0,0.0650501325425539,0.00727860066494399,0,0,0,0,0,0,0,0,0,0,0,0.0528241441497997,0,0,0,0,0,0,0,0.0118553347970211,0,0,-0.00442593808895216,2.16840434497101e-19,0,0,0,0,0,0
X600660.SH,0,0.182388753912688,0,0,0,-0.0837388868088348,0.0158191065237758,0,0,0,0,0,0,0,0,0,0,0,0.102210187359497,0,0,0,0,0,0,0.222491004783186,0,0.0207662688292519,0,0,0.0672154642188935,0,0,0,0,0.120490437033113,0,0,0,0,0,0,-0.0826611605401904,0,0,0,0,-0.00161818261735536,0.271782578329865,-0.00764428477733197,0.0202515966375887,0,0,0,0,0,0
