,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600886.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600688.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X000709.SZ,X000539.SZ,X600583.SH,X601158.SH,X600309.SH,X601992.SH,X000027.SZ,X000898.SZ,X000883.SZ,X600021.SH,X600352.SH,X600022.SH,X600660.SH,X000792.SZ,X000629.SZ,X600307.SH,X600863.SH,X601918.SH,X600098.SH,X002470.SZ,X000878.SZ,X600578.SH,X600808.SH,X600623.SH,X600489.SH,X000060.SZ,X000959.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.80334915427964,0.0619058948647489,0,0,0,0,0,0,0,-0.0563235364943735,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605154763196382,0,0,0,0,-0.00718679954056218,0,0,0,0,0,0,0.0378192449410063,0,0,0,0,0,0,0,0,0,0,0,0.00501682903650892,-0.0174242146911442,0,0.0603174658995921,0,0,0,0
X600028.SH,0.338238764501291,0,0.0288459824138905,0,0,0.0622501776465092,0,0.19647944913549,0,0,0,0,0,0.000491621011489231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13334455511926,0.0583826615811598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0496702010947378,0.244254655122138,0.0333814365824779,0,0,0,0,0,0.142542556721345,1.0842021724855e-19,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0609659598241914,0,0,0,0,0,0.14032378861139,0,0,0,0,0,0,0,0,0,-0.00822403877497236,0,0,0,0,0,0,0
X600011.SH,0,0,0.0505756842062808,0,0.0483742447226633,0,0,0,0,0,0,0.336681012649898,0.360916046996059,0,0,0,0,0,0.106084910388618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329587291681047,0,-0.0487999331774367,0.0669671233875309,0,0,0,0,0,0,0,0,0,0.00388369315937174,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121132315711796,0,0.193425884312142,0,0,0,0.0827003233995187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143275037119844,0,1.38777878078145e-17,0.0742404862078569,0,0,0,-0.00298382184285363,0,0,0,0,0,0,0
X600019.SH,0,0,0.0634400464406907,0.0911678342902227,0,0,0,0,0.112205091399791,0,0,0,0.181355067384547,0.0386814882440606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131055577649607,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00393655515163333,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.00303319396121655,-0.00799803434376395,0,0,0,-2.16840434497101e-19,0,0,-0.231524425424083,0,0,-0.0013569348438855,0.0031303787908124,0,0,0,0,0,0.0143700216328973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190456990625685,0.0143406853697332,0,0,0,0,0,0
X600585.SH,0,0,0.011290371622246,0.0846815723113642,0.054172538100474,0.093215283634931,0,0,0,0,0,0,0,0,0,0,0,0,0.026880601599818,0,0,0,0,0.0661901268671839,0,0.0590558668906136,0.00463557584887347,0,0.0256742445538679,0,0,0.31675324373385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00929844726630399,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0533998499024107,0,0,0,0,0,0,0,0,0,0,0.0882771009805544,0,0.0310211322430012,0,0,0,0,0,0,0,0,0,0,0,0,0.171724884468039,0,0,0,0.0892298096707012,0,0,0,0,0,0,0,0.00859028608148277,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.146710718534198,0,0.0114047197029834,0,0.0201314950523627,0.0162191604130675,0,0,0,0,0,0,0,0,0,0,0.0537071217263701,0.0304989117746424,0,0.0615833899540335,0,0,0,0,0,0,0,0.222518094988407,0,0,0,0,0.199393145141258,0.0184545618623129,0.0236670587954262,0,0,0,0.00338089594950459,0,-0.000738238439343441,0,0,0,0,0,0,0
