,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X002460.SZ,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X000723.SZ,X002466.SZ,X600111.SH,X601992.SH,X002271.SZ,X600176.SH,X600027.SH,X002353.SZ,X600516.SH,X600426.SH,X600583.SH,X000898.SZ,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X000792.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0227548919376409,0,0,0,0.00760400902655275,0.150137779572527,0,0,0,0,0,0,0,0,-0.00395082355095598,0.281374286343717,0,0,0,0,-0.0182089933787501,0,0.0290368459504792,0,0,0,0,0,0,0,0,0,0.00524890864589921,0,0,0,0,0,0,0,0,0,0,0.016992219806532,0,0.0139042883445651,0,0,0.00737005701673969,0,0,0,-0.0108554678743705,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0365586982624192,0.048804788901522,0,-8.67361737988404e-19,0,0,0,0,0.150521353567728,0,0,0,0,0,0,0.0134397189952176,0,0,0,0.0216990710173807,0,0,0.0426170409274006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048318780286878,-0.00912516485018982,0,0,-0.0135000607008563,0.0103499815556316,0,0,0,0.0180656636322259,0,0
X601088.SH,0,0,0,0,0,0.517574778138965,-0.0362742124333476,0.0413605678694791,0.0210202414775914,0.125822141194453,0.0524532661280044,0,0,0,-0.0289510054355272,0,0.0842280134653298,0,0,0,0,0,0.0115023871820078,0,0.0452613956922975,-0.0323485942371151,0,0,0,0,-0.111206871768958,-0.0330436516690946,0,0,0,0,0,0,0,0,0,0,0,0.0593647544901598,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00779193536240076,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0717975373542263,0,0,0,0,-0.0561611072241789,0.0281815688967714,0,0,0.0832124687478161,0,0.347264913629,0,0,-0.0344465602790852,0,0,0.160583115402726,0,0,0,0,0,0.117117183943314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507555007936799,0,0,0,0,0,-0.0128895575292234,0,0,0.00732472302825588,0,0,0,0,0.00233650534918477,0,0
X600309.SH,0,0,0,0.15677678380443,0,0,0.129287208725567,0,-0.0676173347921349,0,0.137128061604035,0,0,0,0,0.123648609610814,0,0,0.0158341510217381,0,0,0,0,-0.108849176109242,0,0,0,0,0,0,0,0.175109015591615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500825549417617,0,0,-0.0630956170403842,-0.0423411083275029,0,0,0,-0.012963051412925,0,0
X600019.SH,0,0,0.0932738375881737,0,0,0,0,0,0.0674113440354117,0,0.0871781761902691,0.109206028616091,0,-0.0912226453417442,0.0201001443581221,0.052965023792873,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564566457183516,0.0114415492098073,0,0,0,0.0284475909278969,0,0
X600547.SH,0,0,0,-0.034675441498005,0,-0.0128650161134542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15289025640679,0,0,0,0,0,0,0,0,0,0,0,0.221533084362359,0,0,-0.0166973581501307,0.0370394605171431,0,0,0,-0.00866936790105374,0,0
X600011.SH,0,0,0.116472170395701,0,0,0,0,0,-0.262175254671708,0,0.0127921874499942,0,0,0,0,0,0.0620676380859454,0,0,0,0,0,0,0,0,-0.0342535778117902,0,0.1592681916188,0.161000345596655,0.0822110885655014,0,0,0,0.0713173418497221,0,-0.0574414290819253,0,0,0,0,0,0,0,0,0,0,0,0.266689306327237,0,0,-0.00503016892671067,0,0,0,0,0,0.0100423520386021,0,0
X000708.SZ,0,0,0,0.491049710320882,0,0,0,0,0,0,0,0.0957385334308773,0,0,0,0,0,0,-0.260557575992086,0.275124667790443,0,0,-0.104967668515362,0.0949764240769852,0.105505438076094,0,0.300931633127223,0,0,0,0.0995390660652633,0,0,0,0,0.412405175313419,0.173017380667963,0,0,0,0,0,0.36035649399522,0,0,0,0,0,0,0,0,-0.0826180344269694,0,-0.0567256413567752,0,0,0,0,0
X601898.SH,0.496463789442567,0,0,0,0,0,0,0,0.0443668561027545,0,0.0332704679675608,0,0,0,0,0,0.521594504283765,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0068467681711661,0,0,0,0,0,0,-0.0647269212389777,0,0,0.0333106272228711,0,0,0,0,0,0,0,0,0.13539553791734,0,0,0,0,0,0,-0.0547432321660574,0.0470128161049683,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.12187265945674,-0.0839600381616061,0,0.190749334519627,0,0,0,0,0,0,0,0.177022440491205,0,0,0,0,0,0,0,0.104453735211893,-0.22410043261576,0,0,0.143905755317297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159720061160253,0,0,0,0,0,0,0,-0.058730449992192,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.177963045485269,0.0657750947302995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534500637269067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371176242597117,0,0,0,0.0272417234279613,0.0429654083689794,0,0,0,0.0350422670264908,0,0
X601600.SH,0,0,0,0,0.0121817535047103,0,0.0529302005316257,0,0,0,0,0,0,0,0,0.0132690849147762,0,0,0,0,0,0,0,0.168618536799673,0,0,0,0,0,0,0.018059429867956,0,0,0,0,0,0.0155945349332855,0,0,0.0430946753152584,0,0,0,0.112007955911769,0,0,0,0,0,0,0,0,-0.00772973457204518,0,0,0,0.0840528008056022,0,0
X600660.SH,0,0,0,0.0461787018225549,0,0,0,0,0,0,0,0,0,0,0,0.0451112250330244,0,0,-0.0020065264950067,0,0,0.0465647053517284,0,0,-0.00258030443757997,0,0.0679149351408074,0,0,0,-0.0260973821006502,-0.0335932715359212,0,-0.0991362295550566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104912142121256,0.0169402914181787,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0889098343084459,0,0,0.0479302024247403,0,0,0,0,0.0542382639485428,0,0,0,0,0,0,0.0111743482336405,0,0,0,0,0,0,0,0.135293635154771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246594788803865,0,0,-0.00398203331952803,0,0,0,1.73472347597681e-18,0,0
