,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X002271.SZ,X600660.SH,X600111.SH,X000301.SZ,X002466.SZ,X000708.SZ,X600010.SH,X601898.SH,X601600.SH,X600362.SH,X600188.SH,X600426.SH,X600547.SH,X000786.SZ,X600886.SH,X600176.SH,X600011.SH,X600219.SH,X300037.SZ,X000408.SZ,X600803.SH,X000932.SZ,X002080.SZ,X000825.SZ,X601991.SH,X000027.SZ,X600795.SH,X000898.SZ,X000807.SZ,X600489.SH,X600352.SH,X600688.SH,X000830.SZ,X600549.SH,X002353.SZ,X000959.SZ,X002409.SZ,X600399.SH,X601699.SH,X000012.SZ,X600315.SH,X300073.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0376088263634293,0,0,0.0164014999232557,0.0150016886604411,0,0.017842311070027,0,0,0,0,0.0460797819613328,0,0,0,0,0,0,0,0.0829813497085698,0,0.0307899443854903,0,0,0,0,0,0.131866558115474,0,0,0,0,0,0,0.0873888229415175,0,0,-0.0445320722801197,-0.0107403973649556,0,0.0211089510516137,0,0,0,0,0,0,0
X600028.SH,0.174404694442754,0,0,0,0,0,0.119939444868726,0,0,-0.028632958803897,0,-0.0342754242620575,0,0,0,0,0,0.0369456779084061,0,0,0,0,0.00161791138114031,0,0,0,0,0,0.0357256666363216,0,3.46944695195361e-18,0,0,0,0,0.101371863692087,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120654227606248,0,0,0.0419665390381746,0.0292281617301541,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.104418754439566,0,0.122076531484424,0,-0.0563915064626387,0,0,0,0,0,0,0.311231077634304,0,0.0018843105077618,0,0,0,0,0,0,0,0,0.0588231592822,0,0,0,0,0,0.0813816655513006,0,0,0,0,0,0,0,0.0433990030852267,0,0,0,0.0141080458342393,8.67361737988404e-19,0,0,-0.0332601251945718,-0.0203082305627619,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722335768354182,0,0.21705935567708,0,0,0,0,0,0,0,-0.0741566939721133,0.023524165740023,0,0.0278311354563554,0,0,0,0,0,0,0,0,0,0,0.0442489926214782,0,0,0,0,0,8.67361737988404e-19,0,-0.0485108704554628,0,0,0,0.0230086605469825,0.00236071059565883,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0409054001582452,0.429040807535958,0,0,0,0,0,0,0.106925447388028,0,0,0,0,0,0,0,0,-0.0941188323981534,0,0,-0.0564233433982306,0,0,0,0,0.100969214519252,0,0,0,0,0,0,0,0,0,0,0,0,0.395009260197842,0,0,-0.00186444979561899,0,0,0,0,0,0,0
X600585.SH,0,0,0.0821804853217585,0,0,0,0.0780713216142479,0,0,-0.025294032809015,0.0564553985575045,-0.0221549979205684,0,0,0,0,0,0,0,0,0.0943716090207631,0,0,0,0,0.125687203868476,0,0,0,0,0,0,0,0,-0.12205382106184,0,0,0,0.333886781651373,0,0,0,0,-0.122302364428419,0,0,0.0116321791280044,0.0493140865038408,0,0,0,-0.0165581433430958,0.0408899442769943,0,0,0,0.0722614833263723,0,0
X600019.SH,0,0.208791361963397,0,0,0,0,0,0,0,0,-0.0434403001019067,0,0,0.0976977485612911,0,0,0,0,0,0,0,0,0,0,0,-0.0187041740471783,-0.0265382650288475,0,0,0,0.0561997726652968,0,0,0,0.35027816184674,0,0,0,0,0,0.0837829415241566,0,0,-0.0494928430544586,0,0,0,0,0,0,0,0,0.00987471780175663,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066206540570668,0,-0.00242776920207273,0,0,0,0.0106455405471545,0,0,0,0.0931192275477297,0,0,0,0,0,0,-0.00130370609796386,0.0627664947480775,0,-0.0662635338208081,0.0241000454228111,0,0.138477442306323,0,0,-0.0271116230086016,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0749764635658932,0.0164135004662525,0,0.113665157447491,0,-0.125837354382675,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.109920675849619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135500486580209,0,0,0,0,0,0.234296802189857,-0.175336212622263,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280557193569998,0,0,0.0521390317925437,0,0,0,0,0,0,0,0,0.118862222056479,0.027043200481026,0,0,0,0.090373294289741,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.113607855993096,0,0,0,0,0,0,0,0.0467572861081459,0,0,-0.0681721401995396,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.151369132938892,0,0,0,0,0.0970807508286902,0,-0.0774219855298045,0,0,0,0,0,0.0246103216467862,0,0,0.0863088455486677,0,0,0,0,0,-0.210739304924423,0,0,0,0,0,0.0368583551411795,0,0,0,0,0,0,0,0,0,0,0.203891712971139,0,0,0.0696922714159632,0,-0.014873820518893,0.163473657590451,0,0,0.269593901148473,0,0,0,0.284776558455415,0,0
X002466.SZ,0,0,0,0,0.266779933615135,0,0,0,0,0,0,0,-0.0844834566828961,0,0,0,0.714563983877129,-0.27956406086475,0,0,0,0,0,0,0,0,0.117674249713292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226832184056803,0,0,0.181544554712921,-0.204413514618165,0.157472555680201,-0.0600002982646921,0.0939713893638957,0.0636935002298434,0,-0.219586618990721,0.0461694388558874,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0208257421397176,0.00839742095428672,0,0,0,0.0731933677801171,0.0772186344321675,0,0,0,0.164937345919972,0,0,0,0,-0.0339805657955059,-0.0246611891882371,0,0.176326281535907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692292697691392,0,0,0,-0.0183544211202624,-0.0585109406558596,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.064902421324918,0,0.0164686235272959,0,0,0.0175989249615018,0.103564191874677,0,0.0621457460345344,0,0,0,0,0,0,0,0.20683494697946,0.0147203247852452,0,0.0900369198743122,0,0,0,0,0,0.196740796771119,0.0826086247439959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108662689740046,0,0.0159493516427849,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0989018064250733,-0.254897018050136,0,0,0,0.161858921607002,0.00747126371480504,0,0,0,0.621370274251833,0.11960084571857,0,-0.0502689207283032,0,0,0,0,0,-0.0106337359805603,0,0,0,0,0,0,0,0,0,0,0,0,-0.00755821572931898,0,0,0.0142658976167226,-0.126452493714021,0.159216244461173,0.0817831699682151,0,0,0,0.297255716021809,0,0,0,0,0,0,0.041234083002569,0,0
