,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600547.SH,X600011.SH,X600886.SH,X600585.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X000708.SZ,X600010.SH,X600803.SH,X600027.SH,X600111.SH,X002460.SZ,X600426.SH,X601991.SH,X600160.SH,X000301.SZ,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X000807.SZ,X002128.SZ,X000630.SZ,X601168.SH,X000933.SZ,X600176.SH,X600985.SH,X000877.SZ,X600096.SH,X000408.SZ,X000883.SZ,X002353.SZ,X000027.SZ,X002271.SZ,X000932.SZ,X002409.SZ,X600801.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.196342573398634,0,0,0,0,0,0.0400881943854872,0,0,0,0.182755353494176,0,0,0,0,0,0,0,0,0,-0.0533012310700196,-0.264845432498166,0,0,0,0,0,0,-0.0320952375024043,0,0,0,0,0,0.112391755532471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178276430123438,0,0,0,-0.00659644095319205,0,0
X601088.SH,0,0,0.263199180181965,0,0,0,0.251974478325422,0,0,0,0.00230187124627534,0,0.0869639489981079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567122437470923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110939252526885,0,0,0,0.0966353125668061,0,0,0,0.0281746239759012,0.00484185914596295,0,0,0,0.0223526716835203,0,0
X600028.SH,0.48132177838558,0.159789537195239,0,0,0.0135952593900562,0.037552149073871,0,0,0,0,0,0,0,0,0,-0.0278859160566652,0,0,0,0,4.33680868994202e-19,0,-0.083186679575476,0,0,0,0,0,0,0,-0.069344195449397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334767424582708,-0.0279813903535191,0,0,0,0,0,0,0,0,0.0611459837143167,0,0
X600309.SH,-0.118446486752635,0,0,0,0,0,-0.0213375963822536,0,0,0,0,0,0,0,0,0,0.0102421668938515,0,0,0,0,0,0,0.078760886946869,0,0,0,0,0,0,0,0,0,0,0,0,0.0312346423916366,0,0,0,0,0,0,-0.0171535025625167,0,0.210763465801413,0,0,0,0,0,0,-0.0374689654673027,0,0,0,0.00788928919415146,0,0
X601898.SH,0,0,0,0,0,0,0.152719756521074,0,0,0,0,0,0,0,0,0,0,0.0897093571010963,0,0,0.0597297199831645,0,0,0,0,1.73472347597681e-18,0,0,0.284757725738154,-0.0159766955561449,0,0,0,0.0162595078106473,0,0,0,-0.0133808563650945,0.22573197606652,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882649425294429,0,0,0,0.0164611432682155,0,0
X600019.SH,0,0,0,0,0.173959358256436,0,0,-0.0466620456528028,0,0,0,0,0.00585140124814087,0,0,0,0,0,0,0,0.153153171838106,-0.00661536375044215,0,0,0,0.0860327254659587,0,0,0,0,0,0,0,0,0,0.0359787539661026,0.0367323627982508,0,0,0,0,0,0,0,0,0,0.380753816451116,0,0,0,0,0.0470108737242097,0,0,0,0,0.0564651515662789,0,0
X600188.SH,0,0.310379543475168,0,0,0.181543987587908,0,0,0,0,0,0,0,0.0368650271748018,0,0,0,0,0,0.137210148363324,0,0,0,0,0,0,0,0,0.509950533157952,0.269970162376403,0,0,0,0,0,0,-0.114239294723872,0.0159794374199529,0,0,0,-0.0508099937046433,0,0,-0.0528398620196723,0,-0.134512060843306,0,-0.0307141993156956,0,0,0,-0.0392370673781093,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.020266016070085,0,0,0,0,0,0,0,0,0,0,0,0.54126614008788,0.176694296666502,0,0,0,0,0,0,0,0,0.0581151413934335,0,0,0,0,0,0,0,0,0.030263808111733,0.108153949488789,0.127337394305643,0,0,0,0,0,0,0,0,-0.0434629121848251,0,0,0,0,0.153081010460528,-0.0289421082224518,0,0,0,0,-0.0341582036476645,0,0
X600011.SH,0.0275895730095506,0,0,0,0,0,0,0,0,0,0,0,0,0.0989741167649486,0,0,0,0,0,0.133973806027997,0.306504140111154,0,0,0,0.255419119584206,0,0,0,-0.160573411962419,0,-0.0356249192530047,0,0,0.108184144680066,0,0,0,0,0,0,0,0,0.0854472196693232,0.0294792098336203,0,-0.0854938021183624,0,0,0,0.0140617184226444,0,0.0204302668251225,0,0,0,0,-0.0166120919114059,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129619284974166,0,0,0,0,0,0,0.221535604634952,0,0,0,0.102462707679241,-0.0447611060924721,0,0,0,0,-0.0990686533343809,0,0,0,0,0,-0.0740435982628205,0,0,0,0,0,0,0,0,0,0,0.0256358487432696,0,0,-0.145509990550813,-0.0403560108676361,0,0,0,0,0.019703986100729,0,0
X600585.SH,0,0.0440449979916682,0,0,-0.0237637520090009,0,0,0,0,0,0,0,0.106822088783128,0,0.103308777241143,0.0414138835293354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637044968635781,0,0,0,0,0,0.144953983935398,0,0,0.0788396956355776,-0.109857814568489,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.02635982907277,0.0369048319478765,0,0,0,0,0.0466142957521871,0,0
X600660.SH,0,0,0,0,0,0,-0.00265667559988675,0,0.0507471111674707,0,0,0,0,0,0,0,0,0,0,0,0.0156018843939131,0,0,0.200843787003381,0,0.0819916790467636,0,0,0,0,0.143599208380763,0,0,0,0,0,0,0,-0.121306746463159,-0.165460341964074,0.0570897476850999,0,0,0,0,-0.0476147756079154,0,0,0,0,0,0.0104167321395325,0,0,0,0,-0.00438074610955367,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114079580750227,0,0,0,0,0,0,0,0,0.107579607481314,0,0,0,0,0,0.129398592829231,0.199064388384075,0.116759600096008,0.0299859056445936,0.0869083472982583,0.276162749492772,0,0,0,0,0,0.0752866030957262,0.129086237970453,0,0,0.0326426709973959,0.126063146926975,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.267516888101094,0.0867518027652484,0,0,0,0,0,0,0,0,0,0,0.154785965153298,0,0,0,0.0271412045980819,0,0,0,0,0,0,0,0,0.0306246426050142,0,0,0.00331388503198047,-0.0979105531442976,0,0,0,-0.0576385082847619,0.144425952291004,0,0,0,0,0,0,0.144469817603453,0,0,-0.0123786139118549,0,0,0,-0.0226829750998851,0,0
X000792.SZ,0,0,0,0,0,0,0.109706712689264,0,0,0,0.0825805584367248,0,0,0,0,0.0866684513661777,0,0,0,0.0697347092829291,0,0,0.206187049611409,0,0,0,0.0566033533868503,0,0,0.0488850649061372,0,0,0,0,0,0,0,0,0.0183118149366414,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370295574115107,0,0,0,0,0.0261255505040488,0,0
X600489.SH,0,0,0,0,0,0,0,0.437908932883186,0,0,0,0,0,0,0,0,0.00453625605018869,0,0,0,0,0,0,0,0.199587502944458,-0.0596151627388056,0,0.0812976497208745,0.0508839254106996,0,0,0,0,0,0.0426046556211975,0.0219778286126446,0,0,0,0,0,0,0,0,0,0.0759556937673478,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0902039149485056,0,0,0,0,0.020261212881717,0,0,0,0,0.0225323962712451,0,0,0.0148805084666903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491868555743631,0.260323472544959,0,0,0,0,0,0.0204576222535293,0,0,0,-0.00811811807397457,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0941065807886226,0,0,0,0,0.147437858641907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961917115357803,0,0,0,0.0669423665874813,0,0,0,0,0.107143460958069,0.238222978814664,0,0,0.0464350006419708,0,0,0,-0.135664378991642,0,0,0,0,-0.101841364376984,0,0,0,0.0171949362095309,0,0
X600010.SH,0,-0.1908125406827,0,0,0,0,0,0,0,0,0,0,0.12417210179899,0,0,0,0,0.0731319002672472,0,-0.017508529101519,0,0.17921840668998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137119990233955,-0.0651407074421659,0,0,0,0,0.00452627407746878,0,0,0,0,0,-0.0390595298504166,0,0,0,0,0.0530217310314987,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0867859629949965,0,0,0,0,0.0268893423872121,0,0,0,0.176278011966447,0,0,0,0,0,0,0,0,0,0,0.09393818360647,0,0,0,0,0.045199046628103,0,0,0,0,0.108246179131058,0.0264500418147638,0,0,0,0,0,0,0.0285106132492326,0,0.148328802387361,0,0,0,0,-0.0763986023888377,0,0
X600027.SH,0,0,0,0,0.257838640837684,0,0,0,0.543487570447405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260140862039856,0,0,0,0,-0.0391460813664679,0,0,0,6.93889390390723e-18,0,0,-1.73472347597681e-18,0,0,0,0,-0.0381272393698361,0,-0.0214722263168757,0,0,0,0,0,0,0,0,0.0216627888024131,0,0,0,0.0124410823187806,0,0
