,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X600027.SH,X600688.SH,X601992.SH,X600583.SH,X600309.SH,X000709.SZ,X600352.SH,X601158.SH,X000792.SZ,X000898.SZ,X600157.SH,X600660.SH,X000027.SZ,X600547.SH,X000629.SZ,X600489.SH,X000539.SZ,X600008.SH,X002353.SZ,X600021.SH,X600808.SH,X000825.SZ,X000831.SZ,X600549.SH,X000630.SZ,X600219.SH,X002470.SZ,X000060.SZ,X600578.SH,X600307.SH,X000959.SZ,X601699.SH,X600315.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.446021063211812,0,0,0,0,0,0,0.036012317908123,0,0,0.0338043167001596,0,0.250786407373393,0,0,0,0,0,0.071293396421177,0,0,0,-0.033586461496324,0,0,0,0,0.0325126564515524,0,0,0,-0.0528267941464206,0,-0.0386669658850376,0,0,0.0934976203692902,0,0,0,0,0,0,0,0,0,0,0,0,0.00549462791820796,0.0304445836689928,0,0,0,0,0,0
X600028.SH,0.397302058822655,0,0,0,0.0393608861851203,0,0,0,0.0720909397749013,0,0,0,0,0,0,0,0,0.0460800061715733,0.146661725645054,0,0,0,0,-0.0521230916593884,0,0,0,0.130046111817198,0,0,0.0839174062129488,0,0,-0.0354888207935155,0,0,0,0,0,0,0,0,0,0.0392384064336888,0,0,0,0,0.124598158718832,0,0,0,0,0,0,0,0,0
X601088.SH,0.0187457291188931,0,0,0.0275031488272874,0,0,0,0.42302500468789,0,0,0,0.21681476821063,0,0,0,0,0.0510027029178228,0,0,0.0252155055083628,0,0,0,0.052584070200834,0,0,0,0,0,0,0,0,0,0,0,-0.0270159479236046,0,0,0,0,0,0,0,0,0,0,0.122434280699849,0.00144431052420515,0,0,0,0.000418021313191873,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.303072536626432,0.202917022576789,0.0545514957203749,-0.0110661768648909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250326291697411,0,0,0,0,0,0,0.0861984555231825,0,0.0118121821678499,0,0.142215199564727,0,-0.000854397308358056,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0910718990144708,0,0,0.0437673523420695,0.192575063418301,0,0,0.0255739316957247,0,0.243392967927144,0,0,0.105255943834729,0,0,0,0,0,0.153133715070858,0,0,0,0,0,0,0,0,0,0,0.0161202830931895,0,0,0,0,0.00323468582883378,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0363456213487248,0.0249669254702616,0,0,0.0195883890840683,0,0,0.144566175379141,0.132574783575494,0.0186655146627177,0,0.014157324799174,0,0,0,0.346881599899288,0,0,0,-0.0036008724477859,0,0,0.148500039771374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424891730554193,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.446337063485968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0911794619210785,0,0,0,0,0,0,0.187380046907067,0,0,0,0,0,-0.0544831653205719,0,0,0.095419103787846,0,0.225638683092693,-1.73472347597681e-18,0,0,0,0,0.0581362865252132,0,0.248212827245096,0,0,0,0.104499284116122,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.240305931957654,0,0,0,0,0,0,0,0,0.0607391182715147,0,0,0,0,0,0,0,0,0,0,0.0918940555291138,0,0,0,0,0,0,0.0745891502155552,0,0,0,0.0102561068206854,0,0,0,0,0.0118200734700146,0,0,0.0642775460186103,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.213563247291444,0,0,0,0,0,0.104139295396013,0.342139500048564,0.221036578285358,0,0.0220128657548833,0,0,0,0,0,0,0,0,0,0,0,0.161155876853996,0,0,0,0,0,0,0,0,0.0411323585356333,0,0.0384396721292196,0,0.00161796538248977,0,0,0,0,0,0.000769444675005247,0,0,0.0395595997020789,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0273422000872143,0.172524677611184,0.263084183802793,0,0,0,0,0.0815245798874226,0,0.113015432747683,0,0,0,0,0,0,0,0,0,0,0,0.13791645366899,0,0.0225698987705369,0,0,0,0,0.182715598995372,0,0,0,0,0,0,0,0,0,0,0,3.85789671697648e-05,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.238700194538082,0.283657328341475,0,0,0,0,0,0.133157012534418,0,0,0,0,0,0,0.0467913176031452,0,0,0,0.0311087287177805,0,0,0,0,0,0,0,0.0157946511899172,0.055435275371132,0.163355380426847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0.133478357690432,0,0,0,0,0,0,0,0,0,0,0,0,0.192679431673129,0,0,0,0.00481619852117781,0,0,0,0,0,0.136303744698075,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.238043578155322,0,0,0.0267453662861173,0,0.184319597559482,0,0,0,0,0,0,0.0287058564585856,0,0,0,0,0,0
X600362.SH,0,0,0,0.0356447800066179,0,0,0.142537570905611,0,0.0337238791365543,0,0,0,0,0,0,0,0.121878981845643,0.0301701080614002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182621688091702,0,0,0,0,0,0,0.0249315271867641,0,0,0,0,-0.0214999214510164,0,0,0,0,0,0,0
X600886.SH,0.126965928641681,0,0,0,0,0.0950680128652523,0,0,0.0280316307404717,0.408068743579825,0.084677364117748,0,0,0,0,0,0,0,0,0.0888808277498096,0,0,0,-0.024947336127841,0,0,0.0243524684498885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179971812385002,0,0,0,0,0,0,0,0.0385313067216429,0,-0.0180265272968103,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.197237359524283,0,0,0,0,0,0,0,0,0,0,0.00134463343041759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439961194993577,0,0,0.0934612265424118,0.0892538683154819,0,0,0,0,0,0.0700526513412762,0,0.128720746422571,0,0,0,0.0219117117531115,0.0830513773528077,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0221340475409081,0,0.0187148651414431,0,0,0,0.617554376240618,0,0,0,0,0,0,0,0,0,0.110003311218269,0.00193189782168799,0,0,0,0,0,0,0,0,0,0,0,0,0.0253859123517212,0,0,0,0,0,0,0,0,0,0.113229643585179,0,0,0,0.142432361090881,0,0.012377303444001,0,0,0,0,0,0,0
X600688.SH,0.159439858355252,0,0,0,0,0,0,0,-0.034598916979819,0,0,0,0,0.0322321734488546,0,0,0,0,0.0318000378169836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105735372095915,0,0,0,0,0,0,0,0,0,0.58699885289279,0,0,-0.0520126860506022,0,0,-0.062187042291368,-0.0486762052605999,0,0,0,0,0,0
X601992.SH,0.057628867133145,0,0.032344619721947,0,0,0.191032101069324,0,0,0,0,0,0.0147813962637107,0.0252897634536208,0,0,0,0,0,0.103489169458751,0,0,0.106424135212381,0,0,0.0846575253315099,0,0,0,0.0285630418085274,0.0359928449311789,0,0,0,0,0,0,0,0.0401117304718689,0,0.0214648440077542,0,0,0,0,0,0.041708367184228,0,0,0,0,0,0.0607914272973506,0,0,0,0,0,0
X600583.SH,0,0,0,0.0994197561181991,0,0,0.139018350458804,0,0.0704573570501007,0,0,0,0,0.0221910965395708,0,0,0.0910795304270522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696651408310888,0,0,0.114401374235048,0,0,0.0849263822188928,0,0.173137945807967,0,0,0.0279917975777808,0,0,0,0,0,0
X600309.SH,0,0,0,0.0241653561028905,0,0,0,0,0,0,0,0.0373382294560961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112939356515645,0,0,0,0,0,0,0,0,0,0.127261700855523,0.179413441635045,0,0,0.202261510830411,0,0.0928567992541118,0,0,0.0106590146650463,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.00500346893719545,0.0356502755046079,0,0,0,0,0,0.17841712629602,0,0,0,0,0,-0.0111453581736955,0.0556540277841988,0,0.571817058757615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583909610345803,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0145353477307713,0,0,0.182820449712852,0,0,0,0,0,0,0,-0.0229483679638319,0.200300505384531,0,0,0,0,0,0,0,0,0,0.389862931451227,-0.208280526430853,-0.0172110976749821,0,0.0430305067845024,0,0,0,0.147014514132024,0,0,0,0,0,0,0,0,0.135428435390847,-0.0243508367158381,0,0,0,0,0,0
X601158.SH,0,0,0,-0.198288808292694,0,0,0.130844653582647,0,0,0.0731526120052656,1.73472347597681e-18,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0750629782349219,0.11300677510863,0,-0.0529893965948206,0,0,0,0.41513923457987,0,0,0,0,0,0,0,0,0.0337828695477678,0,0.183963863622665,0,0,0,0,0,0,0.0199266666757252,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.149982664254177,0,0,0,0,0.003925274863848,0,0,0,0,0,0,0,0,0,0.0136585029667011,0,0,0,0,0,0,0,0.232324763584553,0,0,0,0,0.0586245126867283,0,0,0,0,0,0.0516021312700482,0,0.036583278619405,0,0,0,0,0,0,0,-0.0426818223792597,-0.03487531710868,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0812234561509347,0.0942976667244393,0,0,0,0,0,0,0,0,0,0.0761756412964687,0,0,0,0,0.12740541521758,0,0,0,0,0,0,0,0,0.12388872051652,0,0,0,0,0,0,0.327849528824989,0,0,0,0,0,0,0,0.0359391199712062,0.0380776476279825,0,0,0,0,-0.0550185606446701,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0284680315519483,0,0,0,0,0,0,0,0,0,0,0,0.0818586663939373,0,0,0,0.0325281919870553,0,0,0,0,0.167395694040174,0,0,0,0,0.0777823152024705,0,0,0,0,0,0,0,0.0827855672718414,0,0,0,0,0,0,0,0,0,0,0,0.00540166558345288,0,0,-0.0964989140224055,0,0
