,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X002460.SZ,X600011.SH,X600660.SH,X601898.SH,X002466.SZ,X600010.SH,X601600.SH,X600886.SH,X600362.SH,X600801.SH,X002271.SZ,X600188.SH,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X000723.SZ,X002353.SZ,X600111.SH,X601992.SH,X600176.SH,X600027.SH,X600489.SH,X600516.SH,X600299.SH,X600583.SH,X600426.SH,X000898.SZ,X600160.SH,X600219.SH,X601158.SH,X000792.SZ,X000932.SZ,X600612.SH,X000883.SZ,X000553.SZ,X000401.SZ,X000709.SZ,X002080.SZ,X000630.SZ,X000818.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0626072276182048,0,0,0,0.069351798563059,0,0,0,0,0,0,0,0,0,0,0,0.263385470220007,0,0,0,0,0,0,0.0171484153219072,0,0,0,0,0,0,0,0,0,0.0770708406554836,0.116688356408082,0.120788784192025,0,0,0,0,0,0.0521465464806662,0,-0.00634036628192535,0,0,0,0,0.0109044183693546,0,0
X600028.SH,0.171802274450351,0,0,0,0,0,0,0,0.0267190193532506,0,0,0,0.0306435132922798,0,0.0326504494091157,0,0,0,0,0,0,0,0.0215544766898268,0,0.143934841851577,0,0,0,0,0,0,0,0,0,0.0681104637631691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044326666826472,0,0,0,0,0,0,0.0069759013579447,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00748080338920784,0,0,0,0,0,0,0,0,0,0,0.37737827861063,6.93889390390723e-18,0,0,0,0,0.116723386988197,0,0,0,0,0,0,0,0,0.091063900319199,0,0,0,0,0,0,0,0,0,0.0193798216428085,0,0,0.0215393659724268,0,0.00018196213406365,0,0,0,0,0,0,4.90840464341677e-05,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0133306920926776,0,0,0,0,0,0,0,0,0.538007976307486,0,0,0,0,0,0,0,0,0,0,0,0.00647218292702957,0,0,0,0,0,0,0,0,0,0,0,0.0480560464279072,0,0,0,0,0,0.0283144522520631,0,0,0,-2.16840434497101e-19,0.0268246998616919,0,0,0,0.0281851304771279,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999477318601924,0,0.21270100621738,0,0.132776445558199,0.177769001644353,0,0,0,0,0,0,0,-0.120717755848468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111124547855554,0,0.0591691016324628,0.000328937466874226,-0.0241594717280526,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.115077582685376,0,0,0,0,0.177823407215057,0.0920705473588911,0,0.041413147943629,0,0,0,0,0,0,0,0,0,0,0,0,0.0234763864314331,0,0,0,0,0,0,0,0,0,0,0,0,0.0371839966288467,0,0.0407259598643764,0,0,0,0.00675628847606371,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0459279691488361,0,0,0,-0.02694564159424,0,0,0,0,0,0,-0.114744208702233,0,0,0,0,0,-0.0168738580317586,0,0,0,0,0,0.932815695697862,0,0,0,0,0,0,0,0,0,0,0.157377297459128,0,0,0,0,-0.0335529314510093,0,0.0186968666147371,0,0.0413760439872168,0.00794223292541943,0,0,0,0.0760456590774424,0,0
X000708.SZ,0,0,0,0,0,0,0,0,-0.190238173076208,0,0,0,0,0,0,0,0,0.00798108478233226,0,0,0,0,0,0,0,0,0.0597377379887822,0,0,0,0,-0.0332046403958422,0,0.203707177878672,0.0366106030678217,0.105604786035489,0,0.302666395183187,0,0,0,0.38588969862085,0,0,0,0,0,0,0,0,0,-0.0033803807995855,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.122524567004425,0,0,0.12486205375263,0,0,0,-0.104703210866476,0,0,0,0,0,0,0,0,0.087806163055778,0.0284861981412012,0,0,0,0,0,0,0,0.498491652791324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236211326299114,0,0,0,0.0455430906729005,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.014187320573543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537317998965999,0.081668899345454,0,0,0.077583102825962,0,0.093028099019817,0,0,0,0.0120539549343928,0,0,0.0917947132840604,0,0,0,0.0696106812819101,0,0.0691481825035218,0,0.0915135387710767,0,0.102377461885405,0,0.077797879703235,0,0,0,0,0,0,0,0,0
