,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X600309.SH,X000898.SZ,X000709.SZ,X600021.SH,X600352.SH,X000883.SZ,X600660.SH,X002470.SZ,X601918.SH,X000792.SZ,X600098.SH,X600623.SH,X600489.SH,X600022.SH,X600307.SH,X600547.SH,X600863.SH,X000629.SZ,X600808.SH,X002353.SZ,X000060.SZ,X300072.SZ,X600578.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.798554337727487,0.0914728803875947,0,0,0,0,0,0,0.0832084403733823,0,0,0,0,0,0,0,0,0,0,0.0126406628724356,-0.0871903311040011,-0.0601081263770529,0,-0.0341450761031327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349355133093975,-0.0103408202673755,0.00259799262000431,0,0,0,0,0
X600028.SH,0.28378961047852,0,0.0588994542002184,0,0,0,0.111479761067933,0,0,0,0,0,0,0,0,0,0,0,0.0011133462995017,0,0,0,0,0,0,0,0.00493068457501476,0,0,0,0.110330215680749,0.0208710352665835,0.0409317493469429,0,0,0,0,0.139512927593451,0,0,0,0,0,0,0,0,0,0,-0.0449103073033433,0.020561627015302,0,0,0,0,0,0
X601088.SH,0,0,0,0.286272815041877,0.125321416349366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544657548023497,0,0,0,0,0,0,0,0,0,0,0.120417657173754,0,0.0981168898310595,1.38777878078145e-17,0,0,0,0,0,0,-0.0325437483270226,0,0,0,0.0504190223822205,0,0,0,-0.0197888410016483,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0733676388212759,0,0.0978331344237127,0,0.0437260869635401,0,3.46944695195361e-18,0,0,0,0,0,0.292456699843008,0,0,0,0.0385422859052038,0,0,0.0269709896995999,0,0,0,0,0,0,0.0132739551423518,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.185344893148192,0.0109948778562445,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.100998402304968,0,0,0,0,0,0,0.0244888527960014,0,0.397838883384274,0.0275081570497685,0,0,0,0,0.104798541468487,0,0,0,0.21236361686909,0,0.0790897475756721,0,0,0,0,0,0,0,-0.0116471575100029,0,0,0,0,0,-0.00421209654617416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.133985666453041,0.118707115250227,0,0,0,0.12083801648134,0,0.0639286379936624,0,0,0,0,0,1.38777878078145e-17,0.0369715735818709,0,0,0,0.0277911436851421,0,0,0.162357327821988,0,0,0.0280908790156778,0,0,0,-6.93889390390723e-18,0,0,0,0.0175151251951858,0,0,0,0.00533119353691527,0,0,0,0,0.0400153145417755,0,0,0,0,-0.0390260193829981,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0532091598616667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728381252270083,6.93889390390723e-18,0,0,0,0.324554402473049,0,0,0,0,0,0.172027878251823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982684344490006,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.119765628208206,0,0,0,0,0,0.0593408949951031,0.526174894992241,0,0,0,0,0,0,0,0.228932897009806,0,0,0,0,0,0,0,0.0452751593364778,0,0,0,0,0.151348712077971,0,0,0,0,-0.0407667110632156,0,0,0,0,0,0,0,0,0,0,0,-0.0467276105073677,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.244946709454709,0,0,0,0,0.109334804990866,0,0,0,0.120881860734851,0.141387612964325,0,0,0,0,0.00833022148891674,0,0,0,0,0,0,0,0.0262507945392224,0.00190045321017226,0,0,0.00384670324301792,0.0581804073000268,0,0,0,0,0,0.167340080424559,0,0,-0.00269940633736134,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0294516327167625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177705507496646,0,0,0,0,0,0,0.216418013289854,0,0,0,0,0,0,0,0.321230185486395,0,0,0,0,0,-0.0573649427793502,0,0,0,0.220818717050956,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.235367899061038,0,0,0,0,0,0,0,0,0,0,0.0651081569477702,0.0190884481524317,0,0,0,0,0,0,0.0495092386140425,0,0,0,0,0.0898189658249843,0,0,0.147874509991072,0,0,0,0,0,0.0564551879574436,0,0,0,0,0.217349639119495,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0447025480153741,0,0,0,0.0795344143209652,0,0,0,0,0.239594265160823,0,0,0,0,0.286802145530572,0,0,0,0.187744983676279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342220913544604,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.00504421575488607,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.0127341068625292,0,0.409131821978058,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.0781928955171746,0,0,0,0,0,0,0,0,0.0862285968851344,0,0,0,0,0,0,0,0,0.0329805601268759,0,0,0,0,0,0,0.166365911877927,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0684948785850755,0,0,0.010946024904873,-0.106343505667048,0,0,0.0507793205699765,0,-0.0794476696665004,0,0,0,0,0,0,0.251525910971432,0,0,0,-0.136995369369889,0,0,0,0,0,0,0,-0.19243301101007,0,0,0,0.433259334246113,-0.210535980933474,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.545370602729251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117886573160893,0,0,0,0,0,0.126391769189039,0,0,0,0,0,0,0.0112631360144043,0,0.0253806314752947,0,0,0,0,0,0,0,-0.00731406366409132,0,0.0100455246795289,0,0,0,0,0
X600111.SH,0,0,0.0168449722915914,0,0,0,0,0.050857831435379,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.179446806305462,0.0696848118584689,0.139489472109986,0,0,0,0.00965757872383291,0,0,0,0,0.0583325018533516,0,0,0,0,0,0.120894927135767,0,0,0,0,0,0,0,0,0.213825362714052,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0997016760125642,0,0,0.0901535885129531,0,0,0,0,0,0,0.0124081892075699,0.0829151242436028,0,0,0.142980500480092,0,0,0,0,0.0632894477073559,0,0,0,0,0,0,0,0,0.0110142117279189,0,0,0,0.188949779110696,0,0.126053723053182,0,0,0,0,0,0,-0.00800637146413871,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.136073795198651,0.167634960210651,0,0,0,0,0.275340613830261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026183276365199,0,0,0,0,0,0,0.0629205872094336,0,0,0.175437522440008,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475836275968957,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.183683614421253,0,0,0,0.00549558145976362,0,0,0,0,0,0.240428027087388,0,0,0,0,0,0,0,0,0,0,0.0728084999260509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360212535018136,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600583.SH,0,0,0,0.0561151288796243,0,0,0,0.0128614432952183,0,0,0.0473566623989692,0,0,0,0,0,0.251108713977769,0.175553569352905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987111270741096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683493763008049,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581306975644277,0,0,0,-0.056608208780886,0,0,0,0.56679095999618,0,0.101308398979187,0,0,-3.46944695195361e-18,0,0,0,0,0,0.135667244161407,0,0,0,0,0,0,0,0,0,0,0.0570211482901784,0.009695931525607,0,0,0,0,0,0
X601992.SH,0,0,0,0.0774645418096526,0,0,0,0,0,0,0,-6.93889390390723e-18,0.182144557335757,0,0,0,0,0,0,0,0.0324902965627472,0,0,0,0.513167694176863,0,0,0,0.0494803717496758,0,0.142245236743834,0,0,0,0,0,0,0,0,0,0,0,0,0.00702898140611832,0,0,0,0,-0.0165046042345079,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0.175597976140431,0,0,0,0,0,0.0596782945442117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592009514089432,0.175033713526472,0,0.226479438892973,0,-0.0820546750814543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529649575711599,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.460443149487504,0,0,0.0632522086855093,0,0.0404927788570993,0,0,0,0,0,0,0,0,0.0364257190790017,0.0418260128595987,0,0.0324578911323288,0,0,0,0,0,0.114645463808461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424974208913783,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.00613466909662856,0.0449634696780594,0.00805859473958375,0,0,0,0,0,0.271592544827738,0,0.19309423473233,0,0.0882746498791393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240845860001226,0,0,0,0,0,0,0,-0.0504042440358182,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0688131174370816,-0.0291004199001218,0,0,0,0,0,-0.270700865384186,0,0,0,0,0,0,0,0.310461605714055,0,0,0,0,0,0,0.515421721361377,0.000160977785968248,0,0,0,0,0.1497125204927,0.131577397355972,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0.0454709705561042,0,0,0,0,0,0,0,0,0,0,0.101366474374338,0,0,0,0,0,0,0,0,0,0,0.165677943709406,0,0.20421222114936,0.260534954206802,0,0,0,0,0,0.0523808298998001,0,0,0,0,0,0,0,-0.00584313706833059,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.139312302559338,0,0,0,0,0.247768973734666,0.0463418818500675,0,0,0,0.129775250233036,0,0.0324538525542092,0,0,0.0308178546155808,0,0,0,0,0,0,0,0,0,0.0939430968804613,0,0,0,0,0.02330432187621,0,0,0,0,0,0,-0.00369743982628912,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0.0824688665784119,0,0,0,0,0,0.106892787317855,0,0,0,0,0,0,0,0,0,0,0.121003786170798,0,0,0,0,0,0.0389579943681305,0,0,0,0,0,0,0,0,0,0,0,0,0.3401250219492,0,0,0,0,0.0798550007503252,0,0.0815297523207114,0,-0.0426568364804864,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0495512811963135,0,0,0,0,0,0,0.281473887193618,0.0338487425862237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544540322524163,0,0,0,0,0,0,0,0,0,0,0.0306992355500643,0.158209265111613,0.00863619556781425,0.0376413457109121,0,-0.0304248962308886,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0.138327204869651,0,0,0,0,3.46944695195361e-18,0,0.0322764485749452,0,0,0,0,0,0,0,0,0,0,0,0,0.340227636285074,0,0,0,0,0,0,0,0.165421016057099,0,0,0,0,0,0,0,0,0,0,0,0.0100859968090299,0,0,0,-0.0598906361702048,0.0694235447011675,0,0,0,0,0,0
X601918.SH,0,0,0,0,0,0,0,0.0958622280437514,0,0,0,0,0,0,0,0,0,0,0,0,0.0431772756244801,0,0,0,-0.150856358986959,0,0,0,0,0,0,0,0,0.106194703365553,0.414107401812383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303796401938341,0,0,0,0,0,0,0
