,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X600309.SH,X600688.SH,X600583.SH,X601992.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X600489.SH,X002353.SZ,X600808.SH,X000831.SZ,X000629.SZ,X600578.SH,X600352.SH,X000630.SZ,X000825.SZ,X600547.SH,X000027.SZ,X600549.SH,X601699.SH,X600008.SH,X000983.SZ,X600307.SH,X600863.SH,X600660.SH,X600315.SH,X000959.SZ,X000937.SZ,X600098.SH,X002470.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.598287911676862,0.0666726678975384,0,0,0,0,0,0,0,0,0,0,0.0497987727602565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553950952081218,0,0,0,0,0,0,0.0104235621244302,0.0150665293666194,0,0,0,0,0,0.0646826670474077,0,0,0,0,-0.0364326356785677,-0.0147138720555783,0,0,0,0,0,0
X600028.SH,0.570718442922748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322531156103639,0,0,0,0,0,0,-0.0149536489172035,0,0,0.024212809225127,0,0,0,0,0,0.0498118389002651,0,0,0,0,0,0,0,0,-0.0526922679030565,0,0,0,0,0,0,0,0,-0.0303099196613186,0.00957502092201235,0,0,0,0,0,0
X601088.SH,0,0.0364637535790301,0,0,0,0,0.0984592293404759,0,0,0,0,0,0,0.238161111476502,0,0,0,0,0,0.13839231609833,0,0,0,0,0,0,0,0,0,0,0,0.0776207261674865,0,0,0,0,0,0,0,0.0121737069389782,0,0,0,0,0,0,0.0376455392142426,0,0,0,0,-0.0339740714007613,-1.0842021724855e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.147690168942425,0,0,0,0,0,0.0875350143650547,0,0.172398967192187,0.0755437421765421,0,0,0,0.0701677986960902,0,0,0,0,0,0,-0.12079672357941,0,0,0,0,0,0,0,0,0,0,0,0.100637899502478,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.025041518696582,0,0,0,0,0,0
X600019.SH,0,0,0,0.0671276446954992,0,0,0,0,0,0,0,0,0.0352345994497052,0,0,0,0,0,0,0,0.368699914778576,0,0.120795994302471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772452780153018,0,0,0,0,0,0,0,0,0.132283897704328,0,0,0,0,0,-0.0420140527073435,1.0842021724855e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0701990209226054,0,0.00023883066400178,0.0444539936453983,0,0,0,0,0,0,-0.048192440600176,0,0,0,0,0,0,0,0.0169492688090467,0,0,0,0,-0.011149375214891,0,0,0.104626384581893,0,0,0.0355392661482104,0,0,0.0912480642165943,0,0,0,0,0,0,0,-0.0573480914906778,0,0,0,0,0,0,0
X601898.SH,0,0,0.15844357072698,0,0,0,0,0,0,0.318529228658572,0,0,0,0.0470621791806006,0,0,-0.0664333808724724,0,0,0.0717669738065399,0,0,0,0,-0.00874744707194242,0,0,0,0.0253728022951712,0.0412316851749261,0,0,0,0,0,0,-0.0190604527563932,0,0.041078529260248,0,0.201062843471017,0,0,0,0,0,0,0,0,0,0.0189878785478573,-0.0180968502677611,-0.0225786347832683,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0344217317528905,0.019248261011227,0,0,0,0.0255187323707784,0,0.0182755352194983,0,0,0,0,0.0143980007621392,0,0,0,0,0,0.115295429934206,0.149242538157206,0,0,0,0,0,0,0.00783581049481545,0,0,0,0,0.0219716864693384,0,0,0,0,0,0,0,0,-0.0272539275823079,0,0,0,0,0,0
X600795.SH,0,0.118870331809662,0,0,0,0,0,0,0,0,0.0271495599459231,0,0,0,0,0,0.0334640807719588,0,0,0,0.197449253485051,0,0,0,-0.0284725429004878,0,0,0.0869928172984017,0.0311558807865824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151985149812309,0,0,0,0,-0.0161892107244856,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.20814918692143,0,0,0,0,0,0,0,0.456278210696303,0,0,0,0,0,0.00445756348234774,0,0,0,0,0,0,0,0,0,0,0.069794385465315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890059541946335,0,0,0,0,0,0.00176755163588105,-0.00957998458689097,0,0,0,0,0,0
