,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X002466.SZ,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X002460.SZ,X600516.SH,X600027.SH,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X000825.SZ,X600426.SH,X000709.SZ,X600299.SH,X000792.SZ,X002110.SZ,X000408.SZ,X600808.SH,X600315.SH,X000883.SZ,X000932.SZ,X000830.SZ,X601158.SH,X601699.SH,X600801.SH,X600219.SH,X002271.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.372767512156673,0,0,0,0,0,0.00504196631272359,0,0,0,0.0288533992504093,0,0,0.078872205492441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427064523038451,0,0,0,0,0,0.145617747477981,0,0.0208245454504426,0,0,0,0,0.0301212311742481,0,0.0443293981919206,0,0,0,0,0,0,0.0121423417378036,-0.00129591645280278,0,0,0,0,0,0
X600028.SH,0,0,0.162943504246372,0,0,0,0,0,0,0,0,0.0678808371563273,0,0,0,0,0,0,-0.110728532025038,0,0,0,0,0,0.0135847692767117,0,-0.182312422433081,-0.0876132618018251,0,0,0,0,0,-0.0803069018085906,0.206020780138834,0,0,0,0,0,0,0,0,0.050588617729458,0,0,0,0,0,0,0.012414782648756,0,0,-0.0960171627717637,0,0.031975627927355,0,0
X601088.SH,0,0.146272288538767,0,0,0,0,-0.0442108138189463,0,0.0876528215637814,0,0,0.42433417177461,0.0988960121853934,0,0,0.0483870280465413,0,0,0,0,0,0,0,0,0,0,-0.0337553598024325,0,0,0,0,0,0,0.143884034357357,0,-0.0593766396695881,0,0,0,0,0,0.033358791955073,0,0,0,0,0,0,0,0,-0.00908655921035503,0.0182070132980725,0,0,0,0,0,0
X600585.SH,0,0,0.335931167852974,0,0,0,0,0,0,0,0.0171228303696399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413170569176034,0,0,0.0964469473850133,0,0,0,0,-0.0585285524947759,0,0,0,0.0977689459725193,0,0,0.177579903870616,0,0,0.252353180418358,0,0.0353328421814593,0,0,0,-0.0269412866318861,0.0508495897978182,0,0.184661045925742,0,0.112500717883041,0,0
X600019.SH,0,0,0,0,0,0.0968618492503349,0,0.0963859041411614,0,0,0,0.281508285980609,0,0,0.0109452740022328,0,0,0,0,0,0,-0.106488660957698,0,0,0,0,-0.0706224011710799,0.113844941194677,0,0,0,0,0,0,0,0,0,0.152056825853186,0,0,0,0,0,0.0890625826453238,0,0,0,0,0,0,-0.00523235799608231,0.0670886585516468,0,0,0,0,0,0
X600309.SH,0,0,0.281849995205192,0,0,0,0,0,0,0,0,0,-0.216641921571964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122983609322732,0,0,0,0,0,0,0,0,0.136986744483949,0,0,0.0211141137015865,0,0,0,0,0,0,0,0,0.0643756273361369,0.00542795544573873,0,0,0,-0.0490574319417891,0,0
X600011.SH,0,0,0,0,0,0,0,0.0083733042441935,0,0,0,0,0,0,0,0,0,0,0,0,0.0354926191946594,0.0363601744659812,0.205335964435753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300519868637318,0,0,0.0244637509256474,0,0,0,0,0,0,0,0,0.0223877470684207,-0.0483478405713419,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.209626955957515,0,0,0,0,0,0,0,0,0.345295526841994,0.0550764513416817,0,0,0,0,0,0,0,0.0536201947260938,0,0,0,0,0,0.00704796766302781,0,0,0,0,0,0,0,0.00916926934603009,0.0653642230388357,0,0,0,0.177468880871422,0,0,0,0,0,0.206023298950279,0,0,0.0231658432785739,-0.0235833529904713,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.00385531759252524,0,0,0,0,0,0,0,0,0,-0.0119312951424603,0,0,-0.247229340478759,0,0,0,0,0,0,0.0906156980457826,0,0,0,0,0.193828613745919,0,0,0,-0.122210217317975,0,0,0,0,-0.113777587695478,0,0,0,0,0,0,0,0,0,0,0,-0.0114490425403937,0.034066631819136,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0889931195283859,0,0,0,0,0,0,0,0,0,0.0518166017831914,0,0,0,0.131801832348044,0,0.0727180031395761,0.180709046570306,0,0,0,0,0.0272697393746064,0,0,0,0,0,0,0,0.0306560315027907,0,0.0805464146751253,0,0,0,0,0,0.0210416180656595,0,-0.000408830458092731,0,0,0,0,0,0
X600688.SH,0.0472182711000721,0.0229960766325561,0,0.0371887152303269,0,0,0,0.0504424199092587,0,0,0,0,0.0709150769912989,0,0,0.0550805249255604,0,0,0,0,0,0.0108289291946245,0,0,0,0,0,0,0,0,0,0,0,0.0626368884486097,0,0,0,0,0,0,0,0.0744254837207517,0,0.0304780872818882,0,0,-0.0344327779747518,0,0,0,0.0150514745590402,-0.0108531166649653,0,0,0,0,0,0
X600188.SH,0.139220348523751,0,0.372327949118523,0,0.159479876370031,0,0,0,0,0,0,0,0,0,0.0597366557522714,0,0,0,0,0,0,-0.0420715219499861,-0.139729795339573,0,0,0,0,0.263867638374609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56530910942916,0,0,0,0,0,0,-0.0548229672558696,0.0311976381506435,0,0,0,-0.0343815110355397,0,0
X002466.SZ,0,0,0.279260320241536,0,0,0,0,0,0,0,0,0.0521595573915248,0,0,0,0,0,0,0,0,0.517959043736283,0.0813856457657203,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.254372325586887,0,0,0,0,-0.525001620362362,0,0,0,0,0,0,-0.101275859603903,0,0.224590194643773,0,0,0,0.090662222151379,-0.0809706110972317,0.193538693830608,0.144499014601684,0,0,0,0
X601991.SH,0.0517824978077958,0,0,0,0,0,0.113380630577234,0.063485427293077,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.163759700208438,0,0.126838738272389,0,0,0,0,-0.0385227455594572,0,0,0,0,0,0,0.061025798843306,0,0.000582970438899581,0,0.0833611884926289,0.0141460056189613,2.16840434497101e-19,0,0,0,0,0,0,-0.0295567666548965,0.0213393965045128,-0.00895642333998913,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.0466601285307421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218709203430307,-0.134444386736281,0,-0.0760249147819417,0,0,0,0,0,0,0.12543348383778,0,0,0,0,0.442641133358682,0,0.165779904912895,0,0.0312686123171446,0,-0.108304854432727,-0.00590504696883339,0.00650939282081115,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.122770813373594,0,0,0,0,0,0,0,0,0.292639314297176,0,0,0,0,0,0.0213888463647029,0,0,0,0.00031645194707634,0,0,0,0,0,0,0,0,-0.0493284135869641,0.103456206011115,0,0,0,0,0,0,0,0,0.180237236946464,-0.0881946835539083,0,0.0854003399278234,0,0,0,0.00477144956703638,0.00485154025159584,0,0,0,-0.103959866666044,0,0
X600795.SH,0,0,0,0,0,0,0,0.0366001844872523,0,0,0,0,0,0,0,0,0,0.06564865265967,0,0,0,0,0.0343791256262285,0,0.0315884159404371,0,0.021975772702683,0.0635591830120144,0.0282534107999853,0,0,0,0.1777980148259,0,0,0,0.115846341943441,0.0165124123090621,0,0,0,0,0,0,0,0,0,0,0,0,0.0026993571973888,-0.00908734099439197,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112518443997402,0,0.209374930415449,0,0.232747816625033,0,0,0.0242756684002212,0,0.0768719102804753,0,0,0,0.0659782663265294,0,-0.031943069176652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0121778001862544,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0266238857224742,0,0,0,0,0.124342337040619,0,0,0,0,0,0,0,0,-0.035271074521191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471978121613544,0,0,0,0,0,0,0,0,1.0027069548013,0,-0.0356529942615891,-0.0120249782560681,-0.00925260462753589,0,0,0,0,0,0
