,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X600886.SH,X601991.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X600352.SH,X000709.SZ,X600111.SH,X600299.SH,X002460.SZ,X000786.SZ,X600489.SH,X600808.SH,X000629.SZ,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X002271.SZ,X002110.SZ,X600021.SH,X002470.SZ,X600157.SH,X601699.SH,X000408.SZ,X600612.SH,X000630.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.300743764279731,0,0,0,0,0,0,0,0,-0.0310073128584156,0.0273067394525388,0,0.0982901257551901,0,0,0,0,0.0177756631877232,0,0,0,0,0.00566834666459072,0,0,0.126874364497887,0,0,0,0,0,0,0,0,0,0,0,0,0.0678242910427147,-0.0651224587585808,0,0,0,0.00656406814945805,0.0905188328894129,0,0.0163236286510669,0,0,0,-0.0126377963985311,0.00910437682895617,0,0,0,0,0,0
X600028.SH,0.553551998584949,0,0,0,0,-0.0127374747232065,0,0,0,0,0.0514337887113471,0,0,0.114011993092486,-0.0138179677024126,0,0,0,0,-0.185350840493316,0,0,0,0,0,0,0,-0.0227001554408493,0,0,0,0,0.138011651627303,0,0,0,0,0,0,0.182923899688291,0.253077586096493,0,0,0,-0.0925554185725466,0,0,0,0,0,0,0.028909530281516,0.0548333611652863,0,0,0,0,-0.190628716913489,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288309156523635,-0.0544321789794643,0.0370520116711852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937224712842055,0,0,0.0399914844463776,0,0,-0.0878156565089249,0,0,0,-0.0132899038277183,0.0324944173953628,-0.0569029501022229,0,0,0.102156455601096,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00364032288537176,0,0,0,0,-0.0362627576283464,0,0,0,0,0,-6.93889390390723e-18,0.0327252039312208,0.0991203065508095,-0.121727168746997,0,0.447099710470305,0,0,0,0,0,0,0.125276569125592,0,-0.0665614577541466,0.0268443486248137,0,0,0,0,0,0,-0.0250700609992163,0.0492130275579933,0,0,0,0.0315121053608801,-0.196817810244314,0
X600019.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.114185729530529,0.0761864175500788,0,0.0286377898586922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236384195864799,0,0,0.00935124873982821,0,0,0,0,0,0,0.00845023798935691,0.0220511325728143,0,0,0,0.0426905418102977,0,0
X600309.SH,0,0,0.0935615555654101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102015178123697,0,0,0,0,-6.93889390390723e-18,0,0,0.521197621948143,0,0,0.226586205599837,0,0,0.281007508933146,0,0,0,0,0,0,0.0501435026579129,0,0,0,0,0,0,0,0.0121228525067693,0,0,0,-0.0206533990305618,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493033835912372,0,0,0.601079307801508,0,0,0,-0.106146257364862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767405097345085,0.0172528104732854,0,0,0,0,-0.112412029463245,0,0.00588387393576043,0.00530125170672235,0,0,0,0,0,0
X600010.SH,0,0,0,0.0640117443568106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998192180775878,0,0.0789565410566648,0,0.0221012503500867,-0.16101645158392,0,0,0.162183840770719,0,0,0,0,0,0,0,0.0768052546607106,0.0690257474300845,0,0,0,0,0.169916512130698,0.124643080758665,0,0,0,0,0,0,0,0,0,0.00756434893599209,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849010764851772,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.634509555432374,0,0.140051139869292,0,0,0,0,0,0,0,0,0,0.140252449673697,0,0,0,0,0.14888772584864,0,0.0604891229398142,0,0.0190023776072051,-0.0301224925896384,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867266125685772,0,0,0,0,0,0,0.0776847503128166,0,0,0,0.100770373837473,0.123218527610383,0.0144611381887964,0,0,0,0,0,0,0,0,0,0,0,0.0463384532348021,0,0,0,0,0,0,0,0,0.0407672499329,0,0,0,0.026584157639794,0,0,0,0.0509451757454127,0,0
